Name,Vuln ID,Published,Modified,Severity,Vuln Type,Vuln Descript,CVE ID
WordPress Plugin Elementor Addons by Livemesh 安全漏洞,CNNVD-202402-2629,2024-02-29,2024-03-11,中危,其他,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress Plugin Elementor Addons by Livemesh 8.3.2 版本及之前版本存在安全漏洞，该漏洞源于输入清理和输出转义不足，很容易通过自定义类字段受到存储型跨站脚本攻击。,CVE-2024-1235
Plack-Middleware-XSRFBlock 安全漏洞,CNNVD-202402-951,2024-02-13,2024-03-11,中危,其他,Plack-Middleware-XSRFBlock是用于阻断跨站请求伪造的插件。 Plack::Middleware::XSRFBlock package 0.0.19版本存在安全漏洞，该漏洞源于存在跨站请求伪造（CSRF）漏洞。,CVE-2023-52431
WordPress plugin Elite Booster for WooCommerce 安全漏洞,CNNVD-202403-701,2024-03-07,2024-03-11,中危,其他,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress plugin Elite Booster for WooCommerce 7.1.7及之前版本存在安全漏洞，该漏洞源于缺少文件类型验证，容易受到任意文件上传攻击，攻击者可以通过上传任意文件导致远程代码执行。,CVE-2024-1986
Linux kernel 安全漏洞,CNNVD-202402-2434,2024-02-28,2024-03-11,中危,其他,Linux kernel是美国Linux基金会的开源操作系统Linux所使用的内核。 Linux kernel 存在安全漏洞，该漏洞源于切换入口刷新屏障时可能导致崩溃。,CVE-2021-46990
Mattermost 安全漏洞,CNNVD-202402-2733,2024-02-29,2024-03-11,中危,其他,Mattermost是美国Mattermost公司的一个开源协作平台。 Mattermost存在安全漏洞，该漏洞源于在获取公共频道的帖子时无法检查是否启用了合规性导出，允许非公共频道成员的用户获取帖子。,CVE-2024-1887
DedeCMS 安全漏洞,CNNVD-202402-2498,2024-02-28,2024-03-11,中危,其他,Desdev DedeCMS（织梦内容管理系统）是中国卓卓网络（Desdev）公司的一套基于PHP的开源内容管理系统（CMS）。该系统具有内容发布、内容管理、内容编辑和内容检索等功能。 DedeCMS v5.7.112版本存在安全漏洞，该漏洞源于在文件管理器中存在跨站点请求伪造(CSRF)。,CVE-2023-52047
Artica Proxy 安全漏洞,CNNVD-202403-419,2024-03-05,2024-03-11,超危,其他,Artica Proxy是西班牙Artica公司的一款开源的Artica代理解决方案。 Artica Proxy 存在安全漏洞，该漏洞源于启用 Rich Filemanager功能后，默认不需要身份验证，并以 root 用户身份运行。,CVE-2024-2055
D-Link GO-RT-AC750 安全漏洞,CNNVD-202403-281,2024-03-04,2024-03-11,中危,其他,D-Link GO-RT-AC750是中国友讯（D-Link）公司的一款无线双频简易路由器。 D-Link GO-RT-AC750 GORTAC750_A1_FW_v101b03版本存在安全漏洞，该漏洞源于dlapn.cgi、dldongle.cgi等组件中存在跨站脚本（XSS）漏洞。,CVE-2024-27684
OpenBSD 安全漏洞,CNNVD-202403-067,2024-03-01,2024-03-11,高危,其他,OpenBSD是加拿大OpenBSD项目组的一套跨平台的、基于BSD的类UNIX操作系统。 OpenBSD 7.4 errata 009之前版本存在安全漏洞，该漏洞源于pf(4) 数据包处理与数据包状态过期之间的竞争条件可能会导致内核恐慌。,CVE-2023-52556
Petrol Pump Mangement Software 跨站脚本漏洞,CNNVD-202403-073,2024-03-01,2024-03-11,中危,跨站脚本,Petrol Pump Mangement Software是Mayuri K.个人开发者的一款汽油泵管理软件。 Petrol Pump Mangement Software v.1.0版本存在跨站脚本漏洞，该漏洞源于允许攻击者通过 profile.php 组件中的 image参数使用精心设计的有效负载执行任意代码。,CVE-2024-27744
Pymatgen 安全漏洞,CNNVD-202402-1786,2024-02-21,2024-03-11,中危,其他,pymatgen是一个用于材料分析的开源 Python 库。 Pymatgen 2024.2.20之前版本存在安全漏洞，该漏洞源于不安全地利用eval()函数来处理输入，从而在解析不受信任的输入时能够执行任意代码。,CVE-2024-23346
SWFTools 安全漏洞,CNNVD-202403-395,2024-03-05,2024-03-11,中危,其他,SWFTools是Matthias Kramm个人开发者的一组用于处理 Adobe Flash 文件（SWF 文件）的实用程序。 SWFTools v0.9.2版本存在安全漏洞，该漏洞源于文件swftools/lib/modules/swfshape.c中的函数free_lines包含分段冲突。,CVE-2024-26333
Hitron Technologies CODA-4582 跨站脚本漏洞,CNNVD-202403-781,2024-03-09,2024-03-11,中危,跨站脚本,Hitron Technologies CODA-4582是中国仲琦科技（Hitron Technologies）公司的一款制解调器路由器。 Hitron Technologies CODA-4582 2AHKM-CODA4589 7.2.4.5.1b8版本存在跨站脚本漏洞，该漏洞源于 Device Location页面存在安全漏洞，允许 Wi-Fi 附近的远程攻击者进行跨站脚本攻击，获取远程资源。,CVE-2024-28089
Toyoko Inn 安全漏洞,CNNVD-202403-561,2024-03-06,2024-03-11,中危,其他,Toyoko Inn是日本Toyoko Inn公司的一款连锁酒店应用程序。 Toyoko Inn 存在安全漏洞，该漏洞源于。，容易受到不正确的服务器证书验证影响，可能允许攻击者进行中间人攻击以窃听加密通信。,CVE-2024-27440
Apple macOS Sonoma 安全漏洞,CNNVD-202403-646,2024-03-07,2024-03-11,中危,其他,Apple macOS Sonoma是美国苹果（Apple）公司的一个桌面操作系统。 Apple macOS Sonoma 14.4 版本存在安全漏洞，该漏洞源于恶意应用程序可能能够观察与可访问性通知相关的日志条目中的用户数据。,CVE-2024-23291
AiLux imx6 安全漏洞,CNNVD-202403-390,2024-03-05,2024-03-11,中危,其他,AiLux imx6是AiLux公司的一个计算模块。 AiLux imx6 bundle imx6_1.0.7-2之前版本存在安全漏洞，该漏洞源于使用硬编码凭据，允许未经身份验证的远程攻击者访问数据库和所有包含的数据。,CVE-2023-5456
Stupid Simple CMS 安全漏洞,CNNVD-202403-061,2024-03-01,2024-03-11,中危,其他,Stupid Simple CMS是codelyfe个人开发者的一个内容管理系统。 Stupid Simple CMS v1.2.4版本存在安全漏洞，该漏洞源于通过/update-article.php存在跨站请求伪造(CSRF)漏洞。,CVE-2024-27689
JFinal 跨站脚本漏洞,CNNVD-202302-272,2023-02-03,2024-03-11,中危,跨站脚本,JFinal是一款基于Java语言的WEB+ORM开源框架。 JFinal 5.1.0版本存在跨站脚本漏洞，该漏洞源于没有对用户输入进行过滤，导致跨站脚本。,CVE-2023-22975
swftools 安全漏洞,CNNVD-202403-394,2024-03-05,2024-03-11,中危,其他,SWFTools是Matthias Kramm个人开发者的一组用于处理 Adobe Flash 文件（SWF 文件）的实用程序。 SWFTools v0.9.2版本存在安全漏洞，该漏洞源于文件swftools/src/swfc-history.c中的函数state_free包含分段冲突。,CVE-2024-26335
Linux kernel 安全漏洞,CNNVD-202402-2195,2024-02-27,2024-03-11,高危,其他,Linux kernel是美国Linux基金会的开源操作系统Linux所使用的内核。 Linux kernel 存在安全漏洞，该漏洞源于存在内核结构可见性问题。,CVE-2021-46935
Apple macOS Sonoma 安全漏洞,CNNVD-202403-597,2024-03-07,2024-03-11,中危,其他,Apple macOS Sonoma是美国苹果（Apple）公司的一个桌面操作系统。 Apple macOS Sonoma 14.4 版本存在安全漏洞，该漏洞源于应用程序可能能够访问用户敏感数据。,CVE-2024-23279
Linux kernel 安全漏洞,CNNVD-202403-319,2024-03-04,2024-03-11,中危,其他,Linux kernel是美国Linux基金会的开源操作系统Linux所使用的内核。 Linux kernel存在安全漏洞，该漏洞源于tun_free_netdev 中存在双重释放。,CVE-2021-47082
Flask-AppBuilder 安全漏洞,CNNVD-202402-2552,2024-02-29,2024-03-11,中危,其他,Flask-AppBuilder是一个简单快速的应用程序开发框架。 Flask-AppBuilder 4.1.4至4.2.1之前版本存在安全漏洞，该漏洞源于OAuth登录页存在跨站脚本（XSS）漏洞。,CVE-2024-27083
WordPress Plugin Advanced iFrame 安全漏洞,CNNVD-202402-2534,2024-02-29,2024-03-11,中危,其他,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress Plugin Advanced iFrame 2024.1 版本及之前版本存在安全漏洞，该漏洞源于很容易通过插件的 advance_iframe 属性受到存储型跨站脚本攻击，因为该插件允许用户通过 extra_js 属性包含来自外部源的 JS 文件。,CVE-2024-1341
WordPress Plugin Page Page Builder: Pagelayer 安全漏洞,CNNVD-202402-1936,2024-02-23,2024-03-11,中危,其他,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress Plugin Page Page Builder: Pagelayer 1.8.2及之前版本存在安全漏洞，该漏洞源于Button Widget工具存在存储型跨站脚本（XSS）漏洞。,CVE-2024-1590
Secret-Coder-PHP-Project 跨站脚本漏洞,CNNVD-202403-681,2024-03-07,2024-03-11,超危,跨站脚本,Secret-Coder-PHP-Project是一个基于PHP的项目。 keerti1924 Secret-Coder-PHP-Project 1.0 版本存在跨站脚本漏洞，该漏洞源于组件Login Page的文件/login.php的参数emailcookie/passwordcookie存在跨站脚本（XSS）漏洞。,CVE-2024-2266
WordPress Plugin Featured Image from URL (FIFU) 安全漏洞,CNNVD-202402-2597,2024-02-29,2024-03-11,中危,其他,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress Plugin Featured Image from URL (FIFU) 4.6.2 版本及之前版本存在安全漏洞，该漏洞源于输入清理和输出转义不足，很容易通过 fifu_input_url 参数受到存储型跨站脚本攻击。,CVE-2024-1496
URL Pages 安全漏洞,CNNVD-202402-2081,2024-02-26,2024-03-11,高危,其他,URL Pages是Jacob Strieb个人开发者的一个应用程序，用于创建和查看完全存储在 URL 中的网页。 URL Pages commit 035b647之前版本存在安全漏洞，该漏洞源于存在基于DOM的跨站脚本(XSS)漏洞，允许攻击者通过发送特制的URL来执行任意Javascript。,CVE-2024-26468
Mozilla Firefox 安全漏洞,CNNVD-202402-1896,2024-02-22,2024-03-11,中危,其他,Mozilla Firefox是美国Mozilla基金会的一款开源Web浏览器。 Mozilla Firefox （IOS） 122之前版本存在安全漏洞，该漏洞源于当使用自定义 Firefox 方案和超时竞争条件打开外部 URL 时，攻击者利用该漏洞可能使用 JavaScript URI 在顶级源站点上执行未经授权的脚本。,CVE-2024-1563
Tenable Identity Exposure Secure Relay 安全漏洞,CNNVD-202402-1939,2024-02-23,2024-03-11,中危,其他,Tenable Identity Exposure Secure Relay是美国Tenable公司的一种使用传输层安全性 (TLS) 将 Active Directory 数据从网络传输到 Tenable Identity Exposure 的模式。 Tenable Identity Exposure Secure Relay 3.59.4之前版本存在安全漏洞，该漏洞源于存在DLL注入漏洞，攻击者可利用该漏洞通过修改TIE安全中继主机上的应用程序文件，从而覆盖配置和运行新的安全中继服务。,CVE-2024-1683
WordPress Plugin Prime Slider 安全漏洞,CNNVD-202403-627,2024-03-07,2024-03-11,中危,其他,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress Plugin Prime Slider 3.13.1 版本及之前版本存在安全漏洞，该漏洞源于输入清理和输出转义不足，很容易通过 Fiestar 小部件的“title_tags”属性受到存储跨站点脚本攻击。,CVE-2024-1506
AnythingLLM 安全漏洞,CNNVD-202402-2123,2024-02-26,2024-03-11,中危,其他,AnythingLLM是符合业务要求的文档聊天机器人。 AnythingLLM 存在安全漏洞，该漏洞源于 manager 权限的账户存在权限管理错误。,CVE-2024-0439
Apple macOS Sonoma 安全漏洞,CNNVD-202403-685,2024-03-07,2024-03-11,高危,其他,Apple macOS Sonoma是美国苹果（Apple）公司的一个桌面操作系统。 Apple macOS Sonoma 14.4 版本存在安全漏洞，该漏洞源于应用程序可能能够使用内核权限执行任意代码。,CVE-2024-23270
Tildeslash Monit 安全漏洞,CNNVD-202307-1526,2023-07-18,2024-03-11,高危,其他,Tildeslash Monit是挪威Tildeslash公司的一款用于管理和监控Unix和Linux系统的小型开源实用程序。 Tildeslash Monit 5.31.0之前版本存在安全漏洞，该漏洞源于允许远程攻击者由于不正确的PAM授权而获得升级的权限。,CVE-2022-26563
Plone 安全漏洞,CNNVD-202403-427,2024-03-05,2024-03-11,中危,其他,Plone是一套基于Zope应用服务器构建的开源内容管理系统（CMS）。 Plone v6.0.9版本存在安全漏洞，该漏洞源于访问控制不当，导致攻击者可以通过发送特制的请求来查看和列举网站上托管的所有文件。,CVE-2024-22889
AnythingLLM 代码问题漏洞,CNNVD-202402-2121,2024-02-26,2024-03-11,中危,代码问题,AnythingLLM是符合业务要求的文档聊天机器人。 AnythingLLM 存在代码问题漏洞，该漏洞源于存在服务器端请求伪造漏洞。通过该漏洞可以获取AWS服务器数据。,CVE-2024-0455
WonderCMS 安全漏洞,CNNVD-202403-415,2024-03-05,2024-03-11,中危,其他,WonderCMS是一套基于PHP的开源内容管理系统（CMS）。 WonderCMS v3.1.3版本存在安全漏洞，该漏洞源于getFileFromRepo函数存在服务器请求伪造（SSRF）漏洞。攻击者可利用该漏洞通过向pluginThemeUrl参数注入特制的URL，迫使应用程序执行任意请求。,CVE-2024-27563
Linux kernel 安全漏洞,CNNVD-202402-2425,2024-02-28,2024-03-11,中危,其他,Linux kernel是美国Linux基金会的开源操作系统Linux所使用的内核。 Linux kernel 存在安全漏洞，该漏洞源于在 sctp_sf_do_dupcook_a 中提前进行 asoc 更新。,CVE-2021-46999
SAMSUNG Mobile devices 安全漏洞,CNNVD-202403-350,2024-03-05,2024-03-11,中危,其他,SAMSUNG Mobile devices是韩国三星（SAMSUNG）公司的一系列的三星移动设备，包括手机、平板等。 SAMSUNG Mobile devices 存在安全漏洞，该漏洞源于 Samsung Account 模块存在权限不足处理不当。,CVE-2024-20841
Prism 路径遍历漏洞,CNNVD-202303-367,2023-03-06,2024-03-11,高危,路径遍历,Prism是美国Prism个人开发者的一个应用软件。是一种轻量级的，可扩展的语法突出显示工具。 Prism Launcher 6.1版本及之前版本存在路径遍历漏洞。攻击者利用该漏洞可以读取运行应用程序的服务器上的任意文件。,CVE-2023-25304
Linux kernel 安全漏洞,CNNVD-202403-316,2024-03-04,2024-03-11,中危,其他,Linux kernel是美国Linux基金会的开源操作系统Linux所使用的内核。 Linux kernel存在安全漏洞，该漏洞源于phonet/pep中存在安全问题。,CVE-2021-47086
Devolutions Server 安全漏洞,CNNVD-202403-437,2024-03-05,2024-03-11,中危,其他,Devolutions Server是加拿大Devolutions公司的一个应用系统。提供功能齐全的共享帐户和密码管理解决方案。 Devolutions Server 2023.3.14.0 及之前版本存在安全漏洞，该漏洞源于身份提供商身份验证流程中存在不正确会话管理，允许通过身份提供商进行身份验证的用户在其用户在身份提供商中被禁用或删除后仍能通过身份验证。,CVE-2024-1900
Linux kernel 安全漏洞,CNNVD-202402-2287,2024-02-27,2024-03-11,中危,其他,Linux kernel是美国Linux基金会的开源操作系统Linux所使用的内核。 Linux kernel 存在安全漏洞，该漏洞源于 TX 刷新完成处理中的 TX 队列查找。,CVE-2021-46949
Linux kernel 安全漏洞,CNNVD-202403-314,2024-03-04,2024-03-11,中危,其他,Linux kernel是美国Linux基金会的开源操作系统Linux所使用的内核。 Linux kernel存在安全漏洞，该漏洞源于mm/damon/dbgfs中存在安全问题，可能导致释放后重用。,CVE-2021-47088
PHPGURUKUL Zoo Management System 安全漏洞,CNNVD-202402-2512,2024-02-28,2024-03-11,中危,其他,PHPGurukul PHPGURUKUL Zoo Management System是美国PHPGurukul公司的一个动物园管理系统。 PHPGurukul Zoo Management System 1.0版本存在安全漏洞，攻击者可以通过edtid参数运行任意SQL命令。,CVE-2024-25351
WordPress Plugin Tutor LMS 安全漏洞,CNNVD-202402-2640,2024-02-29,2024-03-11,中危,其他,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress Plugin Tutor LMS 2.6.0 版本及之前版本存在安全漏洞，该漏洞源于容易受到 HTML 注入的攻击。,CVE-2024-1128
WordPress plugin Yet Another Related Posts Plugin 安全漏洞,CNNVD-202402-2663,2024-02-29,2024-03-11,中危,其他,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress plugin Yet Another Related Posts Plugin 5.30.9及之前版本存在安全漏洞，该漏洞源于输入清理和输出转义不足，容易受到存储型跨站脚本攻击。,CVE-2024-0602
Couchbase Server 安全漏洞,CNNVD-202402-2696,2024-02-29,2024-03-11,高危,其他,Couchbase Server是美国Couchbase公司的一款分布式的开源NoSQL（非关系型）数据库，它主要支持数据查询、全文检索和主动全局复制等功能。 Couchbase Server 7.2.4 版本之前存在安全漏洞，该漏洞源于 SQL++ cURL 对 /diag/eval 的调用没有得到充分的限制。,CVE-2023-49931
HelpDeskZ 跨站脚本漏洞,CNNVD-202403-110,2024-03-01,2024-03-11,中危,跨站脚本,HelpDeskZ是一个免费的基于 PHP 的软件，它允许您使用基于 Web 的支持票系统来管理您站点的支持。提供优质的支持。 HelpDeskZ 2.0.2及之前版本存在跨站脚本漏洞，该漏洞源于存在跨站脚本(XSS)漏洞，可能允许攻击者发送特制的JavaScript有效载荷控制浏览器会话。,CVE-2024-2078
WordPress Plugin Restaurant Reservations 跨站脚本漏洞,CNNVD-202402-883,2024-02-12,2024-03-11,中危,跨站脚本,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress Plugin Restaurant Reservations 存在跨站脚本漏洞，该漏洞源于在生成网页过程中对用户输入数据的不当中和。,CVE-2023-51403
Thinkst Canarytokens 安全漏洞,CNNVD-202403-560,2024-03-06,2024-03-11,中危,其他,Thinkst Canarytokens是一套网络活动跟踪系统。 Thinkst Canarytokens sha-c595a1f8之前版本存在安全漏洞，该漏洞源于容易受到CSV注入攻击。,CVE-2024-28111
Grafana 安全漏洞,CNNVD-202402-1249,2024-02-14,2024-03-11,中危,其他,Grafana是Grafana开源的一套提供可视化监控界面的开源监控工具。该工具主要用于监控和分析Graphite、InfluxDB和Prometheus等。 Grafana 存在安全漏洞，该漏洞源于JSON datasource 插件仪表板提供的路径参数清理不充分。,CVE-2023-5123
WordPress Theme Total 安全漏洞,CNNVD-202403-499,2024-03-06,2024-03-11,中危,其他,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress Theme Total 2.1.59及之前版本存在安全漏洞，该漏洞源于Total_order_sections（）函数缺少功能检查，导致存在未经授权的数据修改问题。,CVE-2024-1771
Linux kernel 安全漏洞,CNNVD-202402-2273,2024-02-27,2024-03-11,中危,其他,Linux kernel是美国Linux基金会的开源操作系统Linux所使用的内核。 Linux kernel 存在安全漏洞，该漏洞源于保留额外的IRQ向量。,CVE-2021-46964
WordPress Plugin Contact Form builder with drag & drop 安全漏洞,CNNVD-202402-2630,2024-02-29,2024-03-11,中危,其他,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress Plugin Contact Form builder with drag & drop 2.3.41 版本及之前版本存在安全漏洞，该漏洞源于多个 REST 端点的功能检查不一致，因此很容易通过 API 遭受未经授权的访问和修改数据。,CVE-2024-1218
Linux kernel 安全漏洞,CNNVD-202402-2771,2024-02-29,2024-03-11,中危,其他,Linux kernel是美国Linux基金会的开源操作系统Linux所使用的内核。 Linux kernel 存在安全漏洞，该漏洞源于内存释放后重用。,CVE-2021-47061
