Name,Vuln ID,Published,Modified,Severity,Vuln Type,Vuln Descript,CVE ID
Joomla!跨站请求伪造漏洞,CNNVD-200801-039,2008-01-03,2008-01-03,中危,跨站请求伪造,"Joomla!是一套在国外相当知名的内容管理系统 (Content Management System, CMS)。 Joomla!1.5 RC4之前的版本中存在多个跨站请求漏洞。远程攻击者借助未明向量来(1)增加一个超级管理员，(2)上传一个包含PHP代码的扩展名,以及(3)借助未明的向量以管理员的身份修改配置。",CVE-2007-6642
Atlassian JIRA 安装设置漏洞,CNNVD-200801-020,2008-01-03,2008-01-03,中危,授权问题,JIRA的安装程序在安装完成以后没有恰当地限制安装设置，这会使得远程攻击者能够改变默认语言。,CVE-2007-6619
Atlassian JIRA Enterprise Edition 安全漏洞,CNNVD-200801-480,2008-01-03,2008-01-03,中危,授权问题,Atlassian JIRA是澳大利亚Atlassian公司的一套缺陷跟踪管理系统。该系统主要用于对工作中各类问题、缺陷进行跟踪管理。JIRA Enterprise Edition是JIRA的企业版本。 Atlassian JIRA Enterprise Edition 3.12及之前版本中存在安全漏洞。远程攻击者可借助修改的过滤器ID利用该漏洞删除其他用户的共享过滤器。,CVE-2007-6618
Netembryo utils/url.c Url_init函数拒绝服务攻击漏洞,CNNVD-200801-013,2008-01-03,2008-01-03,中危,授权问题,"当被LScube Feng使用时，Netembryo 0.0.4下的utils/url.c中的Url_init功能使远程攻击者能够借助包含了一个""/:""序列的畸形的URL来引起拒绝服务攻击。",CVE-2007-6630
Xml2owl 'showCode.php'代码注入漏洞,CNNVD-200801-018,2008-01-03,2008-01-03,高危,代码注入,Xml2owl 0.1.1中的showCode.php脚本中存在代码注入漏洞。允许远程攻击者借助路径参数中的shell metacharacters来执行任意的命令。,CVE-2007-6632
LScube Feng RTSP_setup.c和parse_play_time_range 拒绝服务攻击漏洞,CNNVD-200801-017,2008-01-03,2008-01-03,中危,授权问题,LScube Feng 0.1.15以及更早的版本允许远程攻击者借助于(1)一个会导致RTSP_setup.c中parse_transport_header无解的畸形的Transport页眉或(2)一个会导致RTSP_Play中parse_play_time_range无解的畸形的Range页眉来引起拒绝服务攻击。,CVE-2007-6628
Creammonkey/GreaseKit 安全设置漏洞,CNNVD-200801-031,2008-01-03,2008-01-03,中危,授权问题,"从0.9到1.1版本的Creammonkey和从1.2到1.3版本的GreaseKit没有恰当地阻止危险功能，这允许远程攻击者通过以下几种方式查看并修改配置：(1)GM_addstlye,(2)GM_log,(3)GM_openInTab,(4)GM_setValue,(5)GM_getValue,(6)GM_xmlhttpRequest function。",CVE-2007-6640
Milliscripts 'dir.php'跨站脚本漏洞,CNNVD-200801-026,2008-01-03,2008-01-03,中危,跨站脚本,Milliscripts下的dir.php中存在跨站脚本漏洞。远程攻击者可以借助浏览操作中的cat参数来注入任意的Web脚本或HTML。,CVE-2007-6641
Joovili 'include/images.inc.php'目录遍历漏洞,CNNVD-200801-009,2008-01-03,2008-01-03,中危,路径遍历,"Joovili 2.x版本下的include/images.inc.php中存在目录遍历漏洞。远程攻击者可以通过图片参数中的""..""来读取任意文件。",CVE-2007-6620
RC4 Joomla com_poll组件跨站脚本漏洞,CNNVD-200801-027,2008-01-03,2008-01-03,中危,跨站脚本,"Joomla!是一套在国外相当知名的内容管理系统 (Content Management System, CMS)。 Joomla!的组件com_poll存在跨站脚本攻击漏洞。远程攻击者可以借助未明向量，注入任意的web脚本和HTML。",CVE-2007-6643
Appalachian State University phpWebSitephpWebSite 'index.php'跨站脚本漏洞,CNNVD-200801-029,2008-01-03,2008-09-05,中危,跨站脚本,PHPWebSite是一款网站内容管理系统(CMS)。 PHPWebSite的实现上存在输入验证漏洞，远程攻击者可能利用此漏洞在用户浏览器中执行恶意代码。 PHPWebSite的搜索模块没有正确地转义用户输入便在搜索结果页面中生成链接，这允许攻击者通过提交恶意搜索请求执行跨站脚本攻击。,CVE-2008-0092
Dovecot身份认证绕过漏洞,CNNVD-200801-033,2008-01-03,2009-04-08,低危,授权问题,"1.0.10版本之前的Dovecot，认证配置操作中包含使用了""%变量""，由于没有恰当地保持LDAP+auth缓存。这有可能允许远程授权用户以一个拥有相同密码的不同用户的身份进行登录。",CVE-2007-6598
Adobe Flash Player多个跨站脚本漏洞,CNNVD-200801-006,2008-01-03,2008-01-03,中危,跨站脚本,Flash Player是一款非常流行的FLASH播放器。 Flash Player 9.0.124.0之前版本存在跨站脚本漏洞，远程攻击者可以通过一个恶意SWF文件注入任意Web脚本和HTML代码。,CVE-2007-6637
ZeusCMS 'security.php' SQL脚本漏洞,CNNVD-200801-023,2008-01-03,2008-01-03,中危,SQL注入,ZeusCMS 0.3以及更早版本下的security.php中的SQL注入漏洞允许远程攻击者借助Referer HTTP页眉来执行任意的SQL。,CVE-2007-6622
FAQMasterFlexPlus 'aq.php' 跨站脚本漏洞,CNNVD-200801-019,2008-01-03,2008-01-03,中危,跨站脚本,"FAQMasterFlexPlus,可能是1.5或1.52中的多个跨站脚本漏洞。远程攻击者可以通过以下几种方式来注入任意的Web脚本或HTML：(1)对aq.php的cat-name参数以及未明的参数、(2)增加种类、(3)编辑种类、(4)删除种类、(5)增加faq、(6)编辑 faq、以及(7)删除faq的管理脚本。",CVE-2007-6633
FAQMasterFlexPlus 敏感信息泄露漏洞,CNNVD-200801-021,2008-01-03,2008-01-03,中危,加密问题,FAQMasterFlexPlus存在敏感信息泄露漏洞。在数据库中以明文的形式储存了管理员密码，攻击者可以通过未明的数据库连接而获得密码。,CVE-2007-6635
AGENCY4NET WEBFTP 'download2.php'目录遍历漏洞,CNNVD-200801-028,2008-01-03,2008-09-05,中危,路径遍历,"AGENCY4NET WEBFTP下的脚本download2.php存在目录遍历漏洞。远程攻击者可以通过文件参数中的""..""，读取和删除任意文件。",CVE-2008-0091
ZeusCMS 绝对路径遍历漏洞,CNNVD-200801-022,2008-01-03,2008-01-03,中危,路径遍历,ZeusCMS 0.3以及更早版本中的绝对路径遍历漏洞。远程攻击者可以借助方向参数中的一个全路径名，列出任意目录。,CVE-2007-6623
March Networks DVR3204 'scripts/logfiles.tar.gz' 敏感信息泄露漏洞,CNNVD-200801-012,2008-01-03,2008-01-03,中危,授权问题,March Networks DVR 3204在web根目录下存储敏感信息，而没经过充分的访问控制。这使得远程攻击者可以借助对scripts/logfiles.tar.gz的直接请求获得用户名、密码、设备名以及IP地址。,CVE-2007-6638
LScube Feng RTSP_lowlevel整数溢出漏洞,CNNVD-200801-008,2008-01-03,2008-01-03,中危,数字错误,LScube Feng 0.1.15版本以及更早版本下的RTSP_lowlevel中存在整数溢出漏洞。远程攻击者可以通过一个具有大量0xffff的RTP信息包来导致拒绝服务攻击，并且有可能执行任意代码。,CVE-2007-6627
LiveCart 多个跨站脚本漏洞,CNNVD-200801-030,2008-01-03,2008-01-03,中危,跨站脚本,LiveCart中存在多个跨站脚本漏洞。远程攻击者可以通过4种方式注入任意的Web脚本或HTML：(1)对用户的返回参数/取回密码，(2)对分类脚本的返回参数，(3)对命令脚本的返回参数，(4)对用户的邮箱参数/完成取回。,CVE-2007-6646
IPTBB 'index.php' SQL注入漏洞,CNNVD-200801-035,2008-01-03,2008-01-03,高危,SQL注入,IPTBB 0.5.4以及更早版本下的index.php中的SQL注入漏洞允许远程攻击者借助viewdir操作中的ID参数来执行任意的SQL命令。,CVE-2007-6639
Mantis'view.php'跨站脚本漏洞,CNNVD-200801-004,2008-01-03,2008-01-03,中危,跨站脚本,"Mantis是一个基于PHP技术的轻量级的开源缺陷跟踪系统，其功能与JIRA系统类似，都是以Web操作的形式提供项目管理及缺陷跟踪服务。在功能上可能没有JIRA那么专业，界面也没有JIRA漂亮，但在实用性上足以满足中小型项目的管理及跟踪。 MANTIS 1.1.0以前的版本中存在跨站脚本漏洞。允许远程攻击者可以通过""bug_report.php""脚本的一个文件名，注入任意的Web脚本或HTML。",CVE-2007-6611
DirHandler Mongrel 目录遍历漏洞,CNNVD-200801-005,2008-01-03,2008-01-03,中危,路径遍历,DirHandler Mongrel 1.0.4和1.1.x的1.1.3之前的版本中存在目录遍历漏洞。远程攻击者可以通过一个包含双编码序列的HTTP请求来读取任意文件。,CVE-2007-6612
PNPHPBB2 'printview.php' 目录遍历漏洞,CNNVD-200801-014,2008-01-03,2008-01-03,中危,路径遍历,"PNPHPBB2 1.2i以及更早版本中的软件中的脚本printview.php中存在目录遍历漏洞。远程攻击者可以借助PHPEx参数中的""..""来运行任意的本地文件。",CVE-2007-6624
Bitflu StorageFarabDb模块未明漏洞,CNNVD-200801-025,2008-01-03,2008-01-03,中危,授权问题,Bitflu下的StorageFarabDb module中存在未明漏洞。远程攻击者可以通过一个特制的文件来制造或添加数据到任意的文件。,CVE-2007-6636
Joovili 'joovili.images.php'目录遍历漏洞,CNNVD-200801-010,2008-01-03,2008-01-03,中危,路径遍历,"Joovili3.0.0版本到3.0.6版本下的joovili.images.php中存在目录遍历漏洞。远程攻击者可以通过图片参数中的""..""来读取任意文件。",CVE-2007-6621
Joomla! 远程管理员权限设置漏洞,CNNVD-200801-038,2008-01-03,2008-01-03,中危,授权问题,"Joomla!是一套在国外相当知名的内容管理系统 (Content Management System, CMS)。 Joomla!1.5 RC4以前的版本允许远程验证管理员将任意用户加入管理员行列，这与设想的安全模型相违背。",CVE-2007-6644
Mihalism Multi Forum Host 'source/includes/load_forum.php' 代码注入漏洞,CNNVD-200801-049,2008-01-04,2008-01-04,高危,代码注入,Mihalism Multi Forum Host 中的脚本source/includes/load_forum.php中存在PHP远程文件包含漏洞。远程攻击者可以借助mfh_root_path参数中的一个URI来执行任意的PHP代码。,CVE-2007-6657
CutePHP CuteNews 'file.php'目录遍历漏洞,CNNVD-200801-051,2008-01-04,2008-01-04,中危,路径遍历,"Cutenews是一款功能强大的新闻管理系统，使用二维表格式文本文件存储数据。 CuteNews的脚本file.php中存在目录遍历漏洞。远程攻击者可以借助文件参数中的""..""来读取任意的文件。比如在data/users.db.php中读取管理员用户名和密码。",CVE-2007-6662
Pragmatic Utopia PU Arcade 'index.php' SQL注入漏洞,CNNVD-200801-052,2008-01-04,2008-01-07,高危,SQL注入,"Joomla!是一套在国外相当知名的内容管理系统 (Content Management System, CMS)。 Joomla!Pragmatic Utopia PU Arcade (com_puarcade)的脚本index.php中存在SQL注入漏洞。远程攻击者攻击者可以借助fid参数，执行任意的SQL命令。",CVE-2007-6663
Bitweaver R2 CMS 'fisheye/upload.php' 权限许可和访问控制漏洞,CNNVD-200801-050,2008-01-04,2008-01-04,中危,授权问题,Bitweaver R2 CMS版本下的脚本fisheye/upload.php中存在任意文件文件上传漏洞。远程攻击者可以以image/gif content的方式以及可能其他图像和PDF的方式上传任意文件。比如可以上传htaccess文件。,CVE-2007-6650
SanyBee Gallery 'index.php' 目录遍历漏洞,CNNVD-200801-058,2008-01-04,2008-01-04,中危,路径遍历,SanyBee Gallery 的脚本index.php存在目录遍历漏洞。远程攻击者可以通过目录遍历序列的P参数，执行任意本地文件。,CVE-2007-6648
MyPHP Forum 'faq.php'和 'member.php' 多个SQL注入漏洞,CNNVD-200801-041,2008-01-04,2008-01-07,高危,SQL注入,"MyPHP Forum是一个易于架设并且易于使用基于MySQL与PHP的论坛。它适合于那些需要一个简洁，高效的论坛但没有其它论坛通常所带的一些""臃肿""功能的中小网站。 MyPHP Forum 的脚本faq.php中存在SQL注入漏洞。远程攻击者可以借助ID参数，执行任意的SQL命令。",CVE-2007-6667
Netchemia oneSCHOOL 'login.asp' SQL注入漏洞,CNNVD-200801-045,2008-01-04,2008-01-07,高危,SQL注入,Netchemia oneSCHOOL的脚本admin/login.asp中存在SQL注入漏洞。远程攻击者可以借助txtLoginID参数，执行任意的SQL命令。,CVE-2007-6665
XCMS 'ceip.php' 代码注入漏洞,CNNVD-200801-048,2008-01-04,2008-01-04,高危,代码注入,XCMS 1.83以及更早的版本中的ceip.php脚本可以在不退出的情况下发送一个重定向请求给Web浏览器，这使得远程攻击者可以通过testo_0参数实施定向状态代码注入攻击并且执行任意代码，管理并操作index.php这使得dati/generali/footer.dtb可以被写入(我们通常知道，这是一个XCMS 页脚)。,CVE-2007-6652
Macrovision InstallShield Update Service 'isusweb.dll' 远程缓冲区溢出漏洞,CNNVD-200801-057,2008-01-04,2008-01-04,超危,授权问题,Macrovision InstallShield Update Service Web Agent 5.1.100.47363里的ActiveX控件存在缓冲区溢出漏洞。远程攻击者可以通过利用ProductCod变量来修改任意代码。,CVE-2007-6654
WebPortal CMS 'index.php' SQL注入漏洞,CNNVD-200801-042,2008-01-04,2008-01-07,高危,SQL注入,WebPortal CMS 0.6.0以及更早版本下的index.php中的SQL注入漏洞允许远程攻击者借助M参数来执行任意的SQL命令。,CVE-2007-6664
CMS Made Simple TinyMCE模块SQL注入漏洞,CNNVD-200801-044,2008-01-04,2008-01-04,高危,SQL注入,CMS Made Simple是一个易于使用的内容管理系统用于具有简单、稳定内容的网站。使用PHP，MySQL和Smarty模板引擎开发。它具有：基于角色的权限管理系统，智能缓存机制(只有当需要时才会从数据库获取)，基于向导的安装与更新机制，对系统资源占用少，还包含文件管理，新闻发布和RSS模块等。 CMS Made Simple 的TinyMCE 模块存在SQL注入漏洞。远程攻击者可以借助templateid参数，执行任意的SQL命令。,CVE-2007-6656
2z Project 多个输入验证漏洞,CNNVD-200801-040,2008-01-04,2008-01-04,中危,授权问题,2z project 0.9.6.1允许远程攻击者修改密码而无须提供旧密码。,CVE-2007-6661
Kontakt Formular 'includes/function.php' 代码注入漏洞,CNNVD-200801-043,2008-01-04,2008-01-04,高危,代码注入,Kontakt Formular 1.4版本下的脚本includes/function.php中存在PHP远程文件包含漏洞。远程攻击者可以借助root_path参数中的一个URL，执行任意的PHP代码。,CVE-2007-6655
MatPo Bilder Galerie 'includes/tumbnail.php' 代码注入漏洞,CNNVD-200801-053,2008-01-04,2008-01-04,高危,代码注入,MatPo Bilder Galerie 1.1版本下的includes/tumbnail.php中的PHP远程文件包含漏洞允许远程攻击者借助config[root_ordner]参数中的一个URI来执行任意的PHP代码。,CVE-2007-6649
Mihalism Multi Host 'download.php' 目录遍历漏洞,CNNVD-200801-054,2008-01-04,2008-01-04,中危,路径遍历,"Mihalism Multi Host 2.0.7下的脚本download.php中存在目录遍历漏洞。远程攻击者可以借助文件参数中的""..""，读取任意文件。",CVE-2007-6653
Bitweaver R2 CMS 'wiki/edit.php' 目录遍历漏洞,CNNVD-200801-055,2008-01-04,2008-01-04,中危,路径遍历,"Bitweaver R2 CMS下的脚本wiki/edit.php存在目录遍历漏洞。远程攻击者可以借助suck_url参数中的""..""来获取敏感信息。",CVE-2007-6651
CustomCMS 'admin.php/vars.php'SQL注入漏洞,CNNVD-200801-047,2008-01-04,2009-01-23,高危,SQL注入,CustomCMS (CCMS) 3.1 Demo版本下的admin.php/vars.php中的SQL注入漏洞允许远程攻击者借助控制页中的P参数来执行任意的SQL命令。,CVE-2007-6658
Zenphoto 'rss.php'SQL注入漏洞,CNNVD-200801-059,2008-01-04,2008-01-07,高危,SQL注入,Zenphoto 1.1到1.1.3版本 'rss.php'脚本SQL注入漏洞使得远程攻击者可以通过albumnr参数执行任意SQL代码。,CVE-2007-6666
2z Project 多个输入验证漏洞,CNNVD-200801-046,2008-01-04,2008-01-04,中危,信息泄露,2z project 0.9.6.1允许远程攻击者通过两种方式获得敏感信息：(1)借助向具有无效模板的index.php的请求； (2)借助向具有某年和某月参数的默认的URL的请求。而后者会以各种错误信息显示路径。,CVE-2007-6660
2z Project 多个跨站脚本漏洞,CNNVD-200801-056,2008-01-04,2008-01-04,中危,跨站脚本,2z project存在多个跨站脚本漏洞。远程攻击者可以借助多个方式，注入任意Web脚本或者HTML代码。这些方式包含：(1) contentshort(2)contentfull中默认的URI；(3)2z/admin.php中content参数的一个写于操作(4)通过index.php的templates/default/usermenu.tpl参数提交；(5) newavatar(6)2z中策略设置中新图像参数的缺省URI。,CVE-2007-6659
PostgreSQL TCL 拒绝服务漏洞,CNNVD-201301-221,2008-01-07,2013-01-16,中危,数字错误,PostgreSQL是PostgreSQL开发组所研发的一套自由的对象关系型数据库管理系统。该系统支持大部分SQL标准并且提供了许多其他特性，例如外键、触发器、视图等。 使用在PostgreSQL 8.2.6之前的8.2版本，8.1.11之前的8.1版本，8.0.15之前的8.0版本，7.4.19之前的7.4版本中的TCL 8.4.17之前版本中的正则表达式解析器中存在漏洞。通过越界backref数目，远程认证攻击者利用该漏洞导致拒绝服务（后端崩溃）。,CVE-2007-4769
MyPHP Forum SQL注入漏洞,CNNVD-200801-061,2008-01-07,2008-09-05,高危,SQL注入,"MyPHP Forum是一个易于架设并且易于使用基于MySQL与PHP的论坛。它适合于那些需要一个简洁，高效的论坛但没有其它论坛通常所带的一些""臃肿""功能的中小网站。 MyPHP Forum中存在多个SQL注入漏洞。远程攻击者可以利用搜索文件中的参数，执行search.php和未指向量中的任意SQL命令。",CVE-2008-0099
MySpace Content Zone 'uploadgames.php' 任意文件上传漏洞,CNNVD-200801-072,2008-01-07,2008-01-08,中危,授权问题,在MySpace Content Zone (MCZ) 3.x中的admin/uploadgames.php不要求管理权限，这会允许远程攻击者无限制上传文件，例如(１)a .php文件(２)a .php%00.jpeg文件。,CVE-2007-6668
PostgreSQL 算法复杂漏洞,CNNVD-201301-225,2008-01-07,2013-01-16,中危,数字错误,PostgreSQL是PostgreSQL开发组所研发的一套自由的对象关系型数据库管理系统。该系统支持大部分SQL标准并且提供了许多其他特性，例如外键、触发器、视图等。 使用在PostgreSQL 8.2.6之前的8.2版本，8.1.11之前的8.1版本，8.0.15之前的8.0版本，7.4.19之前的7.4版本中的TCL 8.4.17之前版本中的正则表达式解析器中存在算法复杂漏洞。通过带有双重嵌套状态特制的‘复杂’正则表达式，远程认证攻击者利用该漏洞导致拒绝服务（内存消耗）。,CVE-2007-6067
White_Dune 'DuneApp.cpp'格式字符串漏洞,CNNVD-200801-067,2008-01-07,2008-10-11,中危,授权问题,White_Dune是VRML97文件的开源编辑器和查看器。 White_Dune中的DuneApp.cpp的swDebugf功能在实现上存在格式化字符串漏洞。远程攻击者可能利用此漏洞控制用户系统。,CVE-2008-0101
PostgreSQL TCL 拒绝服务漏洞,CNNVD-201301-222,2008-01-07,2019-10-17,中危,资源管理错误,PostgreSQL是PostgreSQL开发组所研发的一套自由的对象关系型数据库管理系统。该系统支持大部分SQL标准并且提供了许多其他特性，例如外键、触发器、视图等。 使用在PostgreSQL 8.2.6之前的8.2版本，8.1.11之前的8.1版本，8.0.15之前的8.0版本，7.4.19之前的7.4版本中的TCL 8.4.17之前版版本中的正则表达式解析器中存在漏洞。通过特制的正则表达式，上下文相关的攻击者利用该漏洞导致拒绝服务（无限循环）。,CVE-2007-4772
eTicket 'newticket.php' 多个跨站脚本攻击漏洞,CNNVD-200801-064,2008-01-07,2008-09-05,中危,跨站脚本,eTicket中的脚本newticket.php存在多个跨站脚本攻击漏洞。远程攻击者可以经由(１)名字和(２)主题参数，注入任意web脚本或HTML。,CVE-2008-0093
georgia_softworks ssh2 server 格式字符串漏洞,CNNVD-200801-068,2008-01-07,2008-09-05,高危,授权问题,Georgia SoftWorks SSH2 Server (GSW_SSHD) 7.01.0003 及其早期版本的日志功能在实现上存在格式化字符串漏洞。远程攻击者经由用户域名中的格式化字符串清单来执行任意代码，例如某种LoginPassword信息。,CVE-2008-0097
MODx 多个目录遍历漏洞,CNNVD-200801-060,2008-01-07,2008-10-11,中危,路径遍历,MODx Content Management System 0.9.6.1中存在多个目录遍历漏洞。远程攻击者可以利用(1)通过语言参数中的..(dot dot) 包含和执行任意本地文件并通过index-ajax.php到达assets/snippets/AjaxSearch/AjaxSearch.php；也可以利用(2)文件参数中的..(dot dot)来阅读assets/js/htcmime.php中的任意本地文件。,CVE-2008-0094
PostgreSQL 特权获取漏洞,CNNVD-201301-223,2008-01-07,2013-01-16,中危,授权问题,PostgreSQL是PostgreSQL开发组所研发的一套自由的对象关系型数据库管理系统。该系统支持大部分SQL标准并且提供了许多其他特性，例如外键、触发器、视图等。 PostgreSQL 8.2.6之前的8.2版本，8.1.11之前的8.1版本，8.0.15之前的8.0版本，7.4.19之前的7.4版本，7.3.21之前的7.3版本中存在漏洞，该漏洞源于指数函数中的(1)VACUUM和(2)ANALYZE操作和支持指数函数中的(3)SET ROLE和(4)SET SESSION AUTHORIZATION使用超级用户权限，而不是表的所有者权限。远程认证攻击者利用该漏洞获得特权。,CVE-2007-6600
georgia_softworks ssh2_server 缓冲区溢出漏洞,CNNVD-200801-063,2008-01-07,2008-09-05,高危,授权问题,Georgia SoftWorks SSH2 Server (GSW_SSHD) 7.01.0003 及其早期版本中存在多个缓冲区溢出漏洞。远程攻击者可以利用(１)一个长得可以使计程功能溢出的用户名；(２)一个很长的密码，执行任意代码。,CVE-2008-0096
PHPCredo PHCDownload 'search.php' SQL注入漏洞,CNNVD-200801-066,2008-01-07,2008-01-08,高危,SQL注入,在PHCDownload 1.1.0的脚本search.php存在SQL注入漏洞。远程攻击者可以借助经由String参数，执行任意SQL命令。,CVE-2007-6670
Asterisk SIP channel驱动远程拒绝服务漏洞,CNNVD-200801-069,2008-01-07,2008-10-11,中危,资源管理错误,Asterisk是一款PBX系统软件，支持SIP、IAX、H323协议。 Asterisk处理带有畸形数据的请求时存在漏洞，远程攻击者可能利用此漏洞导致设备不可用。 当Asterisk试图以Also方式传输BYE消息时，由于将数据拷贝到了空指针，因此系统会立即崩溃。如果要利用这个漏洞，攻击者必须首先已经建立了对话。,CVE-2008-0095
White_Dune 'Scene.cpp'栈缓冲区溢出漏洞,CNNVD-200801-062,2008-01-07,2008-10-11,中危,授权问题,"White_Dune是VRML97文件的开源编辑器和查看器。 White_Dune的实现上存在多个安全漏洞，远程攻击者可能利用此漏洞控制用户系统。 ----------------------------------- Scene::errorf缓冲区溢出 ----------------------------------- 用于创建解析WRL文件中所出现问题的错误消息的函数中存在缓冲区溢出漏洞。以下是Scene.cpp文件中的漏洞代码： void Scene::errorf(const char *fmt, ...) { va_list ap; char buf[1024], buf2[1024]; const char *url = """"; va_start(ap, fmt); vsprintf(buf, fmt, ap); if (TheApp->getImportURL() != NULL) url = TheApp->getImportURL(); mysnprintf(buf2, 1024, ""%s %d: %s"", url, lineno, buf); _compileErrors += buf2; } ------------------------------",CVE-2008-0100
PostgreSQL DBLink模块权限提升漏洞,CNNVD-201301-224,2008-01-07,2023-01-19,中危,授权问题,PostgreSQL是PostgreSQL开发组所研发的一套自由的对象关系型数据库管理系统。该系统支持大部分SQL标准并且提供了许多其他特性，例如外键、触发器、视图等。 PostgreSQL 8.2.6之前的8.2版本，8.1.11之前的8.1版本，8.0.15之前的8.0版本，7.4.19之前的7.4版本，7.3.21之前的7.3版本中的DBLink模块中存在漏洞。通过未明向量，当本地信任或身份认证使用时，远程攻击者利用该漏洞获得特权。,CVE-2007-6601
RealPlayer 11 build 缓冲区溢出漏洞,CNNVD-200801-065,2008-01-07,2008-09-05,中危,授权问题,RealPlayer是一个RealNetworks开发的跨平台的播放器软件。 RealPlayer 11 build 6.0.14.748中存在缓冲区溢出漏洞。远程攻击者可以借助未知名向量，执行任意代码。,CVE-2008-0098
SynCE vdccm守护程序远程命令注入漏洞,CNNVD-200803-031,2008-01-07,2008-09-05,高危,代码注入,"SynCE是一个开源软件包，允许UNIX用户将计算机同步到基于Windows Mobile和Windows CE的设备上。 SynCE软件包处理用户请求时存在漏洞，远程攻击者可能利用此漏洞在服务器执行任意命令。 SynCE软件包所安装的vdccm守护程序在5679端口上监听Windows CE设备的入站连接，而所连接设备的名称可能会导致命令注入。以下是src/utils.cpp文件的Utils::runScripts函数中的漏洞代码： string command = string(path) + """" + action + """" + deviceName; system(command.c_str()); 其中字符串变量deviceName的名称是攻击者可控的。如果远程攻击者提交了恶意请求的话，就可能导致以vdccm守护程序的权限执行任意命令。",CVE-2008-1136
