Name,Vuln ID,Published,Modified,Severity,Vuln Type,Vuln Descript,CVE ID
springboot-manager 安全漏洞,CNNVD-202402-041,2024-02-01,2024-02-05,超危,其他,springboot-manager是中国liwenbin个人开发者的一个基于SpringBoot + Thymeleaf + Layui + Apache Shiro + Redis + Mybatis Plus的后台管理系统。 springboot-manager v1.6版本存在安全漏洞，该漏洞源于系统不会过滤上传文件的后缀。,CVE-2024-24059
WordPress plugin WP Review Slider 跨站脚本漏洞,CNNVD-202402-051,2024-02-01,2024-02-07,中危,跨站脚本,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress plugin WP Review Slider 存在跨站脚本漏洞。攻击者利用该漏洞可以将恶意脚本注入网站。,CVE-2023-51685
EyouCms 安全漏洞,CNNVD-202402-064,2024-02-01,2024-02-05,中危,其他,赞赞网络科技 EyouCms（易优CMS）是中国赞赞网络科技公司的一套基于ThinkPHP的开源内容管理系统（CMS）。 EyouCms v.1.6.5版本存在安全漏洞，该漏洞源于存在跨站脚本漏洞，允许远程攻击者通过精心设计的URL运行任意代码。,CVE-2024-23034
EyouCms 安全漏洞,CNNVD-202402-077,2024-02-01,2024-02-06,中危,其他,赞赞网络科技 EyouCms（易优CMS）是中国赞赞网络科技公司的一套基于ThinkPHP的开源内容管理系统（CMS）。 EyouCms v.1.6.5版本存在安全漏洞，该漏洞源于存在跨站脚本漏洞，允许远程攻击者通过精心设计的URL运行任意代码。,CVE-2024-23033
IBM QRadar SOAR Plug-in 安全漏洞,CNNVD-202402-004,2024-02-01,2024-02-05,中危,其他,IBM QRadar SOAR Plug-in是美国国际商业机器（IBM）公司的用于在IBM Security QRadar SIEM 和 QRadar SOAR 之间提供双向信息传输的工具。 IBM QRadar SOAR Plug-in 1.0版本至5.0.3版本存在安全漏洞，该漏洞源于允许经过身份验证的用户操作写入日志文件的输出。,CVE-2023-38020
Payment EX 安全漏洞,CNNVD-202402-005,2024-02-01,2024-02-05,高危,其他,Payment EX是日本SimpleSite个人开发者的一个购买者PayPal支付系列专用网站。 Payment EX 1.1.5b版本及之前版本存在安全漏洞。攻击者利用该漏洞可以获取用户的信息。,CVE-2024-24548
WordPress plugin SlickNav Mobile Menu 跨站脚本漏洞,CNNVD-202402-035,2024-02-01,2024-02-05,中危,跨站脚本,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress plugin SlickNav Mobile Menu 存在跨站脚本漏洞。攻击者利用该漏洞可以将恶意脚本注入网站。,CVE-2023-51548
WordPress plugin Icegram Engage 跨站脚本漏洞,CNNVD-202402-074,2024-02-01,2024-02-29,中危,跨站脚本,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress plugin Icegram Engage 存在跨站脚本漏洞。攻击者利用该漏洞可以将恶意脚本注入网站。,CVE-2023-51532
springboot-manager 安全漏洞,CNNVD-202402-062,2024-02-01,2024-02-05,中危,其他,springboot-manager是中国liwenbin个人开发者的一个基于SpringBoot + Thymeleaf + Layui + Apache Shiro + Redis + Mybatis Plus的后台管理系统。 springboot-manager v1.6版本存在安全漏洞，该漏洞源于容易通过/sys/user受到跨站脚本攻击。,CVE-2024-24060
Crafatar 路径遍历漏洞,CNNVD-202402-055,2024-02-01,2024-02-04,高危,路径遍历,Crafatar是Crafatar公司的一个应用程序，提供基于皮肤的 Minecraft 头像，供外部应用程序使用。 Crafatar 2.1.5之前版本存在路径遍历漏洞，该漏洞源于在默认情况下，容器内的所有文件可以在存储库中找到，并且不是机密的。,CVE-2024-24756
Discourse 信息泄露漏洞,CNNVD-202402-072,2024-02-01,2024-02-19,中危,信息泄露,Discourse是一套开源的社区讨论平台。该平台包括社区、电子邮件和聊天室等功能。 Discourse discourse-group-membership-ip-block存在信息泄露漏洞，该漏洞源于将所有组自定义字段发送到客户端，包括来自其他插件的组自定义字段。,CVE-2024-24755
WordPress plugin Posts to Page 跨站脚本漏洞,CNNVD-202402-007,2024-02-01,2024-02-07,中危,跨站脚本,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress plugin Posts to Page 存在跨站脚本漏洞。攻击者利用该漏洞可以将恶意脚本注入网站。,CVE-2023-52195
WordPress plugin WP Booking Calendar 跨站脚本漏洞,CNNVD-202402-023,2024-02-01,2024-02-07,中危,跨站脚本,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress plugin WP Booking Calendar 存在跨站脚本漏洞。攻击者利用该漏洞可以将恶意脚本注入网站。,CVE-2023-51520
WordPress plugin CBX Bookmark & Favorite 跨站脚本漏洞,CNNVD-202402-019,2024-02-01,2024-02-07,中危,跨站脚本,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress plugin CBX Bookmark & Favorite 存在跨站脚本漏洞。攻击者利用该漏洞可以将恶意脚本注入网站。,CVE-2023-51514
Fronius Datalogger Web 安全漏洞,CNNVD-202402-018,2024-02-01,2024-02-19,超危,其他,Fronius Datalogger Web是Fronius公司的适用于各种应用的集成 WLAN 数据记录器。 Fronius Datalogger Web v.2.0.5-4版本存在安全漏洞，该漏洞源于允许远程攻击者通过精心设计的请求获取敏感信息。,CVE-2023-37621
EyouCms 跨站脚本漏洞,CNNVD-202402-073,2024-02-01,2024-02-05,中危,跨站脚本,赞赞网络科技 EyouCms（易优CMS）是中国赞赞网络科技公司的一套基于ThinkPHP的开源内容管理系统（CMS）。 EyouCms v.1.6.5版本存在跨站脚本漏洞，该漏洞源于numr参数中存在跨站脚本漏洞，允许远程攻击者通过精心设计的 URL 运行任意代码。,CVE-2024-23032
Livewire 跨站请求伪造漏洞,CNNVD-202402-022,2024-02-01,2024-02-20,高危,跨站请求伪造,Livewire是Laravel 的全栈框架，允许您在不离开 PHP 的情况下构建动态 UI 组件。 Livewire v3.0.4之前版本存在跨站请求伪造漏洞，该漏洞源于允许远程攻击者通过getCsrfToken函数执行任意代码。,CVE-2024-22859
Gessler GmbH WEB-MASTER 安全漏洞,CNNVD-202402-042,2024-02-01,2024-02-05,中危,其他,Gessler GmbH WEB-MASTER是德国Gessler GmbH公司的一款应急照明管理系统。 Gessler GmbH WEB-MASTER 7.9版本存在安全漏洞，该漏洞源于用户帐户使用弱哈希算法存储，攻击者可以通过破坏设备上存储的哈希值来恢复密码。,CVE-2024-1040
WordPress plugin Easy Digital Downloads 跨站脚本漏洞,CNNVD-202402-032,2024-02-01,2024-02-07,中危,跨站脚本,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress plugin Easy Digital Downloads 存在跨站脚本漏洞。攻击者利用该漏洞可以将恶意脚本注入网站。,CVE-2023-51684
IBM QRadar SOAR Plug-in 访问控制错误漏洞,CNNVD-202402-003,2024-02-01,2024-02-05,中危,授权问题,IBM QRadar SOAR Plug-in是美国国际商业机器（IBM）公司的用于在IBM Security QRadar SIEM 和 QRadar SOAR 之间提供双向信息传输的工具。 IBM QRadar SOAR Plug-in 1.0版本至5.0.3版本存在访问控制错误漏洞，该漏洞源于访问控制不当，可能允许经过身份验证的用户执行未经授权的操作。,CVE-2023-38263
WordPress plugin Auto Amazon Links 跨站脚本漏洞,CNNVD-202402-016,2024-02-01,2024-02-07,中危,跨站脚本,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress plugin Auto Amazon Links 存在跨站脚本漏洞。攻击者利用该漏洞可以将恶意脚本注入网站。,CVE-2023-52175
IBM PowerSC 加密问题漏洞,CNNVD-202402-059,2024-02-01,2024-02-04,中危,加密问题,IBM PowerSC是美国国际商业机器（IBM）公司的一款用于IBM Power Systems服务器的安全和合规性解决方案。 IBM PowerSC 1.3版本、2.0版本、2.1版本存在加密问题漏洞，该漏洞源于使用比预期弱的加密算法。攻击者利用该漏洞可以解密高度敏感的信息。,CVE-2023-50939
WordPress plugin Shortcodes Finder 跨站脚本漏洞,CNNVD-202402-011,2024-02-01,2024-02-04,中危,跨站脚本,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress plugin Shortcodes Finder 存在跨站脚本漏洞。攻击者利用该漏洞可以将恶意脚本注入网站。,CVE-2024-21750
Dell PowerScale OneFS 访问控制错误漏洞,CNNVD-202402-006,2024-02-01,2024-02-04,高危,授权问题,Dell PowerScale OneFS是美国戴尔（Dell）公司的一个操作系统。提供横向扩展NAS的PowerScale OneFS操作系统。 Dell PowerScale OneFS 9.0.0.x版本至9.6.0.x版本存在安全漏洞，该漏洞源于包含缺少关键功能验证的漏洞，本地低权限恶意用户可能会利用此漏洞来获得更高的访问权限。,CVE-2024-22449
WordPress plugin Easy Video Player 跨站脚本漏洞,CNNVD-202402-030,2024-02-01,2024-02-07,中危,跨站脚本,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress plugin Easy Video Player 存在跨站脚本漏洞。攻击者利用该漏洞可以将恶意脚本注入网站。,CVE-2023-51689
Gessler GmbH WEB-MASTER 安全漏洞,CNNVD-202402-054,2024-02-01,2024-02-05,超危,其他,Gessler GmbH WEB-MASTER是德国Gessler GmbH公司的一款应急照明管理系统。 Gessler GmbH WEB-MASTER 7.9版本存在安全漏洞，该漏洞源于使用弱硬编码凭据恢复帐户，攻击者利用该漏洞可能会控制设备的Web管理。,CVE-2024-1039
Dassault Systèmes DELMIA Apriso 日志信息泄露漏洞,CNNVD-202402-040,2024-02-01,2024-02-20,高危,日志信息泄露,Dassault Systèmes DELMIA Apriso是法国达索系统（Dassault Systèmes）公司的一款数字化企业的互动制造应用软件。 Dassault Systèmes DELMIA Apriso 2019版本至2024版本存在日志信息泄露漏洞，该漏洞源于存在敏感信息泄露漏洞。,CVE-2024-0935
Objectplanet Opinio 安全漏洞,CNNVD-202402-076,2024-02-01,2024-02-19,高危,其他,ObjectPlanet Opinio是挪威ObjectPlanet公司的一个在线调查系统。 Objectplanet Opinio 7.22及之前版本存在安全漏洞，该漏洞源于本使用加密弱伪随机数生成器 (PRNG) 与可预测的种子，可能会导致应用程序上任何未经身份验证的帐户被接管。,CVE-2023-4472
SEW-EURODRIVE MOVITOOLS MotionStudio 代码问题漏洞,CNNVD-202402-050,2024-02-01,2024-02-18,高危,代码问题,SEW-EURODRIVE MOVITOOLS MotionStudio是德国赛威传动（SEW-EURODRIVE）公司的一款工程软件。 SEW-EURODRIVE MOVITOOLS MotionStudio 6.5.0.2版本存在安全漏洞，该漏洞源于处理XML信息时可能会出现不受限制的文件访问。,CVE-2024-1167
Travel Journal 跨站脚本漏洞,CNNVD-202402-063,2024-02-01,2024-02-19,高危,跨站脚本,Travel Journal是rems个人开发者的一个旅行日记。 Travel Journal v1.0版本存在跨站脚本漏洞，该漏洞源于允许攻击者将精心设计的有效负载注入到/travel-journal/write 的Share Your Moments参数中来执行任意 Web 脚本或 HTML。,CVE-2024-24945
ConnectWise Control 安全漏洞,CNNVD-202402-079,2024-02-01,2024-02-19,中危,其他,ConnectWise Control是美国ConnectWise公司的一个自托管远程桌面软件应用程序。 ConnectWise Control 23.8.4及之前版本存在安全漏洞，该漏洞源于允许本地用户通过代理设置的隐式信任连接到任意中继服务器。,CVE-2023-47256
WordPress plugin WP User Profile Avatar 跨站脚本漏洞,CNNVD-202402-025,2024-02-01,2024-02-07,中危,跨站脚本,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress plugin WP User Profile Avatar 存在跨站脚本漏洞。攻击者利用该漏洞可以将恶意脚本注入网站。,CVE-2023-52118
WordPress plugin Advanced iFrame 跨站脚本漏洞,CNNVD-202402-028,2024-02-01,2024-02-07,中危,跨站脚本,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress plugin Advanced iFrame 存在跨站脚本漏洞。攻击者利用该漏洞可以将恶意脚本注入网站。,CVE-2023-51690
WordPress plugin Ideal Interactive Map 跨站脚本漏洞,CNNVD-202402-015,2024-02-01,2024-02-04,中危,跨站脚本,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress plugin Ideal Interactive Map 存在跨站脚本漏洞。攻击者利用该漏洞可以将恶意脚本注入网站。,CVE-2023-52189
EyouCms 跨站脚本漏洞,CNNVD-202402-068,2024-02-01,2024-02-22,中危,跨站脚本,赞赞网络科技 EyouCms（易优CMS）是中国赞赞网络科技公司的一套基于ThinkPHP的开源内容管理系统（CMS）。 EyouCms v.1.6.5版本存在跨站脚本漏洞，该漏洞源于is_water参数中存在跨站脚本漏洞，允许远程攻击者通过精心设计的 URL 运行任意代码。,CVE-2024-23031
WordPress plugin Keap Official Opt-in Forms 跨站脚本漏洞,CNNVD-202402-013,2024-02-01,2024-02-06,中危,跨站脚本,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress plugin Keap Official Opt-in Forms 存在跨站脚本漏洞。攻击者利用该漏洞可以将恶意脚本注入网站。,CVE-2023-52192
WordPress plugin Embed Privacy 跨站脚本漏洞,CNNVD-202402-029,2024-02-01,2024-02-07,中危,跨站脚本,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress plugin Embed Privacy 存在跨站脚本漏洞。攻击者利用该漏洞可以将恶意脚本注入网站。,CVE-2023-51694
Dell PowerScale OneFS 安全漏洞,CNNVD-202402-010,2024-02-01,2024-02-04,中危,其他,Dell PowerScale OneFS是美国戴尔（Dell）公司的一个操作系统。提供横向扩展NAS的PowerScale OneFS操作系统。 Dell PowerScale OneFS 9.0.0.x版本至9.6.0.x版本存在安全漏洞，该漏洞源于包含不正确的默认权限漏洞，本地低权限恶意用户可能会利用此漏洞导致拒绝服务。,CVE-2024-22430
Dassault Systemes BIOVIA Materials Studio 安全漏洞,CNNVD-202402-043,2024-02-01,2024-02-19,超危,其他,Dassault Systemes BIOVIA Materials Studio是法国达索系统（Dassault Systemes）公司的一个用于材料模拟和建模的软件。 Dassault Systemes BIOVIA Materials Studio 2021版本至2023版本存在安全漏洞，该漏洞源于存在操作系统命令注入漏洞，攻击者通过上传特制的perl脚本可能会导致任意命令执行。,CVE-2023-6078
WordPress plugin Themify Icons 跨站脚本漏洞,CNNVD-202402-026,2024-02-01,2024-02-07,中危,跨站脚本,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress plugin Themify Icons 存在跨站脚本漏洞。攻击者利用该漏洞可以将恶意脚本注入网站。,CVE-2023-51693
Helix Sync 命令注入漏洞,CNNVD-202402-075,2024-02-01,2024-02-18,高危,命令注入,perforce Helix Sync是perforce公司的一款简化工具。 Helix Sync 2024.1之前版本存在安全漏洞，该漏洞源于存在本地命令注入。,CVE-2024-0325
Moby 访问控制错误漏洞,CNNVD-202402-060,2024-02-01,2024-02-04,中危,授权问题,Moby是一个开源项目，旨在推动软件的容器化，并帮助生态系统使容器技术主流化。 Moby 24.0.9之前、25.0.2之前版本存在访问控制错误漏洞，该漏洞源于在构建镜像时，经典的构建器缓存系统很容易出现缓存中毒。,CVE-2024-24557
python-glance-store 安全漏洞,CNNVD-202402-048,2024-02-01,2024-02-05,中危,其他,python-glance-store是pypi开源的一个库。 python-glance-store存在安全漏洞，该漏洞源于存储访问密钥用 DEBUG 日志记录。,CVE-2024-1141
Mastodon 安全漏洞,CNNVD-202402-061,2024-02-01,2024-02-05,超危,其他,Mastodon是一款基于ActivityPub的开源社交网络服务器。 Mastodon 3.5.17 之前、4.0.13 之前、4.1.13 之前、4.2.5 之前版本存在安全漏洞，该漏洞源于 ActivityPub Mastodon 允许配置 LDAP 进行身份验证，但验证不足，攻击者利用该漏洞可以冒充并接管任何远程帐户。,CVE-2024-23832
WordPress plugin Comments 跨站脚本漏洞,CNNVD-202402-027,2024-02-01,2024-02-07,中危,跨站脚本,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress plugin Comments 存在跨站脚本漏洞。攻击者利用该漏洞可以将恶意脚本注入网站。,CVE-2023-51691
Vyper 缓冲区错误漏洞,CNNVD-202402-057,2024-02-01,2024-02-29,超危,缓冲区错误,Vyper是EVM 的 Pythonic 智能合约语言。 Vyper 0.3.10及之前版本存在缓冲区错误漏洞，该漏洞源于slice() 函数的边界检查可能会溢出，攻击者利用该漏洞可以对存储、内存或调用数据地址进行 OOB 访问，还可破坏相应数组的长度槽。,CVE-2024-24561
Red Hat OpenShift Container Platform 安全漏洞,CNNVD-202402-001,2024-02-01,2024-03-01,中危,其他,Red Hat OpenShift Container Platform是美国红帽（Red Hat）公司的一套可帮助企业在物理、虚拟和公共云基础架构之间开发、部署和管理现有基于容器的应用程序的应用平台。 Red Hat OpenShift Container Platform存在安全漏洞，该漏洞源于存在快速重置问题。,CVE-2023-6596
Travel Journal 跨站脚本漏洞,CNNVD-202402-067,2024-02-01,2024-02-19,高危,跨站脚本,Travel Journal是rems个人开发者的一个旅行日记。 Travel Journal v1.0版本存在跨站脚本漏洞，该漏洞源于允许攻击者将精心设计的有效负载注入到 /travel-journal/write-journal 的location参数中来执行任意 Web 脚本或 HTML。,CVE-2024-24041
WordPress plugin Product Code for WooCommerce 跨站脚本漏洞,CNNVD-202402-037,2024-02-01,2024-02-05,中危,跨站脚本,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 存在跨站脚本漏洞。攻击者利用该漏洞可以将恶意脚本注入网站。,CVE-2023-51669
EyouCms 跨站脚本漏洞,CNNVD-202402-070,2024-02-01,2024-02-05,中危,跨站脚本,赞赞网络科技 EyouCms（易优CMS）是中国赞赞网络科技公司的一套基于ThinkPHP的开源内容管理系统（CMS）。 EyouCms v.1.6.5版本存在跨站脚本漏洞，该漏洞源于func 参数中存在跨站脚本漏洞，允许远程攻击者通过精心设计的 URL 运行任意代码。,CVE-2024-22927
WordPress plugin Schema & Structured Data for WP & AMP 跨站脚本漏洞,CNNVD-202402-036,2024-02-01,2024-02-05,中危,跨站脚本,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress plugin Schema & Structured Data for WP & AMP 存在跨站脚本漏洞。攻击者利用该漏洞可以将恶意脚本注入网站。,CVE-2023-51677
Microsoft Edge 安全漏洞,CNNVD-202402-081,2024-02-01,2024-02-04,高危,其他,Microsoft Edge是美国微软（Microsoft）公司的一款Windows 10之后版本系统附带的Web浏览器。 Microsoft Edge存在安全漏洞。攻击者利用该漏洞可以远程执行代码。,CVE-2024-21399
Statamic 跨站脚本漏洞,CNNVD-202402-056,2024-02-01,2024-02-22,中危,跨站脚本,Statamic是美国Statamic公司的一个基于 Laravel 构建的强大的平面文件 Cms。用于将所有内容、模板、资产和设置存储在文件而不是数据库中。 Statamic 存在跨站脚本漏洞，该漏洞源于攻击者可以制作并上传像 jpg 文件的 HTML 文件，从而导致跨站脚本攻击。,CVE-2024-24570
Bref 资源管理错误漏洞,CNNVD-202402-046,2024-02-01,2024-02-05,中危,资源管理错误,Bref是Matthieu Napoli个人开发者的一个开源项目，可帮助您使用 PHP 在 AWS 上实现无服务器。 Bref 2.1.13之前版本存在资源管理错误漏洞，该漏洞源于在处理请求后不会删除临时文件。,CVE-2024-24752
IBM QRadar SOAR Plug-in 路径遍历漏洞,CNNVD-202402-002,2024-02-01,2024-02-05,高危,路径遍历,IBM QRadar SOAR Plug-in是美国国际商业机器（IBM）公司的用于在IBM Security QRadar SIEM 和 QRadar SOAR 之间提供双向信息传输的工具。 IBM QRadar SOAR Plug-in 1.0版本至5.0.3版本存在路径遍历漏洞，该漏洞源于可能允许远程攻击者遍历系统上的目录，攻击者可以发送特制URL请求来查看系统上的任意文件。,CVE-2023-38019
WordPress plugin WP Smart Editor 跨站脚本漏洞,CNNVD-202402-008,2024-02-01,2024-02-04,中危,跨站脚本,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress plugin WP Smart Editor 存在跨站脚本漏洞。攻击者利用该漏洞可以将恶意脚本注入网站。,CVE-2024-22148
WordPress plugin Page Builder: Live Composer 跨站脚本漏洞,CNNVD-202402-012,2024-02-01,2024-02-07,中危,跨站脚本,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress plugin Page Builder: Live Composer 存在跨站脚本漏洞。攻击者利用该漏洞可以将恶意脚本注入网站。,CVE-2023-52193
Java Code Security Toolkit 路径遍历漏洞,CNNVD-202402-069,2024-02-01,2024-02-18,中危,路径遍历,Java Code Security Toolkit是一组旨在帮助保护 Java 代码安全的安全 API。 Java Code Security Toolkit 1.1.1 及之前版本存在路径遍历漏洞，该漏洞源于ZipSecurity#isBelowCurrentDirectory容易受到部分路径遍历漏洞的影响。,CVE-2024-24569
WordPress plugin Related Post 安全漏洞,CNNVD-202402-033,2024-02-01,2024-02-05,中危,其他,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress plugin Related Post 存在安全漏洞。攻击者利用该漏洞可以将恶意脚本注入网站。,CVE-2023-51666
