Name,Vuln ID,Published,Modified,Severity,Vuln Type,Vuln Descript,CVE ID
Engineers Online Portal SQL注入漏洞,CNNVD-202401-013,2024-01-01,2024-01-08,高危,SQL注入,Engineers Online Portal是开源的一个在线门户。是使用PHP、MySQL 数据库、HTML、CSS、Javascript、jQuery、Ajax、Bootstrap 和一些其他库开发的。 SourceCodester Engineers Online Portal 1.0版本存在SQL注入漏洞，该漏洞源于文件/admin/的参数username/password会导致SQL注入。,CVE-2024-0182
RRJ Nueva Ecija Engineer Online Portal 跨站脚本漏洞,CNNVD-202401-011,2024-01-01,2024-01-08,低危,跨站脚本,RRJ Nueva Ecija Engineer Online Portal是新加披RRJ公司的一个工程师在线门户网站。 RRJ Nueva Ecija Engineer Online Portal 1.0版本存在跨站脚本漏洞，该漏洞源于文件/admin/admin_user.php的参数Firstname/Lastname/Username会导致跨站脚本。,CVE-2024-0181
RRJ Nueva Ecija Engineer Online Portal 跨站脚本漏洞,CNNVD-202401-015,2024-01-01,2024-01-03,低危,跨站脚本,RRJ Nueva Ecija Engineer Online Portal是新加披RRJ公司的一个工程师在线门户网站。 RRJ Nueva Ecija Engineer Online Portal 1.0版本存在跨站脚本漏洞，该漏洞源于文件/admin/edit_teacher.php的参数Firstname/Lastname会导致跨站脚本。,CVE-2024-0184
RRJ Nueva Ecija Engineer Online Portal 安全漏洞,CNNVD-202401-010,2024-01-01,2024-01-03,低危,其他,RRJ Nueva Ecija Engineer Online Portal是新加披RRJ公司的一个工程师在线门户网站。 RRJ Nueva Ecija Engineer Online Portal 1.0版本存在安全漏洞，该漏洞源于文件/admin/students.php会导致跨站脚本。,CVE-2024-0183
WordPress Plugin WP STAGING 安全漏洞,CNNVD-202401-003,2024-01-01,2024-01-15,高危,其他,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress Plugin WP STAGING 3.1.3 版本之前存在安全漏洞，该漏洞源于不能阻止访问者泄露有关正在进行的备份过程的关键信息，从而允许未经身份验证的攻击者稍后下载所述备份。,CVE-2023-6113
Cesanta MJS 安全漏洞,CNNVD-202401-090,2024-01-02,2024-01-15,高危,其他,Cesanta MJS是爱尔兰Cesanta公司的一个用于 C/C++ 的嵌入式 JavaScript 引擎。专为资源有限的微控制器而设计。主要设计目标是占用空间小和简单的C / C ++互操作性。 Cesanta MJS 2.20.0版本存在安全漏洞。远程攻击者利用该漏洞通过 msj.c 文件中的 mjs_op_json_stringify 函数造成拒绝服务。,CVE-2023-49552
Google Nest 安全漏洞,CNNVD-202401-074,2024-01-02,2024-01-10,超危,其他,Google Nest是美国谷歌（Google）公司的一款智能家居产品。 Google Nest 2.58版本存在安全漏洞，该漏洞源于恶意攻击者可以提升特权。,CVE-2023-48419
Google Nest 安全漏洞,CNNVD-202401-079,2024-01-02,2024-01-15,超危,其他,Google Nest是美国谷歌（Google）公司的一款智能家居产品。 Google Nest存在安全漏洞，该漏洞源于根代码执行和用户数据泄露。,CVE-2023-6339
RRJ Nueva Ecija Engineer Online Portal 安全漏洞,CNNVD-202401-068,2024-01-02,2024-01-08,中危,其他,RRJ Nueva Ecija Engineer Online Portal是新加披RRJ公司的一个工程师在线门户网站。 RRJ Nueva Ecija Engineer Online Portal 1.0版本存在安全漏洞，该漏洞源于文件/admin/uploads/会导致文件和目录信息暴露。,CVE-2024-0191
SpringBlade 安全漏洞,CNNVD-202401-096,2024-01-02,2024-01-15,超危,其他,"布雷德网络科技 SpringBlade是中国布雷德网络科技公司的一套微服务开发平台。 SpringBlade v.3.7.0 及之前版本存在安全漏洞，该漏洞源于SpringBlade没有实现权限控制框架，用户权限控制不足,攻击者利用该漏洞可以升级权限。",CVE-2023-47458
MediaTek 芯片安全漏洞,CNNVD-202401-023,2024-01-02,2024-01-08,中危,其他,MediaTek 芯片是中国联发科（MediaTek）公司的MediaTek 的多款芯片。 MediaTek 芯片存在安全漏洞，该漏洞源于 netdagent 模块边界检查不正确，可能会导致信息泄露。,CVE-2023-32884
Ekol Informatics Website Template SQL注入漏洞,CNNVD-202401-057,2024-01-02,2024-01-09,超危,SQL注入,Ekol Informatics Website Template是Ekol公司的一个网站模板。 Ekol Informatics Website Template 20231215及之前版本存在SQL注入漏洞，该漏洞源于不正确中和，允许进行SQL注入攻击。,CVE-2023-6436
RRJ Nueva Ecija Engineer Online Portal 安全漏洞,CNNVD-202401-033,2024-01-02,2024-01-08,中危,其他,RRJ Nueva Ecija Engineer Online Portal是新加披RRJ公司的一个工程师在线门户网站。 RRJ Nueva Ecija Engineer Online Portal 1.0版本存在安全漏洞，该漏洞源于文件dasboard_teacher.php会导致上传不受限制。,CVE-2024-0185
Gila CMS SQL注入漏洞,CNNVD-202401-084,2024-01-02,2024-01-08,高危,SQL注入,Gila CMS是一套基于PHP和MySQL的开源内容管理系统（CMS）。 Gila CMS 1.15.4 及之前版本存在SQL注入漏洞，该漏洞源于允许远程攻击者通过登录门户后 Administration Widget 选项卡下的 Area 参数执行任意 Web 脚本。,CVE-2020-26623
Qualcomm Chipsets 安全漏洞,CNNVD-202401-063,2024-01-02,2024-01-04,高危,其他,Qualcomm Chipsets是美国高通（Qualcomm）公司的一系列芯片组。 Qualcomm Chipsets 存在安全漏洞，该漏洞源于解析 BTM 请求时 WLAN 固件中存在拒绝服务漏洞。,CVE-2023-33062
RRJ Nueva Ecija Engineer Online Portal 跨站脚本漏洞,CNNVD-202401-072,2024-01-02,2024-01-08,中危,跨站脚本,RRJ Nueva Ecija Engineer Online Portal是新加披RRJ公司的一个工程师在线门户网站。 RRJ Nueva Ecija Engineer Online Portal 1.0版本存在跨站脚本漏洞，该漏洞源于文件add_quiz.php的参数Quiz Title/Quiz Description会导致跨站脚本。,CVE-2024-0190
OpenHarmony 安全漏洞,CNNVD-202401-037,2024-01-02,2024-01-08,中危,其他,OpenHarmony是中国开放原子开源基金会（OpenAtom Foundation）基金会的一种鸿蒙操作系统的开源项目。 OpenHarmony v3.2.2 版本及之前版本存在安全漏洞，该漏洞源于 Liteos-A 资源未释放。,CVE-2023-47216
Qualcomm Chipsets 安全漏洞,CNNVD-202401-117,2024-01-02,2024-01-04,高危,其他,Qualcomm Chipsets是美国高通（Qualcomm）公司的一系列芯片组。 Qualcomm Chipsets 存在安全漏洞，该漏洞源于PCM 主机语音音频驱动程序中的会话索引变量在 PCM 打开之前初始化、在 ADSP 的事件回调期间访问并在 PCM 关闭期间重置，可能会导致事件回调，从而导致内存损坏。,CVE-2023-33110
Cesanta MJS 安全漏洞,CNNVD-202401-102,2024-01-02,2024-01-15,高危,其他,Cesanta MJS是爱尔兰Cesanta公司的一个用于 C/C++ 的嵌入式 JavaScript 引擎。专为资源有限的微控制器而设计。主要设计目标是占用空间小和简单的C / C ++互操作性。 Cesanta MJS 2.20.0版本存在安全漏洞，该漏洞源于允许远程攻击者通过 msj.c 文件中的 mjs_destroy 函数造成拒绝服务。,CVE-2023-49553
Linux kernel 安全漏洞,CNNVD-202401-064,2024-01-02,2024-03-04,高危,其他,Linux kernel是美国Linux基金会的开源操作系统Linux所使用的内核。 Linux Kernel 存在安全漏洞，该漏洞源于netfilter 子系统中存在释放后重用，允许本地非特权用户升级权限。,CVE-2024-0193
MediaTek 芯片安全漏洞,CNNVD-202401-034,2024-01-02,2024-01-08,中危,其他,MediaTek 芯片是中国联发科（MediaTek）公司的MediaTek 的多款芯片。 MediaTek 芯片存在安全漏洞，该漏洞源于 keyInstall 模块缺少边界检查，可能会导致信息泄露。,CVE-2023-32876
QEMU 安全漏洞,CNNVD-202401-044,2024-01-02,2024-01-31,中危,其他,QEMU（Quick Emulator）是法国法布里斯-贝拉（Fabrice Bellard）个人开发者的一套模拟处理器软件。该软件具有速度快、跨平台等特点。 QEMU 存在安全漏洞，该漏洞源于virtio-net 中存在基于堆栈的缓冲区溢出，当 virtio_net_flush_tx 函数刷新 TX 时，将数据复制到 virtio_net_hdr_mrg_rxbuf 类型的局部变量 mhdr 时会出现该漏洞。,CVE-2023-6693
Qualcomm Chipsets 安全漏洞,CNNVD-202401-115,2024-01-02,2024-01-03,高危,其他,Qualcomm Chipsets是美国高通（Qualcomm）公司的一系列芯片组。 Qualcomm Chipsets 存在安全漏洞，该漏洞源于在 WIN WLAN 驱动程序中解析 ieee80211_parse_mscs_ie 时出现拒绝服务。,CVE-2023-33116
Cesanta MJS 安全漏洞,CNNVD-202401-103,2024-01-02,2024-01-15,高危,其他,Cesanta MJS是爱尔兰Cesanta公司的一个用于 C/C++ 的嵌入式 JavaScript 引擎。专为资源有限的微控制器而设计。主要设计目标是占用空间小和简单的C / C ++互操作性。 Cesanta MJS 2.20.0版本存在安全漏洞，该漏洞源于允许远程攻击者通过 msj.c 文件中的 mjs_getretvalpos 函数造成拒绝服务。,CVE-2023-49549
Rust EVM 安全漏洞,CNNVD-202401-076,2024-01-02,2024-01-15,高危,其他,Rust EVM是一个以太坊虚拟机解释器。 Rust EVM 0.41.0及之前版本存在安全漏洞，该漏洞源于record_external_operation功能会与堆栈进行虚假交互，导致存在错误的返回值。,CVE-2024-21629
Open5GS 安全漏洞,CNNVD-202401-082,2024-01-02,2024-01-15,中危,其他,Open5GS是一个 5G Core 和 Epc 的 C 语言开源实现，即 Lte/Nr 网络的核心网络。 Open5GS v2.6.6版本存在安全漏洞，该漏洞源于Nudm_UECM_Registration响应的错误处理不正确，在特定时间发送的注册请求可能会导致 AMF 崩溃。,CVE-2023-50019
RRJ Nueva Ecija Engineer Online Portal 安全漏洞,CNNVD-202401-059,2024-01-02,2024-01-08,低危,其他,RRJ Nueva Ecija Engineer Online Portal是新加披RRJ公司的一个工程师在线门户网站。 RRJ Nueva Ecija Engineer Online Portal 1.0版本存在安全漏洞，该漏洞源于文件change_password_teacher.php会导致密码要求较弱。,CVE-2024-0188
yasm 安全漏洞,CNNVD-202401-097,2024-01-02,2024-01-15,中危,其他,yasm是yasm开源的一个完全重写的 Netwide 汇编器。 YASM 1.3.0.86.g9def版本存在安全漏洞，该漏洞源于存在缓冲区溢出漏洞。攻击者可利用该漏洞通过libyasm/epr.c组件中的expr_delete_term函数造成拒绝服务(DOS)。,CVE-2023-49556
MediaTek 芯片安全漏洞,CNNVD-202401-022,2024-01-02,2024-01-08,中危,其他,MediaTek 芯片是中国联发科（MediaTek）公司的MediaTek 的多款芯片。 MediaTek 芯片存在安全漏洞，该漏洞源于 battery 模块缺少边界检查，可能会出现内存损坏。,CVE-2023-32882
Qualcomm Chipsets 安全漏洞,CNNVD-202401-048,2024-01-02,2024-01-03,中危,其他,Qualcomm Chipsets是美国高通（Qualcomm）公司的一系列芯片组。 Qualcomm Chipsets 存在安全漏洞，该漏洞源于在总线套接字传输服务器中接收消息时，存在内存损坏。,CVE-2023-33038
OWASP AntiSamy 跨站脚本漏洞,CNNVD-202401-069,2024-01-02,2024-01-15,中危,跨站脚本,OWASP AntiSamy是美国OWASP基金会的一个用于HTML和CSS编码的库。 OWASP AntiSamy.NET 1.2.0之前版本存在跨站脚本漏洞，该漏洞源于存在突变跨站脚本（mXSS） 漏洞。,CVE-2023-51652
Magic-Api 代码注入漏洞,CNNVD-202401-078,2024-01-02,2024-01-15,高危,代码注入,magic-api是ssssssss-team开源的一个基于 Java 的接口快速开发框架。 Magic-Api 2.0.1版本及之前版本存在代码注入漏洞。攻击者利用该漏洞导致代码注入。,CVE-2024-0196
Qualcomm Chipsets 安全漏洞,CNNVD-202401-106,2024-01-02,2024-01-04,高危,其他,Qualcomm Chipsets是美国高通（Qualcomm）公司的一系列芯片组。 Qualcomm Chipsets 存在安全漏洞，该漏洞源于当 HLOS 分配响应有效负载缓冲区来复制从 ADSP 接收的数据以响应 AVCS_LOAD_MODULE 命令时，会导致内存损坏。,CVE-2023-33117
Mattermost 安全漏洞,CNNVD-202401-045,2024-01-02,2024-01-09,中危,其他,Mattermost是美国Mattermost公司的一个开源协作平台。 Mattermost存在安全漏洞，该漏洞源于无法将WebSocket响应范围分别扩展到每个用户，导致WebSocket将关于谁被通知了帖子的信息广播给频道中的其他人。,CVE-2023-48732
Qualcomm Chipsets 安全漏洞,CNNVD-202401-040,2024-01-02,2024-01-04,高危,其他,Qualcomm Chipsets是美国高通（Qualcomm）公司的一系列芯片组。 Qualcomm Chipsets 存在安全漏洞，该漏洞源于当 WLAN 固件收到包含 IPPROTO_NONE 作为下一个标头的 IPv6 数据包时，在解析 IPv6 扩展标头时会出现拒绝服务。,CVE-2023-43511
MediaTek 芯片安全漏洞,CNNVD-202401-020,2024-01-02,2024-01-08,中危,其他,MediaTek 芯片是中国联发科（MediaTek）公司的MediaTek 的多款芯片。 MediaTek 芯片存在安全漏洞，该漏洞源于 Modem IMS Stack 模块缺少边界检查，可能会导致系统崩溃。,CVE-2023-32887
MediaTek 芯片 安全漏洞,CNNVD-202401-029,2024-01-02,2024-01-08,高危,其他,MediaTek 芯片是中国联发科（MediaTek）公司的MediaTek 的多款芯片。 MediaTek 芯片存在安全漏洞，该漏洞源于 Modem IMS Stack 模块缺少边界检查，可能会出现越界写入。,CVE-2023-32874
Follow Redirects 安全漏洞,CNNVD-202401-017,2024-01-02,2024-01-03,高危,其他,Follow Redirects是一个自动遵循 Http(s) 重定向的 Node.js 模块。 Follow Redirects 1.15.4之前版本存在安全漏洞，该漏洞源于url.parse()函数对 URL 的处理不当。攻击者利用该漏洞将流量重定向到恶意站点，从而可能导致信息泄露、网络钓鱼攻击或其他安全漏洞。,CVE-2023-26159
OpenHarmony 资源管理错误漏洞,CNNVD-202401-108,2024-01-02,2024-01-08,中危,资源管理错误,OpenHarmony是中国开放原子开源基金会（OpenAtom Foundation）基金会的一种鸿蒙操作系统的开源项目。 OpenHarmony v3.2.2 版本及之前版本存在安全漏洞，该漏洞源于多媒体相机组件指针释放后重用。,CVE-2023-47857
vmm-sys-util 安全漏洞,CNNVD-202401-071,2024-01-02,2024-01-30,超危,其他,vmm-sys-util是一个模块集合，提供多个 rust-vmm 组件使用的帮助程序和实用程序。 vmm-sys-util 0.5.0至0.12.0之前版本存在安全漏洞，该漏洞源于FamStructWrapper组件存在越界内存访问漏洞。,CVE-2023-50711
MediaTek 芯片 安全漏洞,CNNVD-202401-031,2024-01-02,2024-01-08,中危,其他,MediaTek 芯片是中国联发科（MediaTek）公司的MediaTek 的多款芯片。 MediaTek 芯片存在安全漏洞，该漏洞源于 battery 模块缺少边界检查，可能会导致信息泄露。,CVE-2023-32878
MediaTek 芯片安全漏洞,CNNVD-202401-027,2024-01-02,2024-01-08,中危,其他,MediaTek 芯片是中国联发科（MediaTek）公司的MediaTek 的多款芯片。 MediaTek 芯片存在安全漏洞，该漏洞源于 Engineer Mode 模块缺少边界检查，可能会出现越界写入。,CVE-2023-32883
Qualcomm Chipsets 安全漏洞,CNNVD-202401-058,2024-01-02,2024-01-03,中危,其他,Qualcomm Chipsets是美国高通（Qualcomm）公司的一系列芯片组。 Qualcomm Chipsets 存在安全漏洞，该漏洞源于当 IPv6 前缀计时器对象的生命周期到期时，会发生内存损坏，该对象是在 Netmgr 守护程序获取 IPv6 地址时创建的。,CVE-2023-28583
Qualcomm Chipsets 安全漏洞,CNNVD-202401-052,2024-01-02,2024-01-04,超危,其他,Qualcomm Chipsets是美国高通（Qualcomm）公司的一系列芯片组。 Qualcomm Chipsets 存在安全漏洞，该漏洞源于在 VOLTE 呼叫期间，当使用非标准 SDP 主体时，数据调制解调器中发生内存损坏。,CVE-2023-33025
Gila CMS SQL注入漏洞,CNNVD-202401-087,2024-01-02,2024-01-08,高危,SQL注入,Gila CMS是一套基于PHP和MySQL的开源内容管理系统（CMS）。 Gila CMS 1.15.4 及之前版本存在SQL注入漏洞，该漏洞源于允许远程攻击者通过登录门户的 ID 参数执行任意 Web 脚本。,CVE-2020-26624
Acumos Design Studio 跨站脚本漏洞,CNNVD-202401-061,2024-01-02,2024-01-15,中危,跨站脚本,Acumos Design Studio是Acumos开源的一个平台和开源框架。可以轻松构建、共享和部署 AI 应用程序。 Acumos Design Studio 2.0.7 版本存在跨站脚本漏洞，该漏洞源于存在未知函数，导致跨站脚本。,CVE-2018-25097
MediaTek 芯片安全漏洞,CNNVD-202401-036,2024-01-02,2024-01-08,高危,其他,MediaTek 芯片是中国联发科（MediaTek）公司的MediaTek 的多款芯片。 MediaTek 芯片存在安全漏洞，该漏洞源于 keyInstall 模块缺少边界检查，可能会出现越界写入。,CVE-2023-32872
YASM 安全漏洞,CNNVD-202401-092,2024-01-02,2024-01-15,中危,其他,yasm是yasm开源的一个完全重写的 Netwide 汇编器。 YASM 1.3.0.86.g9def存在安全漏洞，该漏洞源于存在释放后重用漏洞。攻击者可利用该漏洞通过modules/preprocs/nasm/nasm-pp.c组件中的do_directive函数造成拒绝服务(DOS)。,CVE-2023-49554
Qualcomm Chipsets 安全漏洞,CNNVD-202401-043,2024-01-02,2024-01-04,高危,其他,Qualcomm Chipsets是美国高通（Qualcomm）公司的一系列芯片组。 Qualcomm Chipsets 存在安全漏洞，该漏洞源于在启用 KASAN 的情况下运行 VK 同步时存在内存损坏。,CVE-2023-33094
MediaTek 芯片安全漏洞,CNNVD-202401-038,2024-01-02,2024-01-08,中危,其他,MediaTek 芯片是中国联发科（MediaTek）公司的MediaTek 的多款芯片。 MediaTek 芯片存在安全漏洞，该漏洞源于 battery 模块缺少边界检查，可能会出现越界写入。,CVE-2023-32879
Qualcomm Chipsets 安全漏洞,CNNVD-202401-039,2024-01-02,2024-01-04,高危,其他,Qualcomm Chipsets是美国高通（Qualcomm）公司的一系列芯片组。 Qualcomm Chipsets 存在安全漏洞，该漏洞源于从用户空间调用内部内存映射和内部内存取消映射的 IOCTL 调用时内存损坏。,CVE-2023-43514
Floorsight Software Customer Portal 安全漏洞,CNNVD-202401-093,2024-01-02,2024-01-15,高危,其他,Floorsight Software Customer Portal是美国Floorsight Software公司的一个客户门户网站。 Floorsight Customer Portal Q3 2023存在安全漏洞。远程攻击者利用该漏洞可以查看敏感的客户信息。,CVE-2023-45893
libredwg 安全漏洞,CNNVD-202401-016,2024-01-02,2024-01-15,高危,其他,libredwg是DWG 文件格式的免费实现。 libredwg 0.12.5.6384之前版本存在安全漏洞，该漏洞源于decode_r2007.c中的section->num_pages存在越界读取问题。,CVE-2023-26157
Qualcomm Chipsets 安全漏洞,CNNVD-202401-114,2024-01-02,2024-01-04,高危,其他,Qualcomm Chipsets是美国高通（Qualcomm）公司的一系列芯片组。 Qualcomm Chipsets 存在安全漏洞，该漏洞源于当同时提交 NETWORK_UNLOAD 和（NETWORK_UNLOAD 或 NETWORK_EXECUTE_V2）命令时，运行 NPU 时会出现内存损坏。,CVE-2023-33114
Cesanta MJS 安全漏洞,CNNVD-202401-085,2024-01-02,2024-01-08,高危,其他,Cesanta MJS是爱尔兰Cesanta公司的一个用于 C/C++ 的嵌入式 JavaScript 引擎。专为资源有限的微控制器而设计。主要设计目标是占用空间小和简单的C / C ++互操作性。 Cesanta MJS 2.20.0版本存在安全漏洞。远程攻击者利用该漏洞通过 msj.c 文件中的 mjs_op_json_parse 函数造成拒绝服务。,CVE-2023-49551
MediaTek 芯片安全漏洞,CNNVD-202401-028,2024-01-02,2024-01-08,高危,其他,MediaTek 芯片是中国联发科（MediaTek）公司的MediaTek 的多款芯片。 MediaTek 芯片存在安全漏洞，该漏洞源于 display drm 模块缺少边界检查，可能会出现内存损坏。,CVE-2023-32885
MediaTek 芯片安全漏洞,CNNVD-202401-032,2024-01-02,2024-01-08,中危,其他,MediaTek 芯片是中国联发科（MediaTek）公司的MediaTek 的多款芯片。 MediaTek 芯片存在安全漏洞，该漏洞源于 keyInstall 模块缺少边界检查，可能会导致信息泄露。,CVE-2023-32875
Qualcomm Chipsets 安全漏洞,CNNVD-202401-055,2024-01-02,2024-01-04,高危,其他,Qualcomm Chipsets是美国高通（Qualcomm）公司的一系列芯片组。 Qualcomm Chipsets 存在安全漏洞，该漏洞源于处理 Diag 命令时核心服务中发生信息泄露。,CVE-2023-33014
Google Pixel Watch 安全漏洞,CNNVD-202401-083,2024-01-02,2024-01-10,中危,其他,Google Pixel Watch是美国谷歌（Google）公司的一款持久耐用的智能手表。 Google Pixel Watch 存在安全漏洞，该漏洞源于缺少权限检查，可能会导致本地信息泄露。,CVE-2023-4164
OpenHarmony 资源管理错误漏洞,CNNVD-202401-109,2024-01-02,2024-01-08,低危,资源管理错误,OpenHarmony是中国开放原子开源基金会（OpenAtom Foundation）基金会的一种鸿蒙操作系统的开源项目。 OpenHarmony v3.2.2 版本及之前版本存在安全漏洞，该漏洞源于多媒体音频组件指针释放后重用。,CVE-2023-49142
YASM 安全漏洞,CNNVD-202401-080,2024-01-02,2024-01-15,中危,其他,yasm是yasm开源的一个完全重写的 Netwide 汇编器。 YASM 1.3.0.86.g9def版本存在安全漏洞，该漏洞源于允许攻击者通过libyasm/section.c组件中的YASM_section_bcs_first函数造成拒绝服务(DOS)。,CVE-2023-49557
MediaTek 芯片安全漏洞,CNNVD-202401-019,2024-01-02,2024-01-08,中危,其他,MediaTek 芯片是中国联发科（MediaTek）公司的MediaTek 的多款芯片。 MediaTek 芯片存在安全漏洞，该漏洞源于 Modem IMS Call UA 模块缺少边界检查，可能会出现越界写入。,CVE-2023-32889
Qualcomm Chipsets 安全漏洞,CNNVD-202401-118,2024-01-02,2024-01-04,高危,其他,Qualcomm Chipsets是美国高通（Qualcomm）公司的一系列芯片组。 Qualcomm Chipsets 存在安全漏洞，该漏洞源于当资源管理器向主机内核发送包含多个片段的回复消息时，发生内存损坏。,CVE-2023-33113
Mattermost 安全漏洞,CNNVD-202401-113,2024-01-02,2024-01-09,中危,其他,Mattermost是美国Mattermost公司的一个开源协作平台。 Mattermost存在安全漏洞，该漏洞源于无法为刚刚降级为访客的用户更新当前会话的权限，从而允许新降级的访客更改群组名称。,CVE-2023-50333
Qualcomm Chipsets 安全漏洞,CNNVD-202401-112,2024-01-02,2024-01-03,高危,其他,Qualcomm Chipsets是美国高通（Qualcomm）公司的一系列芯片组。 Qualcomm Chipsets 存在安全漏洞，该漏洞源于当多个服务所需的内存总量大于服务缓冲区的实际大小时，在解析 GATT 服务数据时会出现拒绝服务。,CVE-2023-43512
MediaTek 芯片安全漏洞,CNNVD-202401-018,2024-01-02,2024-01-08,中危,其他,MediaTek 芯片是中国联发科（MediaTek）公司的MediaTek 的多款芯片。 MediaTek 芯片存在安全漏洞，该漏洞源于 modem EMM 模块输入验证不当，可能会导致系统崩溃。,CVE-2023-32890
Mattermost 安全漏洞,CNNVD-202401-121,2024-01-02,2024-01-09,中危,其他,Mattermost是美国Mattermost公司的一个开源协作平台。 Mattermost存在安全漏洞，该漏洞源于存在权限验证错误问题，导致攻击者可通过get/api/v4/teams/<team id>/channels/deleted端点获取另一个团队的详细信息。,CVE-2023-47858
