Name,Vuln ID,Published,Modified,Severity,Vuln Type,Vuln Descript,CVE ID
MantisBT 'upgrade_unattended.php'跨站脚本攻击漏洞,CNNVD-201101-011,2011-01-04,2011-01-04,中危,跨站脚本,MantisBT是MantisBT团队的一套基于Web的开源缺陷跟踪系统。该系统以Web操作的形式提供项目管理及缺陷跟踪服务。 MantisBT 1.2.4之前版本中的admin/upgrade_unattended.php文件中存在跨站脚本攻击漏洞。远程攻击者可以借助db_type参数注入任意web脚本或者HTML。,CVE-2010-4348
Openfire 跨站脚本漏洞,CNNVD-201503-556,2011-01-05,2015-03-25,,跨站脚本,Openfire（前称Wildfire）是IgniteRealtime社区的一款采用Java开发且基于XMPP（前称Jabber，即时通讯协议）的跨平台开源实时协作（RTC）服务器，它能够构建高效率的即时通信服务器，并支持上万并发用户数量。 Openfire中存在跨站脚本漏洞，该漏洞源于程序没有充分过滤用户提交的输入。当用户浏览受影响的网站时，其浏览器将执行攻击者提供的任意脚本代码。这可能导致攻击者窃取基于cookie的身份验证并发起其它攻击。Openfire 3.6.4版本中存在漏洞，其他版本也可能受到影响。,null
Linux 本地提权漏洞,CNNVD-201101-434,2011-01-06,2011-01-06,,授权问题,Linux kernel是美国Linux基金会发布的开源操作系统Linux所使用的内核。NFSv4 implementation是其中的一个分布式文件系统协议。 Linux Kernel 2.6.34版本“CAP_SYS_ADMIN”存在本地提权漏洞，该漏洞源于Phonet协议中的一个符号性错误。攻击者可利用该漏洞获取root权限。,null
Novell Identity Manager跨站脚本攻击漏洞,CNNVD-201101-020,2011-01-07,2011-01-10,中危,跨站脚本,Novell Identity Manager（IDM）是美国Novell公司的一套身份认证管理解决方案。Roles Based Provisioning Module是其中的一个基于角色的配置模块。 Novell Identity Manager(又名IDM)中的Roles Based Provisioning Module 370D之前的3.7.0版本中的用户应用程序中的Approval Form中存在跨站脚本攻击漏洞。远程攻击者可以借助未明向量注入任意web脚本或者HTML。,CVE-2010-4324
Apache Subversion拒绝服务漏洞,CNNVD-201101-018,2011-01-07,2023-02-14,中危,资源管理错误,Apache Subversion是美国阿帕奇（Apache）软件基金会的一套开源的版本控制系统。该系统可兼容并发版本系统(CVS)。 Apache Subversion 1.6.15之前版本中发布的，基于Apache HTTP Server的mod_dav_svn模块中的repos.c文件中的walk函数中存在漏洞。远程认证用户可以借助可触发SVNParentPath集合的walking的向量导致拒绝服务(空指针解引用以及守护进程崩溃)。,CVE-2010-4539
VideoSpirit Pro and Lite ‘.visprj’文件缓冲区溢出漏洞,CNNVD-201311-264,2011-01-08,2013-11-21,,授权问题,VideoSpirit是一套视频编辑工具。该工具支持对剪辑的视频使用旋转、调整大小、变形等操作。 VideoSpirit Pro 1.70及之前的版本和VideoSpirit Lite 1.4.0.1版本中存在远程缓冲区溢出漏洞，该漏洞源于当程序处理文件时存在边界错误。远程攻击者可利用该漏洞诱使用户打开恶意的文件。攻击者可在受影响应用程序上下文中执行任意代码，也可能造成拒绝服务。,null
Cisco IOS CallManager Express拒绝服务漏洞,CNNVD-201101-064,2011-01-10,2020-05-14,中危,资源管理错误,"Cisco IOS是美国思科（Cisco）公司为其网络设备开发的操作系统。 Cisco IOS 15.0(1)XA5之前版本中的CallManager Express(CME)没有正确处理包含rate burst和""peculiar""请求大小的SIP TRUNK通信。远程攻击者可以通过在超长时延后发送该通信，导致拒绝服务(内存消耗)。",CVE-2010-4686
TIBCO Collaborative Information Manager / ActiveCatalog多个SQL注入漏洞,CNNVD-201101-049,2011-01-10,2011-01-10,高危,SQL注入,TIBCO Collaborative Information Manager 8.1.0之前版本以及ActiveCatalog 1.0.1之前版本中使用的Collaborative Information Manager服务器中存在多个SQL注入漏洞。某个未明输入还没有经过正确过滤就被用于SQL查询，远程攻击者可以借助未明向量执行任意SQL命令。,CVE-2010-4496
Apache Subversion rev_hunt.c文件多个内存泄露漏洞,CNNVD-201101-060,2011-01-10,2023-02-14,中危,资源管理错误,Apache Subversion是美国阿帕奇（Apache）软件基金会的一套开源的版本控制系统。该系统可兼容并发版本系统(CVS)。 Apache Subversion 1.6.15之前版本中的rev_hunt.c文件中存在多个内存泄露漏洞。远程攻击者可以借助向blame命令添加的-g选项导致拒绝服务(内存破坏以及守护进程崩溃)。,CVE-2010-4644
TIBCO Collaborative Information Manager / ActiveCatalog会话固定漏洞,CNNVD-201101-052,2011-01-10,2011-01-10,中危,其他,TIBCO Collaborative Information Manager 8.1.0之前版本以及ActiveCatalog 1.0.1之前版本中使用的Collaborative Information Manager服务器中存在会话固定漏洞。远程攻击者可以借助未明向量劫持web会话。,CVE-2010-4499
Cisco IOS XA IRC服务器连接拒绝服务漏洞,CNNVD-201101-024,2011-01-10,2020-05-14,高危,输入验证错误,"Cisco IOS是美国思科（Cisco）公司为其网络设备开发的操作系统。 Cisco IOS 15.0(1)XA之前版本在初始化重载后的一个特别时间片中，没有正确处理IRC通信。远程攻击者可以借助向某个IRC服务器进行的连接尝试导致拒绝服务(设备重载)。该漏洞与""破坏的magic值""有关。",CVE-2009-5038
Microsoft Internet Explorer未明漏洞,CNNVD-201101-077,2011-01-10,2021-07-27,中危,其他,Microsoft Internet Explorer是Windows操作系统中默认捆绑的WEB浏览器。 基于Windows XP平台的Microsoft Internet Explorer中存在漏洞。远程攻击者可以借助和DOM实现有关的向量触发不正确的GUI显示并产生其他未明影响。,CVE-2011-0347
Cisco ASA在线证书状态协议连接拒绝服务漏洞,CNNVD-201101-039,2011-01-10,2023-08-14,高危,输入验证错误,Cisco Adaptive Security Appliances（ASA，自适应安全设备）Software是美国思科（Cisco）公司的一套运行于防火墙中的操作系统。 带有软件8.2(3)之前版本的Cisco自适应安全设备(ASA)5500系列设备没有正确处理在线证书状态协议(OCSP)的连接失败。远程OCSP响应者可以通过拒绝连接尝试导致拒绝服务(TCP套接字消耗)。,CVE-2010-4679
Novell Vibe OnPrem gwtTeaming.rpc文件跨站脚本攻击漏洞,CNNVD-201101-070,2011-01-10,2011-01-10,中危,跨站脚本,Novell Vibe OnPrem 3 BETA版本中的gwtTeaming.rpc文件中存在跨站脚本攻击漏洞。远程认证用户可以借助Micro Blog(又名What Are You Working On?)域注入任意web脚本或者HTML。,CVE-2010-4322
OpenSC栈缓冲区溢出漏洞,CNNVD-201101-017,2011-01-10,2011-01-10,高危,授权问题,OpenSC是一款开源的智能卡工具和中间件。 OpenSC 0.11.13及之前版本中存在多个基于栈的缓冲区溢出漏洞。附近攻击者可以借助位于智能卡中的超长序列数字段执行任意代码。该漏洞与(1)card-acos5.c文件，(2)card-atrust-acos.c文件，以及(3)card-starcos.c文件有关。,CVE-2010-4523
Microsoft Internet Explorer MSHTML.DLL ReleaseInterface函数释放后使用漏洞,CNNVD-201101-076,2011-01-10,2020-09-29,超危,资源管理错误,Microsoft Internet Explorer是美国微软（Microsoft）公司发布的Windows操作系统中默认捆绑的Web浏览器。 Microsoft Internet Explorer 6，7和8版本的MSHTML.DLL中的ReleaseInterface函数中存在释放后使用漏洞。远程攻击者可借助与DOM实现以及BreakAASpecial和BreakCircularMemoryReferences函数有关的向量执行任意代码或导致拒绝服务（应用程序崩溃）。,CVE-2011-0346
GIMP 缓冲区错误漏洞,CNNVD-201101-057,2011-01-10,2023-04-25,中危,缓冲区错误,GIMP是GIMP团队的一款开源的位图图像编辑器。 GIMP 2.6.11版本存在缓冲区错误漏洞。远程攻击者利用该漏洞导致系统拒绝服务（应用程序崩溃）或可能执行任意代码。,CVE-2010-4541
Cisco IOS gk_circuit_info_do_in_acf函数内存泄露漏洞,CNNVD-201101-025,2011-01-10,2020-05-14,中危,资源管理错误,Cisco IOS是美国思科（Cisco）公司为其网络设备开发的操作系统。 Cisco IOS 15.0(1)XA之前版本中的H.323实现的gk_circuit_info_do_in_acf函数中存在内存泄露漏洞。远程攻击者可以借助在超长时延后的大量调用导致拒绝服务(内存消耗)。,CVE-2009-5039
Red Hat Evince dvi-backend组件PK字体解析器数组索引错误漏洞,CNNVD-201101-023,2011-01-10,2011-01-10,中危,授权问题,Evince 是GNOME桌面环境下的一个PDF，PostScript，DjVu，TIFF与DVI文档查看工具。 Evince 2.32及之前版本中的dvi-backend组件中的PK字体解析器中存在数组索引错误漏洞。远程攻击者可以借助特制字体结合通过thumbnailer处理的DVI文件导致拒绝服务(应用程序崩溃)或者可能执行任意代码。,CVE-2010-2640
Cisco ASA多播通信拒绝服务漏洞,CNNVD-201101-034,2011-01-10,2023-08-14,高危,资源管理错误,Cisco Adaptive Security Appliances（ASA，自适应安全设备）Software是美国思科（Cisco）公司的一套运行于防火墙中的操作系统。 带有软件8.2(4)及之前版本的Cisco自适应安全设备(ASA)5500系列设备中存在未明漏洞。远程攻击者可以借助多播通信导致拒绝服务(块消耗)。,CVE-2010-4674
GIMP 缓冲区错误漏洞,CNNVD-201101-058,2011-01-10,2023-04-25,中危,缓冲区错误,GIMP是GIMP团队的一款开源的位图图像编辑器。 GIMP 2.6.11版本存在缓冲区错误漏洞。远程攻击者利用该漏洞导致系统拒绝服务(应用程序崩溃)或者可能执行任意代码。,CVE-2010-4542
Cisco IOS XA5 TFTP复制拒绝服务漏洞,CNNVD-201101-062,2011-01-10,2020-05-19,高危,输入验证错误,Cisco IOS是美国思科（Cisco）公司为其网络设备开发的操作系统。 当某些TFTP调试禁用时，Cisco IOS 15.0(1)XA5之前版本中存在漏洞。远程攻击者可以借助IPv6上的TFTP复制导致拒绝服务(设备崩溃)。,CVE-2010-4684
Cisco ASA HEAD请求拒绝服务漏洞,CNNVD-201101-073,2011-01-10,2023-08-14,中危,授权问题,Cisco Adaptive Security Appliances（ASA，自适应安全设备）Software是美国思科（Cisco）公司的一套运行于防火墙中的操作系统。 带有软件8.2(2)及之前版本的Cisco自适应安全设备(ASA)5500系列设备中的移动用户安全(MUS)服务没有从网络安全设备(WSA)中正确认证HTTP请求。远程攻击者可以借助HEAD请求获取敏感信息。,CVE-2010-4690
Cisco ASA多播通信拒绝服务漏洞,CNNVD-201101-074,2011-01-10,2023-08-14,高危,资源管理错误,Cisco Adaptive Security Appliances（ASA，自适应安全设备）Software是美国思科（Cisco）公司的一套运行于防火墙中的操作系统。 带有软件8.2(2)及之前版本的Cisco自适应安全设备(ASA)5500系列设备中存在未明漏洞。远程攻击者可以借助多播通信导致拒绝服务(设备崩溃)。,CVE-2010-4691
Cisco ASA拒绝服务漏洞,CNNVD-201101-075,2011-01-10,2023-08-14,高危,资源管理错误,Cisco Adaptive Security Appliances（ASA，自适应安全设备）Software是美国思科（Cisco）公司的一套运行于防火墙中的操作系统。 带有软件8.2(2)及之前版本的Cisco自适应安全设备(ASA)5500系列设备中存在未明漏洞。远程攻击者可以借助大量LAN-to-LAN(又名L2L)IPsec会话导致拒绝服务(设备崩溃)。,CVE-2010-4692
Cisco ASA emWEB资源管理错误漏洞,CNNVD-201101-037,2011-01-10,2023-08-14,中危,资源管理错误,Cisco Adaptive Security Appliances（ASA，自适应安全设备）Software是美国思科（Cisco）公司的一套运行于防火墙中的操作系统。 带有软件8.2(3)之前版本的Cisco自适应安全设备(ASA)5500系列设备中的emWEB中存在资源管理错误漏洞。远程攻击者可以借助对名称中包含空格字符的文档的请求导致拒绝服务(守护进程崩溃)。,CVE-2010-4677
Cisco ASA SMTP检查绕过漏洞,CNNVD-201101-041,2011-01-10,2023-08-14,高危,授权问题,Cisco Adaptive Security Appliances（ASA，自适应安全设备）Software是美国思科（Cisco）公司的一套运行于防火墙中的操作系统。 带有软件8.2(3)之前版本的Cisco自适应安全设备(ASA)5500系列设备中存在未明漏洞。远程攻击者可以借助和前置空格字符有关的向量绕过SMTP检查。,CVE-2010-4681
Cisco IOS IPv6栈Neighbor Discovery(ND)协议实现资源管理错误漏洞,CNNVD-201101-031,2011-01-10,2020-05-09,高危,资源管理错误,Cisco IOS是美国思科（Cisco）公司为其网络设备开发的操作系统。 Cisco IOS 15.0(1)XA5之前版本中的IPv6栈中的Neighbor Discovery(ND)协议实现中存在资源管理错误。远程攻击者可以通过发送大量带有不同源地址的路由器广告(RA)消息导致拒绝服务(CPU消耗以及设备挂起)。该漏洞已经通过thc-ipv6包中的flood_router6程序得到证实。,CVE-2010-4671
A51Dev ActiveCollab URL预设访问限制绕过漏洞,CNNVD-201101-066,2011-01-10,2022-08-30,中危,权限许可和访问控制问题,ActiveCollab是一个非常易于使用、基于Web、开源的协作开发与项目管理工具。 ActiveCollab 2.3.2之前版本中存在漏洞。远程认证用户可以借助特制URL绕过预设的访问限制，以及(1)删除附件或者(2)申请一个对象。,CVE-2010-0215
Cisco ASA预设访问限制绕过漏洞,CNNVD-201101-072,2011-01-10,2023-08-14,高危,权限许可和访问控制问题,Cisco Adaptive Security Appliances（ASA，自适应安全设备）Software是美国思科（Cisco）公司的一套运行于防火墙中的操作系统。 带有软件8.2(2)及之前版本的Cisco自适应安全设备(ASA)5500系列设备在迁移后没有正确保留ACL行为。远程攻击者可以借助之前被拒绝过的未明类型的网络通信绕过预设的访问限制。,CVE-2010-4689
Pidgin libpurple directconn.c文件输入验证漏洞,CNNVD-201101-021,2011-01-10,2011-01-10,中危,授权问题,Pidgin是一款跨平台的实时通信客户端，它支持多个常用的实时通信协议，用户可用同一个软件登录不同的实时通信服务。 Pidgin 2.7.9之前版本中的libpurple 2.7.6至2.7.8版本中的MSN协议插件中的directconn.c文件中存在输入验证漏洞。远程认证用户可以借助DirectConnect(又名direct connection)会话中的超短p2pv2包导致拒绝服务(空指针解引用以及应用程序崩溃)。,CVE-2010-4528
Wireshark epan/dissectors/packet-enttec.c文件sect_enttec_dmx_da函数缓冲区溢出漏洞,CNNVD-201101-054,2011-01-10,2011-07-07,高危,授权问题,Wireshark（前称Ethereal）是Wireshark团队开发的一套网络数据包分析软件。该软件的功能是截取网络数据包，并显示出详细的数据以供分析。 Wireshark 1.4.2版本的epan/dissectors/packet-enttec.c文件中的sect_enttec_dmx_da函数中存在缓冲区溢出漏洞。远程攻击者可借助具有Run Length Encoding (RLE)压缩的特制ENTTEC DMX数据包导致拒绝服务（应用程序崩溃）或可能执行任意代码。,CVE-2010-4538
Cisco IOS XA CallManager Express资源管理错误漏洞,CNNVD-201101-026,2011-01-10,2011-01-10,中危,资源管理错误,Cisco IOS是美国思科（Cisco）公司为其网络设备开发的操作系统。 Cisco IOS 15.0(1)XA之前版本中的CallManager Express(CME)中存在资源管理错误漏洞。远程认证用户可以通过使用扩展移动(EM)电话与SNR(信噪比)数改变的菜单进行交互，导致拒绝服务(设备崩溃)。,CVE-2009-5040
Cisco ASA预设访问限制绕过漏洞,CNNVD-201101-038,2011-01-10,2023-08-14,高危,权限许可和访问控制问题,Cisco Adaptive Security Appliances（ASA，自适应安全设备）Software是美国思科（Cisco）公司的一套运行于防火墙中的操作系统。 带有软件8.2(3)之前版本的Cisco自适应安全设备(ASA)5500系列设备在配置被加载前就允许包的传递。远程攻击者可以通过在设备开启期间发送网络通信，绕过预设的访问限制。,CVE-2010-4678
GIMP 缓冲区错误漏洞,CNNVD-201101-059,2011-01-10,2023-04-25,中危,缓冲区错误,GIMP是GIMP团队的一款开源的位图图像编辑器。 GIMP 2.6.11版本存在缓冲区错误漏洞。攻击者利用该漏洞导致系统拒绝服务(应用程序崩溃)或者可能执行任意代码。,CVE-2010-4543
Cisco ASA WebVPN实现CIFS请求预设访问限制绕过漏洞,CNNVD-201101-040,2011-01-10,2023-08-14,超危,权限许可和访问控制问题,Cisco Adaptive Security Appliances（ASA，自适应安全设备）Software是美国思科（Cisco）公司的一套运行于防火墙中的操作系统。 带有软件8.2(3)之前版本的Cisco自适应安全设备(ASA)5500系列设备中的WebVPN实现即使在CIFS文件浏览禁用时，仍允许CIFS共享的浏览。远程认证用户可以借助CIFS请求绕过预设的访问限制。,CVE-2010-4680
Red Hat Evince dvi-backend组件VF字体解析器数组索引错误漏洞,CNNVD-201101-043,2011-01-10,2011-01-10,中危,授权问题,Evince是GNOME桌面环境下的一个PDF，PostScript，DjVu，TIFF与DVI文档查看工具。 Evince 2.32及之前版本中的dvi-backend组件中的VF字体解析器中存在数组索引错误漏洞。远程攻击者可以借助特制字体结合通过thumbnailer处理的DVI文件导致拒绝服务(应用程序崩溃)或者可能执行任意代码。,CVE-2010-2641
Linux kernel PPPoL2TP和IPoL2TP实现拒绝服务和权限提升漏洞,CNNVD-201101-027,2011-01-10,2023-02-14,中危,输入验证错误,Linux kernel是美国Linux基金会发布的开源操作系统Linux所使用的内核。NFSv4 implementation是其中的一个分布式文件系统协议。 Linux kernel 2.6.36.2之前版本中的PPPoL2TP和IPoL2TP实现的(1)net/l2tp/l2tp_ppp.c文件中的pppol2tp_sendmsg函数，以及(2)net/l2tp/l2tp_ip.c文件中的l2tp_ip_sendmsg函数中存在多个整数溢出漏洞。本地用户可以借助特制sendto调用导致拒绝服务(堆内存破坏及恐慌)，或者可能获取特权。,CVE-2010-4160
Cisco ASA Neighbor Discovery(ND)协议实现资源管理错误漏洞,CNNVD-201101-030,2011-01-10,2023-08-14,高危,资源管理错误,Cisco Adaptive Security Appliances（ASA，自适应安全设备）Software是美国思科（Cisco）公司的一套运行于防火墙中的操作系统。 带有软件8.2(3)及之前版本的Cisco自适应安全设备(ASA)5500系列设备，以及Cisco PIX Security Appliances设备中的IPv6栈中的Neighbor Discovery(ND)协议实现中存在资源管理错误漏洞。远程攻击者可以通过发送大量带有不同源地址的路由器广告(RA)消息导致拒绝服务(CPU消耗以及设备挂起)。,CVE-2010-4670
Cisco IOS XA5内存泄露漏洞,CNNVD-201101-061,2011-01-10,2020-05-14,高危,资源管理错误,Cisco IOS是美国思科（Cisco）公司为其网络设备开发的操作系统。 Cisco IOS 15.0(1)XA5之前版本中存在内存泄露漏洞。远程攻击者可以通过在UDP上发送特制SIP REGISTER消息导致拒绝服务(内存消耗)。,CVE-2010-4683
GNU C Library 后置链接漏洞,CNNVD-201101-046,2011-01-10,2023-04-25,高危,后置链接,GNU C Library（glibc，libc6）是一种按照LGPL许可协议发布的开源免费的C语言编译程序。 GNU C Library 2.11.2及之前版本存在后置链接漏洞，该漏洞源于没有正确处理LD_AUDIT环境变量的ORIGIN的值。本地用户可以借助位于任意目录中的特制动态共享对象(DSO)获取特权。,CVE-2010-3847
CA XOsoft多个产品SOAP请求任意代码执行漏洞,CNNVD-201101-069,2011-01-10,2011-01-10,高危,授权问题,CA XOsoft Replication r12.0 SP1及r12.5 SP2 rollup版本，CA XOsoft High Availability r12.0 SP1及r12.5 SP2 rollup版本，CA XOsoft Content Distribution r12.0 SP1及r12.5 SP2 rollup版本，及CA ARCserve Replication和High Availability (RHA) r15.0 SP1版本中的mng_core_com.dll文件中存在缓冲区溢出漏洞。远程攻击者可以借助对xosoapapi.asmx的SOAP请求中的特制create_session_bab操作执行任意代码。,CVE-2010-3984
Cisco ASA资源管理错误漏洞,CNNVD-201101-036,2011-01-10,2023-08-14,中危,资源管理错误,Cisco Adaptive Security Appliances（ASA，自适应安全设备）Software是美国思科（Cisco）公司的一套运行于防火墙中的操作系统。 带有软件8.2(3)之前版本的Cisco自适应安全设备(ASA)5500系列设备中存在资源管理错误漏洞。远程认证用户可以借助大量的Ipsec通信导致拒绝服务(设备崩溃)。,CVE-2010-4676
Cisco ASA LDAP认证拒绝服务漏洞,CNNVD-201101-042,2011-01-10,2023-08-14,高危,资源管理错误,Cisco Adaptive Security Appliances（ASA，自适应安全设备）Software是美国思科（Cisco）公司的一套运行于防火墙中的操作系统。 带有软件8.2(3)之前版本的Cisco自适应安全设备(ASA)5500系列设备中存在内存泄露漏洞。远程攻击者可以通过建立多个不正确的LDAP认证尝试导致拒绝服务(内存消耗)。,CVE-2010-4682
TIBCO Collaborative Information Manager / ActiveCatalog敏感信息泄露漏洞,CNNVD-201101-051,2011-01-10,2011-01-10,中危,授权问题,TIBCO Collaborative Information Manager 8.1.0之前版本以及ActiveCatalog 1.0.1之前版本中使用的Collaborative Information Manager服务器中存在未明漏洞。远程攻击者可以借助特制URL修改数据或者获取敏感信息。,CVE-2010-4498
Microsoft Windows多个产品RA拒绝服务漏洞,CNNVD-201101-029,2011-01-10,2011-01-10,高危,资源管理错误,Microsoft Windows是美国微软（Microsoft）公司发布的一系列操作系统。 Microsoft Windows XP，Windows Server 2003，Windows Vista，Windows Server 2008，以及Windows 7中的IPv6栈中的Neighbor Discovery(ND)协议实现中存在资源管理错误漏洞。远程攻击者可以通过发送大量带有不同源地址的路由器广告(RA)消息导致拒绝服务(CPU消耗以及系统挂起)。,CVE-2010-4669
