Name,Vuln ID,Published,Modified,Severity,Vuln Type,Vuln Descript,CVE ID
Axis M10 Series Network Cameras跨站脚本漏洞,CNNVD-201112-103,1900-01-01,2011-12-09,,跨站脚本,Axis M10 Series Network Cameras中存在跨站脚本漏洞，该漏洞源于对用户提供的数据未经充分过滤。攻击者可利用该漏洞在受影响站点上下文的不知情用户浏览器上执行任意脚本代码，盗取基于cookie的认证证书进而发起其他攻击。Axis M1054 firmware 5.21版本中存在该漏洞，其他版本也可能受影响。,null
Linux kernel 资源管理错误漏洞,CNNVD-201111-359,1900-01-01,2023-04-23,高危,资源管理错误,Linux kernel是美国Linux基金会的开源操作系统Linux所使用的内核。 Linux kernel 2.6.39之前版本存在资源管理错误漏洞。远程攻击者利用该漏洞导致系统拒绝服务（系统崩溃）。,CVE-2011-4326
Apache Tomcat Commons Daemon 'jsvc'信息泄露漏洞,CNNVD-201108-269,1900-01-01,2023-02-14,中危,权限许可和访问控制问题,Apache Apache Tomcat是美国阿帕奇（Apache）软件基金会下属的Jakarta项目的一款轻量级Web应用服务器，它主要用于开发和调试JSP程序，适用于中小型系统。 在Apache Tomcat 5.5.3至5.5.33版本，6.0.30至6.0.32版本，及7.0.20之前的7.0.x版本中使用的Apache Commons中的Daemon组件1.0.3至1.0.6版本的jsvc中的native/unix/native/jsvc-unix.c不能降低权限。远程攻击者可借助对应用程序的请求绕过文件的读权限。,CVE-2011-2729
cApexWEB 'dfuserid' /'dfpassword' 参数SQL注入漏洞,CNNVD-201112-458,1900-01-01,2011-12-27,,SQL注入,cApexWEB中存在多个SQL注入漏洞，该漏洞源于对用户提供的输入在用于SQL查询前未经正确过滤。攻击者可利用该漏洞操控应用程序，访问或修改数据，或者在底层数据库中利用该漏洞。也可能造成其他的后果，例如认证绕过。,null
Websense Triton HTML注入漏洞,CNNVD-201112-276,1900-01-01,2011-12-19,,授权问题,Websense是业界领先的Web安全和网页过滤解决方案。 Websense Triton中存在HTML注入漏洞，该漏洞源于对用户提供的输入未经正确过滤。攻击者提供的HTML和脚本代码可在受影响的站点上下文中执行，可能允许攻击者窃取基于cookie的认证证书或控制站点如何呈现给用户，也可能执行其他攻击。Websense Web Security Gateway Anywhere 7.6版本，Websense Web Security Gateway 7.6版本，Websense Web Security 7.6版本，Websense Web Filter 7.6版本中存在该漏洞。,null
Mozilla Firefox/SeaMonkey SVG动画元素信息泄露漏洞,CNNVD-201112-387,1900-01-01,2011-12-22,中危,信息泄露,Firefox是一款非常流行的开源WEB浏览器。Thunderbird是一个邮件客户端，支持IMAP、POP邮件协议以及HTML邮件格式。SeaMonkey是开源的Web浏览器、邮件和新闻组客户端、IRC会话客户端和HTML编辑器。 Mozilla Firefox/Thunderbird/SeaMonkey中存在信息泄露漏洞，其在禁用JavaScript时可能使用了SVG动画accessKey事件监测键盘记录。攻击者可利用此漏洞获取敏感键盘记录信息。,CVE-2011-3663
Plone 远程命令执行漏洞,CNNVD-201110-285,1900-01-01,2011-10-18,,代码注入,Plone是美国Plone基金会的一套建立在应用服务器（Zope）上的免费且开源的内容管理系统（CMS）。该系统采用Python语言开发，适用于门户网站、企业内外网站、文档发布系统等。 Plone 4.0到4.0.9版本，4.1，4.2a1和4.2a2版本中存在远程命令执行漏洞。由于用户提供的输入没有经过正确验证，攻击者可利用该漏洞在web服务器上下文中执行任意命令。,null
WordPress Comment Rating 插件 ‘path’ 参数跨站脚本漏洞,CNNVD-201201-023,1900-01-01,2012-01-05,,跨站脚本,WordPress是WordPress软件基金会的一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。 WordPress的Comment Rating插件中存在跨站脚本漏洞，该漏洞源于对用户提供的输入未经充分过滤。攻击者可利用该漏洞在受影响站点上下文的不知情用户浏览器上执行任意脚本代码，盗取基于cookie的认证证书进而发起其他攻击。,null
Linux Kernel ‘m_stop’ 输入验证错误漏洞,CNNVD-201204-249,1900-01-01,2023-02-14,中危,代码问题,Linux kernel是美国Linux基金会发布的开源操作系统Linux所使用的内核。NFSv4 implementation是其中的一个分布式文件系统协议。 Linux kernel 2.6.39之前版本中的fs/proc/task_mmu.c中的m_stop函数中存在漏洞。本地用户可利用该漏洞借助触发m_start错误的向量，导致拒绝服务（OOPS）。,CVE-2011-3637
WordPress GRAND FlAGallery插件‘facebook.php’ 跨站脚本漏洞,CNNVD-201111-518,1900-01-01,2014-10-09,中危,跨站脚本,WordPress是WordPress软件基金会的一套使用PHP语言开发的博客平台，该平台支持在PHP和MySQL的服务器上架设个人博客网站。GRAND FlAGallery（flash-album-gallery）是其中的一个集图片库、视频库和音乐专辑于一体的媒体插件。 WordPress GRAND FlAGallery插件1.56及之前版本的facebook.php脚本中存在跨站脚本漏洞。远程攻击者可借助‘i’参数利用该漏洞注入任意Web脚本或HTML。,CVE-2011-4624
Microsoft Windows Kernel 远程代码执行漏洞,CNNVD-201111-056,1900-01-01,2011-11-03,,授权问题,Microsoft Windows是美国微软（Microsoft）公司发布的一系列操作系统。 Microsoft Windows内核中存在远程代码执行漏洞。攻击者可利用该漏洞诱导不知情受害者打开特制的恶意Word文件，成功的利用将允许攻击者使用内核等级权限执行任意代码，失败的利用尝试可能导致拒绝服务的情况。,null
foomatic-gui python-foomatic 'pysmb.py'远程任意shell命令执行漏洞,CNNVD-201108-074,1900-01-01,2011-08-05,,授权问题,foomatic-gui 0.7.9.5之前版本的python-foomatic中的pysmb.py没有对用户提供的输入进行正确过滤，导致存在任意shell命令执行漏洞。远程攻击者可利用该漏洞执行应用程序上下文中的任意shell命令。,null
MPlayer SAMI Subtitle文件缓冲区溢出漏洞,CNNVD-201108-281,1900-01-01,2011-08-17,,授权问题,Mplayer是Linux平台上的影音播放器，支持多种文件格式，包括Windows媒体文件。 MPlayer 33471之前版本没有对用户提供的数据进行适当的边界检查，导致存在缓冲区溢出漏洞。远程攻击者可借助Subtitle文件执行应用程序上下文中的任意代码，导致拒绝服务。,null
HP Network Node Manager i多个跨站脚本漏洞,CNNVD-201111-267,1900-01-01,2011-11-18,中危,跨站脚本,HP Network Node Manager i (NNMi)是网络管理系统，可以为您的物理和虚拟网络基础设施管理故障、可用性、性能和高级网络服务。 HP Network Node Manager i中存在多个跨站脚本漏洞。由于对用户提供的输入未经过正确的过滤，攻击者可利用该漏洞在受影响站点上下文的受信任用户浏览器中执行任意脚本代码，也可窃取基于cookie的认证证书和发动其他攻击。,CVE-2011-4155
eSignal多个缓冲区溢出漏洞,CNNVD-201109-193,1900-01-01,2011-09-15,,授权问题,eSignal 10.6.2425.1208及其他版本在运行某些文件时存在多个缓冲区溢出漏洞。远程攻击者可利用这些漏洞诱骗不知情用户打开恶意文件，导致执行任意代码，拒绝服务合法用户。,null
TP-LINK TD-8810无线路由器跨站请求伪造漏洞,CNNVD-201109-096,1900-01-01,2011-09-13,,跨站请求伪造,TP-LINK TD-8810无线路由器中存在跨站请求伪造漏洞。远程攻击者可利用该漏洞更改设备配置并执行其他非法操作。,null
Cybele Software 多个产品目录遍历和信息泄露漏洞,CNNVD-201110-366,1900-01-01,2011-10-18,,信息泄露,多个Cybele Software产品中存在目录遍历和信息泄露漏洞。由于用户提供的输入没有经过充分的过滤，攻击者可利用该漏洞获取敏感信息，并导致进一步攻击。,null
Sunway ForceControl多个堆缓冲区溢出漏洞,CNNVD-201106-204,1900-01-01,2011-06-21,,授权问题,Sunway ForceControl中存在多个基于堆的缓冲区溢出漏洞。由于该应用程序没有对用户提供的数据执行充分的边界检查，攻击者可利用该漏洞在受影响设备上执行任意代码，导致拒绝服务。,null
WordPress ‘Pay With Tweet’插件多个跨站脚本漏洞,CNNVD-201201-090,1900-01-01,2012-10-12,中危,跨站脚本,WordPress是WordPress软件基金会的一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。 Pay With Tweet插件1.2之前版本中的pay.php中存在多个跨站脚本(XSS)漏洞。远程攻击者可利用该漏洞通过(1)link(2)title或(3)dl参数，注入任意web脚本或HTML。,CVE-2012-5349
eFront 'folder' 参数SQL注入漏洞,CNNVD-201110-265,1900-01-01,2011-10-14,,SQL注入,Epignosis eFront是美国Epignosis公司的一套拥有Ajax界面的在线学习系统。该系统可通过内容编辑器、文件管理器、数字图书馆等工具来创建和管理课程。 eFront 3.6.9及其他版本中存在多个SQL注入漏洞。该漏洞源于用户提供的数据在用于SQL查询前没有经过充分的过滤，攻击者可借助folder参数访问或修改数据。,null
Adobe Shockwave Player缓冲区溢出漏洞,CNNVD-201202-293,1900-01-01,2012-02-16,超危,授权问题,Adobe Shockwave Player是美国奥多比（Adobe）公司的一款多媒体播放器产品，它能够将Adobe Director（一款多媒体制作软件）制作的应用程序发布到互联网上，安装有Shockwave插件的浏览器可对其进行浏览。 Adobe Shockwave Player 11.6.4.634之前版本的Shockwave 3D Asset组件中存在漏洞。攻击者可利用该漏洞借助未明向量执行任意代码或者导致拒绝服务（内存消耗）。,CVE-2012-0760
Kool Media Converter ‘.ogg’ 缓冲区溢出漏洞,CNNVD-201111-277,1900-01-01,2011-11-16,,授权问题,Kool Media Converter中存在缓冲区溢出漏洞。由于对用户提供的数据未能执行充分的边界检验，攻击者可利用该漏洞在应用程序上下文中执行任意代码，失败的攻击也会导致拒绝服务。该漏洞影响Kool Media Converter 2.6.0版本，也可能影响其他版本。,null
PHP-SCMS ‘lang’ 参数跨站脚本漏洞,CNNVD-201112-245,1900-01-01,2011-12-16,,跨站脚本,PHP-SCMS中存在跨站脚本漏洞，该漏洞源于对用户提供的数据未经充分过滤。攻击者可利用该漏洞在受影响站点上下文的不知情用户浏览器上执行任意脚本代码，盗取基于cookie的认证证书进而发起其他攻击。PHP-SCMS 1.6.8版本中存在该漏洞，其他版本也可能受影响。,null
Adobe Acrobat 缓冲区错误漏洞,CNNVD-201106-145,1900-01-01,2021-12-02,超危,缓冲区错误,Adobe Acrobat是美国奥多比（Adobe）公司的一套PDF文件编辑和转换工具。 Adobe Acrobat和Reader 基于Windows和Mac OS X平台上的8.3之前的8.x版本，9.4.5之前的9.x版本和10.1之前的10.x版本中存在缓冲区错误漏洞。远程攻击者可利用该漏洞导致拒绝服务（内存破坏）。,CVE-2011-2105
Symphony 输入验证漏洞,CNNVD-201111-053,1900-01-01,2011-11-03,,授权问题,Symphony CMS是一套采用PHP和MySQL开发的内容管理系统（CMS）。该系统支持搜索引擎优化、模块扩展等。 Symphony 2.2.4之前版本中存在多个SQL注入漏洞和多个跨站脚本攻击漏洞。由于用户提供的数据没有经过充分的过滤，攻击者可利用该漏洞窃取基于cookie的认证证书，及访问或修改数据。,null
OpenTTD多个缓冲区溢出漏洞,CNNVD-201109-014,1900-01-01,2011-09-06,,授权问题,OpenTTD（Open Transport Tycoon Deluxe）是一个游戏（交通大亨豪华版）的开源克隆。 OpenTTD中存在多个缓冲区溢出漏洞。远程攻击者可利用这些漏洞以当前用户权限执行任意代码或使应用程序崩溃，导致拒绝服务。,null
eFront ‘download’ 参数目录遍历漏洞,CNNVD-201201-086,1900-01-01,2012-01-11,,路径遍历,Epignosis eFront是美国Epignosis公司的一套拥有Ajax界面的在线学习系统。该系统可通过内容编辑器、文件管理器、数字图书馆等工具来创建和管理课程。 eFront中存在目录遍历漏洞，该漏洞源于对用户提供的输入数据未经正确过滤。攻击者可利用该漏洞获得敏感信息，这可能会导致进一步攻击。eFront 3.6.10版本中存在该漏洞，其他版本中也可能受到影响。,null
Pop-Over Login Form 'login.asp'多个SQL注入漏洞,CNNVD-201108-427,1900-01-01,2011-08-25,,SQL注入,Pop-Over Login Form (ASP)的login.asp中存在多个SQL注入漏洞。由于用户提供的数据在被用于SQL查询之前没有经过充分过滤，远程攻击者可以利用这些漏洞访问或修改数据。,null
IBSng ‘str’ 参数跨站脚本攻击漏洞,CNNVD-201111-055,1900-01-01,2011-11-03,,跨站脚本,IBSng中存在跨站脚本攻击漏洞。由于用户提供的输入未经正确过滤，攻击者可借助str参数在受影响站点上下文的不知情用户浏览器中执行任意脚本代码，并窃取基于cookie的认证证书，或发动其他攻击。,null
GoAhead WebServer ‘goform/formTest’ 多个跨站脚本漏洞,CNNVD-201111-337,1900-01-01,2011-11-22,,跨站脚本,GoAhead WebServer是美国Embedthis公司的一款小巧的嵌入式Web服务器，它支持嵌入到各种设备和应用程序中。 GoAhead WebServer中存在多个跨站脚本漏洞。该漏洞源于对用户提供的数据没有经过充分的过滤，攻击者可利用该漏洞在受影响站点上下文的受信任用户浏览器上执行任意脚本代码，盗取基于cookie的认证证书进而发起其他攻击。GoAhead WebServer 2.5中存在该漏洞，其他的版本中也可能受到影响。,null
WordPress Event Registration插件'id'参数SQL注入漏洞,CNNVD-201108-517,1900-01-01,2011-09-01,,SQL注入,WordPress是WordPress软件基金会的一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。 WordPress的Event Registration插件中存在SQL注入漏洞。该漏洞源于用户提供的数据在被用于SQL查询之前没有经过充分过滤，远程攻击者可借助id参数访问或修改数据。,null
SopCast缓冲区溢出漏洞,CNNVD-201112-037,1900-01-01,2011-12-07,,授权问题,SopCast中存在缓冲区溢出漏洞。攻击者可利用该漏洞在受影响应用程序的上下文中执行任意代码，攻击失败将会导致拒绝服务。SopCast 3.4.7.45585版本中存在该漏洞，其他版本也可能受影响。,null
X.Org X Server 权限许可和访问控制问题漏洞,CNNVD-201112-280,1900-01-01,2021-07-14,高危,权限许可和访问控制问题,X.Org X Server是X.Org（X.org）基金会的一款X Window系统显示服务器。 X.Org X wrapper (xserver-wrapper.c)在Debian GNU/Linux和Ubuntu Linux中存在权限许可和访问控制问题漏洞，该漏洞源于程序没有正确验证启动X系统用户的TTY控制台权限。本地攻击者可利用该漏洞绕过控制台的权限检查。,CVE-2011-4613
phpLDAPadmin ‘server_id’参数跨站脚本漏洞,CNNVD-201202-046,1900-01-01,2012-02-06,,跨站脚本,phpLDAPadmin是一款基于Web的LDAP客户端，它主要用于管理LDAP服务器。 phpLDAPadmin中存在跨站脚本漏洞，该漏洞源于对用户提供的数据未经充分过滤。攻击者可利用该漏洞在受影响站点上下文的不知情用户浏览器上执行任意脚本代码，这可能有助于攻击者盗取基于cookie的认证证书进而发起其他攻击。phpLDAPadmin 1.2.0.5-2版本中存在该漏洞，其他版本中也可能存在该漏洞。,null
ImageMagick拒绝服务漏洞,CNNVD-201202-213,1900-01-01,2020-08-03,高危,输入验证错误,ImageMagick 6.7.5-7版本和之前的版本中存在漏洞。远程攻击者可利用该漏洞借助在图形中的EXIF IFD0的ResolutionUnit标签中的偏移和数值，导致拒绝服务（内存损坏）或可能执行任意代码。,CVE-2012-0247
GreenBrowser 双重释放漏洞,CNNVD-201201-150,1900-01-01,2012-11-27,中危,资源管理错误,GreenBrowser 6.0.1002之前版本中存在双重释放漏洞。当关键字搜索栏(F6)被激活时，远程攻击者利用该漏洞通过特制的iframe，执行任意代码。,CVE-2012-6041
SPIP SQL注入漏洞,CNNVD-201110-672,1900-01-01,2011-10-31,,SQL注入,SPIP是一套免费的基于Web的内容发布系统。该系统主要用于在线协作。 SPIP 1.9.2k之前版本中存在SQL注入漏洞。由于用户提供的数据在被用于SQL查询之前没有经过充分的过滤，攻击者可利用该漏洞访问或者修改数据。,null
Joomla! Freestyle FAQs和Freestyle Testimonials 组件SQL注入漏洞,CNNVD-201110-591,1900-01-01,2011-10-26,,SQL注入,Joomla!是美国Open Source Matters团队的一套使用PHP和MySQL开发的开源、跨平台的内容管理系统(CMS)。 Joomla!的Freestyle FAQs和Freestyle Testimonials组件1.5.6及其他版中存在SQL注入漏洞。由于用户提供的数据被用于SQL查询之前未经应用程序的充分过滤，攻击者可利用该漏洞访问或者修改数据。,null
Moodle 安全漏洞,CNNVD-201205-470,1900-01-01,2020-12-02,低危,权限许可和访问控制问题,Moodle是澳大利亚马丁-多基马（Martin Dougiamas）博士开发的一套免费、开源的电子学习软件平台，也称课程管理系统、学习管理系统或虚拟学习环境。 Moodle 2.0.6之前的2.0.x版本和2.1.3之前的2.1.x版本中存在漏洞，该漏洞源于显示与（1）禁用服务和（2）不在授权的用户相关的网络服务令牌。远程认证用户可通过读取那些令牌产生未明影响。,CVE-2011-4583
Novell GroupWise ‘GWIA‘ 缓冲区溢出漏洞,CNNVD-201109-536,1900-01-01,2011-10-18,超危,授权问题,Novell GroupWise是美国Novell公司的一套协作通讯系统。该系统提供了电子邮件、日程安排、即时通讯、任务管理、文档管理以及联系人管理等协作通讯服务。 Novell GroupWise HP3及之前的8.0版本的GroupWise Internet Agent (GWIA)中存在数组索引错误漏洞。远程攻击者可借助e-mail信息中VCALENDAR附件的特制RRULE年变量执行任意代码。,CVE-2011-2663
IBM AIX TCP Stack 拒绝服务漏洞,CNNVD-201202-103,1900-01-01,2012-02-07,高危,授权问题,"IBM AIX（Advanced Interactive eXecutive）是美国IBM公司开发的一套UNIX操作系统。 IBM AIX多个版本中存在拒绝服务漏洞。攻击者利用该漏洞导致内核死机，拒绝为合法用户提供服务。这些版本包括：IBM AIX 5.3版本, 6.1版本以及7.1版本中存在该漏洞，其他版本中也可能存在该漏洞。",CVE-2012-0194
SmartJobBoard ‘keywords’参数跨站脚本攻击漏洞,CNNVD-201111-179,1900-01-01,2011-11-09,,跨站脚本,SmartJobBoard中存在跨站脚本攻击漏洞。由于用户提供的输入没有经过正确的过滤，攻击者可借助keywords参数在受影响站点上下文的受信任用户浏览器中执行任意脚本代码，并窃取基于cookie的安全证书，也可能造成其他攻击。,null
Fork CMS多个跨站脚本漏洞,CNNVD-201112-230,1900-01-01,2011-12-15,,跨站脚本,Fork CMS中存在多个跨站脚本漏洞，该漏洞源于对用户提供的输入在用于动态生成内容前未经正确过滤。攻击者可利用这些漏洞在受影响站点上下文的不知情用户浏览器上执行任意脚本代码，盗取基于cookie的认证证书进而发起其他攻击。Fork CMS 3.1.5版本中存在该漏洞，其他版本也可能受影响。,null
TwinCAT 'TCATSysSrv.exe'网络数据包拒绝服务漏洞,CNNVD-201109-194,1900-01-01,2011-09-15,,资源管理错误,TwinCAT软件系统由实时环境和在开发环境中执行控制程序的实时系统组成，用于编程、诊断和系统配置。 TwinCAT 2.11 R2 Build 2032及其他版本的TCATSysSrv.exe中存在拒绝服务漏洞。远程攻击者可借助网络数据包使应用程序崩溃，拒绝服务合法用户。,null
phpMyAdmin ‘simplexml_load_string()’函数远程信息泄露漏洞,CNNVD-201111-119,1900-01-01,2011-11-04,,信息泄露,phpMyAdmin是phpMyAdmin团队开发的一套免费的、基于Web的MySQL数据库管理工具。该工具能够创建和删除数据库，创建、删除、修改数据库表，执行SQL脚本命令等。 phpMyAdmin中存在远程信息泄露漏洞。攻击者可利用该漏洞在web服务器上下文中读取任意文件，并有助于发动进一步的攻击。,null
SQL Buddy多个跨站脚本漏洞,CNNVD-201202-367,1900-01-01,2012-02-21,,跨站脚本,SQL Buddy中存在多个跨站脚本漏洞，这些漏洞源于对用户提供的数据未经充分过滤。攻击者可利用这些漏洞在受影响站点上下文的不知情用户浏览器上执行任意脚本代码，这可能允许攻击者盗取基于cookie的认证证书进而发起其他攻击。SQL Buddy 1.3.3版本中存在这些漏洞，其他版本也可能受到影响。,null
DClassifieds跨站请求伪造漏洞,CNNVD-201202-006,1900-01-01,2012-02-10,低危,跨站请求伪造,DClassifieds中存在跨站请求伪造漏洞。远程攻击者可利用该漏洞执行某些管理员操作进而获得对受影响应用程序的未授权访问权，也可能执行其它攻击。DClassifieds 0.1 final版本存在漏洞，其它版本也可能受到影响。,CVE-2012-0990
Mini-stream Ripper '.m3u'文件缓冲区溢出漏洞,CNNVD-201108-501,1900-01-01,2011-08-31,,授权问题,Mini-stream Ripper是一款音乐格式转换软件。 Mini-stream Ripper 2.9.7.273及其他版本中存在缓冲区溢出漏洞。该漏洞源于应用程序没有对用户提供的数据进行充分的边界检查，远程攻击者可借助.m3u文件在应用程序上下文中执行任意代码，或导致拒绝服务。,null
SmallFTPD多个连接请求拒绝服务漏洞,CNNVD-201106-335,1900-01-01,2011-06-29,,资源管理错误,SmallFTPD 1.0.3及其他版本中存在拒绝服务漏洞。远程攻击者可利用多个连接请求导致拒绝服务（应用程序崩溃）。,null
Autonomy Keyview Ichitaro对象缓冲区溢出漏洞,CNNVD-201110-406,1900-01-01,2011-10-20,超危,授权问题,Autonomy Keyview在处理Ichitaro对象时在实现上存在安全漏洞，恶意用户可利用此漏洞控制受影响系统。 此漏洞源于在重建更高层次的对象时，Ichitar快速阅读器(jtdsr.dll)中存在的逻辑错误，可被利用造成堆缓冲区溢出。,CVE-2011-0339
Mozilla Firefox和Thunderbird浏览器引擎内存破坏漏洞,CNNVD-201106-246,1900-01-01,2011-07-04,超危,授权问题,Firefox是一款非常流行的开源WEB浏览器。Thunderbird是一个邮件客户端，支持IMAP、POP邮件协议以及HTML邮件格式。 Mozilla Firefox 3.6.18之前版本和Thunderbird 3.1.11之前版本的浏览器引擎中存在内存破坏漏洞。远程攻击者可利用该漏洞在受影响应用程序上下文中执行任意代码，导致拒绝服务（内存破坏）。,CVE-2011-2376
XnView缓冲区溢出漏洞,CNNVD-201202-138,1900-01-01,2012-02-09,中危,授权问题,XnView是法国软件开发者Gougelet Pierre-Emmanuel所研发的一套多平台图片查看软件。该软件可用于查看、转换、组织和编辑图形及视频文件。 XnView中存在缓冲区溢出漏洞，该漏洞源于对用户提供的数据未经正确的边界值校验。攻击者可利用该漏洞在应用程序上下文中执行任意代码，攻击失败将导致拒绝服务。XnView 1.98.5版本中存在该漏洞，其他版本中也可能受到影响。,CVE-2012-1051
H3C ER5100认证绕过漏洞,CNNVD-201106-280,1900-01-01,2011-06-24,,授权问题,ER5100是H3C公司为中小企业、网吧、学校等机构量身定制的一款高性能千兆路由器。 H3C ER5100中存在认证绕过漏洞。远程攻击者可利用该漏洞绕过认证机制并执行非法操作。,null
Ipswitch WhatsUp Gold LDAP认证安全绕过漏洞,CNNVD-201108-500,1900-01-01,2011-08-31,,授权问题,Ipswitch WhatsUp Gold是美国Ipswitch公司的一套统一的基础设施和应用监控软件。该软件支持对网络、服务器、虚拟环境和应用程序的性能进行管理等。 Ipswitch WhatsUp Gold 15.0.1之前版本的LDAP协议中存在认证安全绕过漏洞。远程攻击者可利用该漏洞绕过某些安全限制并且获取非法访问权限。,null
Novell ZENworks Configuration Management ‘ActiveX’控件远程代码执行漏洞,CNNVD-201110-528,1900-01-01,2011-10-25,,代码注入,Novell ZENworks Configuration Management（ZCM）是美国Novell公司的一套配置管理解决方案。该方案可借助集成工具，在物理、虚拟和云环境中实现IT管理和业务流程的自动化。 Novell ZENworks Configuration Management中存在多个远程代码执行漏洞。远程攻击者可利用这些漏洞在被用于ActiveX控件的应用程序（典型的为Internet Explorer）上下文中执行任意代码，并导致拒绝服务。,null
TFTP Server 缓冲区溢出漏洞,CNNVD-201503-549,1900-01-01,2015-03-25,,授权问题,TFTP Server是一款多线程TFTP服务器，它支持任何数量的客户端同时进行连接。 TFTP Server中存在缓冲区溢出漏洞。攻击者可利用该漏洞在受影响应用程序上下文中执行任意代码，也可能造成拒绝服务。TFTP Server 1.4版本中存在漏洞，其他版本也可能受到影响。,null
Drupal ‘Faster Permissions’模块安全绕过漏洞,CNNVD-201202-321,1900-01-01,2012-02-17,,授权问题,Drupal是Drupal社区所维护的一套用PHP语言开发的免费、开源的内容管理系统。 Drupal的Faster Permissions模块中存在安全绕过漏洞，可能允许攻击者执行未授权操作。攻击者可利用此漏洞绕过某些安全限制进而执行如配置模块权限的未授权操作，这可能导致进一步的攻击。Faster Permissions 7.x-1.x之前版本到7.x-1.2版本中存在该漏洞。,null
