Name,Vuln ID,Published,Modified,Severity,Vuln Type,Vuln Descript,CVE ID
Microsoft MSN messenger IP地址泄露漏洞,CNNVD-200901-023,2009-01-02,2009-01-29,中危,信息泄露,"MSN messenger是Windows操作系统默认捆绑的即时消息聊天客户端。 如果在NAT会话上使用了MSN协议版本15(MSNP15)，Windows Live Messenger客户端允许远程攻击者通过读取Ipv4ExternalAddrsAndPorts、Ipv4InternalAddrsAndPorts头字段找到内部IP地址和端口号。 在聊天会话期间MSN除了传送会话id、Cal等信息外，还会传送Ipv4ExternalAddrsAndPorts、Ipv4InternalAddrsAndPorts，分别代表公开的IP地址和会话者的私有IP地址及端口逻辑。以下是会话的全过程： MSNMSGR:aaaa@hotmail.it MSNSLP/1.0 To: <msnmsgr:aaaa@hotmail.it> From: <a href=""mailto:bbbbbb@hotmail.it"">bbbbbb@hotmail.it> Via: MSNSLP/1.0/TLP ;branch={D4CE435D-8C31-4D80-80EC-576A8294B3B3} CSeq: 0 Call-ID: {00000000-0000-0000-0000-000000000000} Max-Forwards: 0 Content-Type: application/x-msnmsgr-transudpswitch Content-Length: 157 IPv4ExternalAddrsAndPorts: 79.2.165.233:3939 IPv4InternalAddrsAndPorts: 192.168.0.2:3939 SessionID: 729003413 SChannelState: 0 Capabilities-Flags: 1 ######A#########g#######g#######&para;8&raquo;#############INVITE MSNMSGR:<a href=""mailto:aaa@hotmail.it"">aaa@hotmail.it MSNSLP/1.0 To: <msnmsgr:aaaa@hotmail.it> From: <a href=""mailto:bbbb@hotmail.it"">bbbb@hotmail.it> Via: MSNSLP/1.0/TLP ;branch={31DB585D-3119-40AF-B02B-3D9BAEF32CD0} CSeq: 0 Call-ID: {9A68685A-1FCF-86A1-B639-BA769BA9B514} Max-Forwards: 0 Content-Type: application/x-msnmsgr-transreqbody Content-Length: 270 Bridges: TRUDPv1 TCPv1 SBBridge TURNv1 NetID: -375061937 Conn-Type: Port-Restrict-NAT TCP-Conn-Type: Port-Restrict-NAT UPnPNat: true ICF: false Hashed-Nonce: {D8F5EEB9-2568-FAE8-9460-3FF8DB908381} SessionID: 275007100 SChannelState: 0 Capabilities-Flags: 1 #####MSG 49 D 155 MIME-Version: 1.0 Content-Type: application/x-msnmsgrp2p P2P-Dest: <a href=""mailto:bbbb@hotmail.it"">bbbb@hotmail.it ####_áEu########g#################A#&para;8&raquo;#g###########ACK 49 MSG 50 D 555 MIME-Version: 1.0 Content-Type: application/x-msnmsgrp2p P2P-Dest: <a href=""mailto:bbbb@hotmail.it"">bbbb@hotmail.it ####^áEu########&#144;#######&#144;#######&Ocirc;ùH(############MSNSLP/1.0 200 OK To: <a href=""mailto:bbbbb@hotmail.it"">bbbbb@hotmail.it> From: <msnmsgr:aaaa@hotmail.it> Via: MSNSLP/1.0/TLP ;branch={31DB585D-3119-40AF-B02B-3D9BAEF32CD0} CSeq: 1 Call-ID: {9A68685A-1FCF-86A1-B639-BA769BA9B514} Max-Forwards: 0 Content-Type: application/x-msnmsgr-transrespbody Content-Length: 83 Bridge: TCPv1 Listening: false Nonce: {00000000-0000-0000-0000-000000000000} #####ACK 50 MSG <a href=""mailto:bbbb@hotmail.it"">bbbb@hotmail.it [c=28][i]BBBB[/i][/c] 143 MIME-Version: 1.0 Content-Type: application/x-msnmsgrp2p P2P-Dest: <a href=""mailto:aaa@hotmail.it"">aaa@hotmail.it ######A#########################^áEu&Ocirc;ùH(&#144;###########MSG <a href=""mailto:bbbb@hotmail.it"">bbbb@hotmail.it [c=28][i]BBB[/i][/c] 815 MIME-Version: 1.0 Content-Type: application/x-msnmsgrp2p P2P-Dest: aaaa@hotmail.it ######A######### ####### #######àe&raquo;#############INVITE MSNMSGR:aaaa@hotmail.it MSNSLP/1.0 To: <a href=""mailto:aaa@hotmail.it"">aaa@hotmail.it> From: <a href=""mailto:bbbb@hotmail.it"">bbbb@hotmail.it> Via: MSNSLP/1.0/TLP ;branch={5BDF5F91-90FF-4C0F-ACA6-F65A9E30986C} CSeq: 0 Call-ID: {9A68685A-1FCF-86A1-B639-BA769BA9B514} Max-Forwards: 0 Content-Type: application/x-msnmsgr-transrespbody Content-Length: 326 Bridge: TCPv1 Listening: true Conn-Type: Port-Restrict-NAT TCP-Conn-Type: Port-Restrict-NAT Nonce: {2DA8E1E7-CD08-4200-8E62-C2263EAC2D36} IPv4External-Addrs: 79.2.165.233 IPv4External-Port: 3973 IPv4Internal-Addrs: 192.168.0.2 IPv4Internal-Port: 3973 SessionID: 275007100 SChannelState: 0 Capabilities-Flags: 1 这样攻击者就可以自由的访问路由器或网络情况。",CVE-2008-5828
Edreamers eDare eDNews 'eDNews_view.php' SQL注入漏洞,CNNVD-200901-015,2009-01-02,2009-02-26,高危,SQL注入,eDreamers eDNews 2版本中的eDNews_view.php存在SQL注入漏洞。远程攻击者可以借助newsid参数，执行任意的SQL指令。,CVE-2008-5820
Nokia固件配置错误漏洞,CNNVD-200901-022,2009-01-02,2009-03-18,中危,配置错误,Nokia 6131是一款常用的手机，运行的操作系统为Symbian 40。 装有05.12固件的Nokia 6131 Near Field Communication(NFC)手机一旦下载完成一个JAR文件，就会自动安装该软件，这使得远程攻击者可以借助一个NDFF标签里的特制的URI记录，执行任意代码。,CVE-2008-5827
eDreamers eDContainer 脚本eDNews_archive.php 目录遍历漏洞,CNNVD-200901-014,2009-01-02,2009-02-26,中危,路径遍历,eDreamers eDNews 2版本中的eDNews_archive.php存在目录遍历漏洞。当magic_quotes_gpc被禁用时，远程攻击者可以借助lg参数中的‘..’目录遍历符，包含和运行任意的本地文件。,CVE-2008-5819
Six Apart Movable Type 跨站脚本攻击漏洞,CNNVD-200901-002,2009-01-02,2009-05-14,中危,跨站脚本,"Movable Type简称MT，是由位于美国加州的Six Apart公司推出的网志(blog)发布系统。 Six Apart Movable Type Enterprise (MTE) 1.56之前的1.x版本，Movable Type (MT) 3.38之前的3.x版本，以及Movable Type，Movable Type Open Source (MTOS)和Movable Type Enterprise 4.23之前的4.x版本中存在跨站脚本攻击漏洞。远程攻击者可以借助未明向量，注入任意的web脚本或HTML。漏洞可能与""应用程序管理""有关。",CVE-2008-5808
GForge 'GroupJoinRequest.class' SQL注入漏洞,CNNVD-200901-003,2009-01-02,2009-02-26,高危,SQL注入,Gforge－协同开发平台，起初来源于开源的sf.net--sourceforge，直到cvs2.6版就转向商业版开发，不再开源。gforge最一开始是在debian下使用。 官方服务器也是debian的，还有其他sf的分支。 GForge 4.5和4.6版本中的common/include/GroupJoinRequest.class里的创建函数存在SQL注入漏洞。远程攻击者可以借助评论变量，执行任意的SQL指令。,CVE-2008-2381
Audacity 缓冲区错误漏洞,CNNVD-200902-237,2009-01-02,2022-02-10,中危,缓冲区错误,Audacity是一款开源免费的跨平台的音频处理软件，用于录制和编辑音频文件。 Audacity 存在缓冲区错误漏洞，该漏洞源于Audacity的lib-src/allegro/strparse.cpp库中的String_parse::get_nonspace_quoted()函数没有正确地解析声音文件中的超长字符串，如果用户受骗打开了特制的*.gro文件的话，就可以触发栈溢出，导致执行任意代码。,CVE-2009-0490
ILIAS 'repository.php' SQL注入漏洞,CNNVD-200901-011,2009-01-02,2009-01-29,高危,SQL注入,ILIAS是开源学习管理系统。 ILIAS 中的repository.php脚本存在SQL注入漏洞。远程攻击者可以借助ref_id参数，执行任意的SQL指令。,CVE-2008-5816
Futomi CGI Cafe Access Analyzer CGI Standard和Access Analyzer CGI Professional会话劫持漏洞,CNNVD-200901-005,2009-01-02,2009-02-26,中危,授权问题,futomi CGI Cafe Access Analyzer CGI 4.0.1标准版以及之前的版本和Access Analyzer CGI 4.11.3专业版以及之前的版本使用一个可预测的会话id， 远程攻击者可以借助一个畸形的id，劫持会话和获得分析结果方面的敏感信息。,CVE-2008-5809
Microsoft Windows Vista 数字错误漏洞,CNNVD-200901-018,2009-01-02,2009-01-10,中危,数字错误,Windows Vista，微软所出品的Windows操作系统。 当和Wscript一起在Windows Vista上的Windows Script Host(WSH)中使用时，Microsoft Money 2006版本的prtstb06.dll中的一个ActiveX控件允许远程攻击者借助Startup property的一个零值，来引起拒绝服务攻击(访问违背和应用程序崩溃)。,CVE-2008-5823
SPIP 'inc/rubriques.php'SQL注入漏洞,CNNVD-200901-024,2009-01-03,2009-01-05,高危,SQL注入,SPIP是一个法国独立开发的CMS (内容管理系统)。 SPIP的inc/rubriques.php存在SQL注入漏洞。远程攻击者可以借助id参数，执行任意的SQL指令。,CVE-2008-5813
E-Php Shopping Cart Script ‘search_results.php’ SQL注入漏洞,CNNVD-200901-026,2009-01-05,2009-03-18,高危,SQL注入,E-Php Scripts E-Shop(又称E-Php Shopping Cart)Shopping Cart Script中的search_results.php存在SQL注入漏洞。远程攻击者可以借助cid参数，执行任意的SQL指令。,CVE-2008-5838
iGaming CMS多个SQL注入漏洞,CNNVD-200901-029,2009-01-05,2009-01-29,高危,SQL注入,iGaming CMS是一个内容管理系统，设计为游戏网站。这个系统是用PHP开发和需要的Mysql数据库.。 iGaming 1.5以及之前的版本存在多个SQL注入漏洞。远程攻击者可以借助对(1)previews.php和(2)reviews.php的浏览参数和对查看文章操作中的index.php的id参数来执行任意的SQL指令。,CVE-2008-5841
PDFjam 多个不安全临时文件创建漏洞,CNNVD-200901-031,2009-01-05,2009-03-20,中危,其他,pdfjam是一个命令行的工具，允许你做一些复杂的PDF操作(旋转，合并，分割)。 pdfjam中存在多个不可信的搜索路径漏洞。本地用户可以借助(1)目前正在工作的目录(2)/var/tmp中的一个特洛伊木马程序，来获得特权。该漏洞与(a)pdf90，(b)pdfjoin和(c)pdfnup脚本有关。,CVE-2008-5843
Fujitsu-Siemens WebTransactions 多个跨站脚本攻击漏洞,CNNVD-200901-030,2009-01-05,2009-01-06,中危,跨站脚本,"Fujitsu-Siemens WebTransactions 7.0，7.1以及可能其他版本中存在多个跨站脚本攻击漏洞。远程攻击者可以借助与(1)装载了WebTransactions的后台应用程序和(2)一个未明的""动态应用程序""相连的向量注入任意的web脚本或HTML。",CVE-2008-5842
PHP 'magic_quotes_gpc'SQL注入漏洞,CNNVD-200901-032,2009-01-05,2009-05-14,中危,配置错误,"PHP是服务器端脚本语言，特别适合于Web开发，可嵌入到HTML中，可以运行于Windows，Linux和许多Unix操作系统。 PHP 5.2.7版本会对FILTER_UNSAFE_RAW功能性进行不正确的更改, 并且会无心地中止magic_quotes_gpc而无视实际的magic_quotes_gpc设置，这可能更易于见机行事的攻击者借助未明的其他向量，执行SQL注入攻击。",CVE-2008-5844
PHP iCalendar Cookie身份认证绕过漏洞,CNNVD-200901-028,2009-01-05,2009-01-29,中危,授权问题,PHP是服务器端脚本语言，特别适合于Web开发，可嵌入到HTML中，可以运行于Windows，Linux和许多Unix操作系统。 PHP iCalendar 2.24以及之前的版本允许远程攻击者通过把phpicalendar和phpicalendar_login cookies设置成1，来绕过身份认证。,CVE-2008-5840
Sixapart Movable Type 'publish post'安全绕过漏洞,CNNVD-200901-034,2009-01-05,2009-01-09,低危,授权问题,"Movable Type，简称MT，是由位于美国加州的Six Apart公司推出的网志(blog)发布系统。 Six Apart Movable Type (MT) 4.23之前的版本允许拥有创建存储许可的远程认证用户接注一个""系统-宽度入口列表屏幕(system-wide entry listing screen)""，来绕过设置好的访问限制和发布邮件。",CVE-2008-5846
constructr constructr-cms 信任管理漏洞,CNNVD-200901-035,2009-01-05,2009-01-29,中危,授权问题,Constructr CMS 3.02.5以及之前的版本在MySQL数据库的cleartext中储存密码，这使得见机行事的攻击者可以通过读取无用信息专栏，获得敏感信息。,CVE-2008-5847
Samba 输入验证漏洞,CNNVD-200901-036,2009-01-05,2021-07-14,中危,授权问题,"Samba是用于 Linux 和 Unix 的标准 Windows 互操作性程序套件。 当注册共享被激活时,远程认证用户可以借助一个特制的连接请求，访问根文件系统。该请求会指定一个空白的共享名。",CVE-2009-0022
Sixapart Movable Type跨站脚本攻击漏洞,CNNVD-200901-033,2009-01-05,2009-01-06,中危,跨站脚本,Movable Type，简称MT，是由位于美国加州的Six Apart公司推出的网志(blog)发布系统。 Six Apart Movable Type (MT) 4.23之前的版本中存在多个跨站脚本攻击漏洞。远程攻击者可以借助剖面查看模板中的(1)MTEntryAuthorUsername(2) MTAuthorDisplayName(3)MTEntryAuthorDisplayName(4)MTCommenterName字段(5)CMS app中的列表屏幕(6)CMS app中的编辑屏幕(7)与HTML净化库相关的一个TrackBack标题(8)出版的Community Blog模板上的一个用户存档文件名(又称存档文件标题)，来注入任意的web脚本或HTML。,CVE-2008-5845
emefa_guestbook 权限许可和访问控制漏洞,CNNVD-200901-041,2009-01-06,2009-01-29,中危,授权问题,Emefa Guestbook 3.0版本在web根下储存敏感信息而未赋予足够的访问控制，这使得远程攻击者可以借助一个对guestbook.mdb的直接请求，下载数据库文件。,CVE-2008-5852
Joomla! HBS Top Hotel组件SQL注入漏洞,CNNVD-200901-053,2009-01-06,2009-01-29,中危,SQL注入,Joomla!是一款开放源码的内容管理系统(CMS)。 Joomla! Hotel Booking Reservation System(又称HBS)1.0.0版本中的Top Hotel(com_tophotelmodule)组件1.0存在SQL注入漏洞。远程攻击者可以借助对index.php的显示酒店详情操作中的id参数，执行任意的SQL指令。,CVE-2008-5864
myPHPscripts Login Session 'login.php'多个跨站脚本攻击漏洞,CNNVD-200901-043,2009-01-06,2009-01-29,中危,跨站脚本,myPHPscripts Login Session 中的脚本login.php存在多个跨站脚本攻击漏洞。远程攻击者可以借助ls_register操作中的(1)ls_user和(2)ls_email参数(又称用户格式)，注入任意的web脚本或HTML。,CVE-2008-5854
"ClaSS ""scripts/export.php"" 信息泄露漏洞",CNNVD-200901-045,2009-01-06,2009-01-07,中危,路径遍历,ClaSS 0.8.61之前的版本中的scripts/export.php存在目录遍历漏洞。远程攻击者可以借助ftype参数中的目录遍历序列，读取任意文件。,CVE-2008-5856
KnowledgeTree DropDocuments plugin设计错误漏洞,CNNVD-200901-046,2009-01-06,2009-01-07,高危,授权问题,"KnowledgeTree是美国KnowledgeTree公司的一套基于Web的开源文档管理系统。该系统提供知识管理、文档版本控制和分层文档管理等功能。它具有知识管理,文档版本控制,分层文档管理和支持一些流行的文件格式也可以自定文件类型等。 KnowledgeTree中的DropDocuments plugin存在设计错误漏洞。远程认证用户借助一个特定的""浏览文档""和dashboard请求的序列，获得管理特权。",CVE-2008-5857
Joomla! HBS 'com_hbssearch'组件'r_type'参数SQL注入漏洞,CNNVD-200901-054,2009-01-06,2009-01-29,中危,SQL注入,Joomla!是一款开放源码的内容管理系统(CMS)。 Joomla! Hotel Booking Reservation System(又称HBS)1.0.0版本中的com_hbssearch组件1.0存在SQL注入漏洞。远程攻击者可以借助对index.php的显示酒店详情操作中的r_type参数，执行任意的SQL指令。,CVE-2008-5865
MyPBS 'index.phpD' SQL注入漏洞,CNNVD-200901-040,2009-01-06,2009-01-29,高危,SQL注入,MyPBS是PHP / MySQL的/ Perl架构的用于便携式批处理系统(PBS)的会计软件包。 My PHP Baseball Stats (MyPBS)中的index.php存在SQL注入漏洞。远程攻击者可以借助seasonID参数，执行任意的SQL指令。,CVE-2008-5851
advantech adam-6066 模块信任管理漏洞,CNNVD-200901-037,2009-01-06,2009-05-20,超危,授权问题,"advantech adam是研华工业ADAM模块。 Advantech ADAM-6000模块将00000000作为其默认的密码，远程攻击者更易于通过一个HTTP会话获得访问权限,以及监视或控制该模块的Modbus/TCP I/O活动。",CVE-2008-5848
"Constructr CMS ""backend/template.php""目录遍历漏洞",CNNVD-200901-049,2009-01-06,2009-01-29,中危,路径遍历,Constructr CMS 3.02.5以及之前的版本中的backend/template.php存在目录遍历漏洞。当register_globals被激活而magic_quotes_gpc被中止时，远程攻击者可以借助编辑-文件参数中的目录遍历序列，读取任意文件。,CVE-2008-5860
chicomas 权限许可和访问控制漏洞,CNNVD-200901-042,2009-01-06,2009-01-29,中危,授权问题,Chilek Content Management System (又称ChiCoMaS)是一款内容管理系统。 Chilek Content Management System (又称ChiCoMaS) 2.0.4以及之前的版本在web根下储存敏感信息而未赋予足够的访问控制，这使得远程攻击者可以(1)借助一个对config.inc的直接请求，获得数据库信任证书；或(2)借助一个对backup/ URI的直接请求，读取数据库文件备份。,CVE-2008-5853
KnowledgeTree Document Management多个跨站脚本攻击漏洞,CNNVD-200901-047,2009-01-06,2009-01-07,中危,跨站脚本,"KnowledgeTree是美国KnowledgeTree公司的一套基于Web的开源文档管理系统。该系统提供知识管理、文档版本控制和分层文档管理等功能。它具有知识管理,文档版本控制,分层文档管理和支持一些流行的文件格式也可以自定文件类型等。 KnowledgeTree 3.5.4a之前的版本中存在多个跨站脚本攻击漏洞。远程攻击者可以借助未明向量，注入任意的web脚本或HTML。此漏洞不同于CVE-2007-4281。",CVE-2008-5858
myphpscripts login_session 权限许可和访问控制漏洞,CNNVD-200901-044,2009-01-06,2009-01-29,中危,授权问题,myPHPscripts Login Session 2.0版本在web根下储存敏感信息而未赋予足够的访问控制，这使得远程攻击者可以借助一个对users.txt的直接请求，发现用户名、电子邮件地址和密码信息。,CVE-2008-5855
Woltlab Burning Board SQL注入漏洞,CNNVD-200901-052,2009-01-06,2021-07-14,高危,SQL注入,Woltlab Burning Board是一个应用软件。一个多功能论坛软件。 Woltlab Burning Board(wBB)Userlocator模块3.0版本中的locator.php存在SQL注入漏洞。远程攻击者可以借助get_user操作中的y参数，执行任意的SQL指令。,CVE-2008-5863
Constructr CMS 'index.php' show_page参数SQL注入漏洞,CNNVD-200901-048,2009-01-06,2009-01-29,高危,SQL注入,Constructr CMS 3.02.5以及之前的版本中的index.php存在SQL注入漏洞。当register_globals被激活而magic_quotes_gpc被中止时，远程攻击者可以借助show_page参数，执行任意的SQL指令。,CVE-2008-5859
webcamxp 目录遍历漏洞,CNNVD-200901-051,2009-01-06,2009-02-26,中危,路径遍历,webcamXP是一款商业网络摄像头软件，集成了用于共享视频的Web服务器。 webcamXP 5.3.2.375版本和5.3.2.410 build 2132版本中存在目录遍历漏洞。远程攻击者可以借助URI中的一个..%2F，来读取任意文件。,CVE-2008-5862
freelyrics 'source.php'目录遍历漏洞,CNNVD-200901-050,2009-01-06,2009-01-29,中危,路径遍历,FreeLyrics的脚本source.php存在目录遍历漏洞。远程攻击者可以借助p参数中的目录遍历序列，读取任意文件。,CVE-2008-5861
Intel Trusted Execution Technology 多个未明安全绕过漏洞,CNNVD-200901-067,2009-01-07,2009-01-08,高危,授权问题,Intel Trusted Execution Technology是一款提供的安全技术，配合支持Intel vPro商用技术的主机板芯片组以及Virtual Machine虚拟机软件，协助保护系统重要数据并避免其受到攻击。 Trusted Execution Technology (TXT)的因特尔系统软件存在多个未明漏洞。攻击者可以绕过设置好的装入程序完整性保护，比如利用tboot。,CVE-2009-0066
Linux Kernel 程序'sm_statefuns.c' 远程缓冲区溢出漏洞,CNNVD-200901-066,2009-01-07,2009-06-12,超危,授权问题,Linux是一种计算机操作系统。 Linux kernel中的字符串控制传输协议执行工具里的net/sctp/sm_statefuns.c存在缓冲区溢出漏洞。远程攻击者可以借助一个带有大的字符串ID的FWD-TSN(又称FORWARD-TSN)块，来造成未知影响。,CVE-2009-0065
Belgian eID middleware函数OpenSSL EVP_VerifyFinal安全绕过漏洞,CNNVD-200901-063,2009-01-07,2009-03-13,中危,授权问题,OpenSSL是OpenSSL团队开发的一个开源的能够实现安全套接层（SSL v2/v3）和安全传输层（TLS v1）协议的通用加密库，它支持多种加密算法，包括对称密码、哈希算法、安全散列算法等。 Belgian eID middleware 没有正确处理函数OpenSSL EVP_VerifyFinal返回值，使系统存在安全绕过漏洞。远程攻击者可以通过为DSA和ECDSA key伪造SSL/TLS签名绕过证书链表符合性检查。,CVE-2009-0049
Symantec Mail Security for SMTP 远程拒绝服务漏洞,CNNVD-201503-533,2009-01-07,2015-03-25,,授权问题,Symantec Mail Security for SMTP是美国赛门铁克（Symantec）公司的一个用于扫描邮件的反垃圾邮件、杀毒和内容过滤软件包。 Symantec Mail Security for SMTP 5.0.1 with Patch 189版本中存在远程拒绝服务漏洞。攻击者可利用该漏洞造成拒绝服务。,null
Sun GridEngine 函数OpenSSL EVP_VerifyFinal 安全绕过漏洞,CNNVD-200901-060,2009-01-07,2009-01-28,中危,授权问题,OpenSSL是OpenSSL团队开发的一个开源的能够实现安全套接层（SSL v2/v3）和安全传输层（TLS v1）协议的通用加密库，它支持多种加密算法，包括对称密码、哈希算法、安全散列算法等。 Sun GridEngine 没有正确处理函数OpenSSL EVP_VerifyFinal返回值，使系统存在安全绕过漏洞。远程攻击者可以通过为DSA和ECDSA key伪造SSL/TLS签名绕过证书链表符合性检查。,CVE-2009-0046
BIND 函数OpenSSL DSA_verify 安全绕过漏洞,CNNVD-200901-059,2009-01-07,2009-05-16,中危,授权问题,BIND是由ISC提供的一个常用的DNS软件，它支持动态DNS更新(参考IETF RFC 2136<http://tools.ietf.org/html/rfc2136>)。 OpenSSL是OpenSSL团队开发的一个开源的能够实现安全套接层（SSL v2/v3）和安全传输层（TLS v1）协议的通用加密库，它支持多种加密算法，包括对称密码、哈希算法、安全散列算法等。 BIND 没有正确处理函数OpenSSL DSA_verify返回值，使系统存在安全绕过漏洞。远程攻击者可以通过为DSA和ECDSA key伪造SSL/TLS签名绕过证书链表符合性检查。,CVE-2009-0025
Myplugins Winamp gen_msn插件播放列表文件处理堆溢出漏洞,CNNVD-200903-110,2009-01-07,2009-03-06,超危,授权问题,Winamp是一款流行的媒体播放器，支持多种文件格式。 Winamp所使用的gen_msn插件(gen_msn.dll)在处理超长的播放列表项时存在堆溢出漏洞，如果用户受骗加载了恶意的.PLS文件就可以触发这个溢出，导致执行任意指令。,CVE-2009-0833
ZXID 函数OpenSSL DSA_verify 安全绕过漏洞,CNNVD-200901-065,2009-01-07,2009-02-12,中危,授权问题,OpenSSL是OpenSSL团队开发的一个开源的能够实现安全套接层（SSL v2/v3）和安全传输层（TLS v1）协议的通用加密库，它支持多种加密算法，包括对称密码、哈希算法、安全散列算法等。 ZXID 没有正确处理函数OpenSSL DSA_verify返回值，使系统存在安全绕过漏洞。远程攻击者可以通过为DSA和ECDSA key伪造SSL/TLS签名绕过证书链表符合性检查。,CVE-2009-0051
Proxim Wireless Tsunami MP.11 2411 代码注入漏洞,CNNVD-200901-056,2009-01-07,2009-01-29,中危,代码注入,Proxim Wireless Tsunami MP.11 2411是多点无线以太网系统。 Proxim Wireless Tsunami MP.11 2411装有固件3.0.3的Proxim Wireless Tsunami MP.11 2411将公共区域作为其默认的SNMP读取/写入区域，远程攻击者更易于获得敏感信息或修改SNMP变量。,CVE-2008-5866
Gale 函数OpenSSL EVP_VerifyFinal 安全绕过漏洞,CNNVD-200901-061,2009-01-07,2009-01-27,中危,加密问题,OpenSSL是OpenSSL团队开发的一个开源的能够实现安全套接层（SSL v2/v3）和安全传输层（TLS v1）协议的通用加密库，它支持多种加密算法，包括对称密码、哈希算法、安全散列算法等。 Gale 没有正确处理函数OpenSSL EVP_VerifyFinal返回值，使系统存在安全绕过漏洞。远程攻击者可以通过为DSA和ECDSA key伪造SSL/TLS签名绕过证书链表符合性检查。,CVE-2009-0047
